index,concept_id,feature,name,source
1143,tomato,is used in sauces,gpt_3_unfiltered,gpt
1144,pie,used by cutting,mcrae,human
1145,airbag,is worn on the chest,gpt_3_unfiltered,gpt
1146,stool_(furniture),has a cushion,mcrae,human
1147,carousel,makes music,gpt_3_filtered,gpt
1148,rhubarb,grows in the garden,gpt_3_filtered_overlap,gpt
1149,sledgehammer,is used to break stones,gpt_3_filtered,gpt
1150,bed,is associated with sleep,gpt_3_unfiltered,gpt
1151,spider,has eyes,gpt_3_filtered,gpt
1152,souffle,is made from eggs,gpt_3_unfiltered,gpt
1153,mustard,is a flower,gpt_3_filtered,gpt
1154,frog,sits on lily pads,mcrae,human
1155,duffel_bag,is used for men,gpt_3_unfiltered,gpt
1156,ostrich,has two legs,cslb,human
1157,cushion,is used to sleep,gpt_3_filtered_overlap,gpt
1158,banjo,is yellow,gpt_3_filtered,gpt
1159,nectarine,has smooth skin,mcrae,human
1160,orange,grows on trees,mcrae,human
1161,squirrel,runs,mcrae,human
1162,honey,is used for sore throats,gpt_3_unfiltered,gpt
1163,pool_table,has six legs,gpt_3_filtered,gpt
1164,cello,is played with a bow,gpt_3_filtered_overlap,gpt
1165,cabbage,grows from seeds,gpt_3_filtered_overlap,gpt
1166,ear,is found on the side of head,cslb,human
1167,biscuit,is eaten,gpt_3_filtered_overlap,gpt
1168,dolphin,swims,mcrae,human
1169,bowl,has depth,cslb,human
1170,screen1,has a projector,gpt_3_filtered,gpt
1171,chair,used by sitting on,mcrae,human
1172,rocking_chair,has four legs,cslb,human
1173,mast,is a long piece of wood,gpt_3_filtered,gpt
1174,microscope,is used to view,gpt_3_filtered_overlap,gpt
1175,manhole,is used for repairs,gpt_3_unfiltered,gpt
1176,rope,is twisted,mcrae,human
1177,rose,is green,cslb,human
1178,buggy,is pink,gpt_3_filtered_overlap,gpt
1179,menu,used for ordering food,mcrae,human
1180,bullet,is small,gpt_3_filtered_overlap,gpt
1181,cheetah,a cat,mcrae,human
1182,pen,is expensive,cslb,human
1183,popcorn,comes in a bag,gpt_3_filtered,gpt
1184,toad,has four legs,gpt_3_filtered_overlap,gpt
1185,motorcycle,has a seatbelt,gpt_3_filtered_overlap,gpt
1186,coat,is worn by women,gpt_3_filtered_overlap,gpt
1187,coin,has engraving,cslb,human
1188,rhino,has small eyes,cslb,human
1189,cardboard,has a hole,gpt_3_filtered,gpt
1190,leopard,has four legs,cslb,human
1191,sugar,is used for baking,cslb,human
1192,sultana,is tasty,cslb,human
1193,sprinkler,is small,gpt_3_filtered,gpt
1194,axe,used for cutting,mcrae,human
1195,jukebox,is a piece of furniture,gpt_3_unfiltered,gpt
1196,parakeet,a pet,mcrae,human
1197,firecracker,is used by children,gpt_3_filtered,gpt
1198,guitar,has a neck,gpt_3_unfiltered,gpt
1199,jeep,has a radio,gpt_3_filtered_overlap,gpt
1200,snail,has antennae,mcrae,human
1201,hyacinth,has little flowers,cslb,human
1202,grenade,is used for fighting,cslb,human
1203,cruise_ship,is a ship,gpt_3_filtered,gpt
1204,blender,is used to make soup,gpt_3_filtered_overlap,gpt
1205,octopus,has a beak,cslb,human
1206,bison,hunted by people,mcrae,human
1207,swing_set,is dangerous,gpt_3_unfiltered,gpt
1208,ladybird,is red and black,cslb,human
1209,sofa,used for watching television,mcrae,human
1210,red_carpet,is decorated with flowers,gpt_3_filtered,gpt
1211,ship,has passengers,cslb,human
1212,tab,is metal,gpt_3_filtered,gpt
1213,tongs,is used by women,gpt_3_filtered_overlap,gpt
1214,hovercraft,is used on land,gpt_3_filtered,gpt
1215,brush,made of wire,cslb,human
1216,peeler,has a blade,cslb,human
1217,jeep,is large,gpt_3_filtered,gpt
1218,cigar,causes cancer,mcrae,human
1219,biscuit,contains milk,gpt_3_filtered_overlap,gpt
1220,lamb,is soft,cslb,human
1221,clamp,made of metal,cslb,human
1222,pineapple,grows in Hawaii,mcrae,human
1223,dunebuggy,a car,mcrae,human
1224,tank1,is used to transport supplies,gpt_3_filtered,gpt
1225,grain,is used to bake bread,gpt_3_filtered,gpt
1226,pig,has a tail,mcrae,human
1227,pesto,has herbs,gpt_3_unfiltered,gpt
1228,tent,is made of material,gpt_3_filtered_overlap,gpt
1229,dandelion,grows in the wild,gpt_3_filtered_overlap,gpt
1230,envelope,is brown,gpt_3_filtered_overlap,gpt
1231,pepperoni,is used in pizzas,gpt_3_filtered,gpt
1232,christmas_tree,grows outdoors,gpt_3_unfiltered,gpt
1233,pumpkin,is edible,gpt_3_filtered_overlap,gpt
1234,cottage,used for living in,mcrae,human
1235,caterpillar,has a hard shell,gpt_3_unfiltered,gpt
1236,hammer,is used to make furniture,gpt_3_filtered_overlap,gpt
1237,pillow,is used for head support,gpt_3_unfiltered,gpt
1238,sword,is used to fight wars,gpt_3_unfiltered,gpt
1239,ostrich,has a beak,gpt_3_filtered_overlap,gpt
1240,onions,eaten by chopping,mcrae,human
1241,curtain,covers windows,gpt_3_unfiltered,gpt
1242,carrot,grows underground,gpt_3_filtered_overlap,gpt
1243,rice,has a brown color,gpt_3_filtered_overlap,gpt
1244,rabbit,is associated with easter,gpt_3_filtered_overlap,gpt
1245,fawn,has a tail,mcrae,human
1246,coach_(vehicle),has six wheels,cslb,human
1247,ice,has water in it,gpt_3_unfiltered,gpt
1248,coconut,has an eye,gpt_3_filtered_overlap,gpt
1249,castenets,is clapped together,cslb,human
1250,saddle,has straps,mcrae,human
1251,lettuce,has large leaves,gpt_3_filtered_overlap,gpt
1252,leech,lives in ponds,gpt_3_filtered,gpt
1253,basket,is found in the country,gpt_3_filtered,gpt
1254,mulch,is used to protect plants,gpt_3_filtered,gpt
1255,chute,is used for construction,gpt_3_unfiltered,gpt
1256,steak,is used for meat,gpt_3_filtered,gpt
1257,scooter,has an engine,mcrae,human
1258,sifter,has holes in the bottom,gpt_3_unfiltered,gpt
1259,soup,is warm,cslb,human
1260,toad,lives in the house,gpt_3_filtered_overlap,gpt
1261,lion,has a long tail,gpt_3_filtered_overlap,gpt
1262,shovel,has a metal end,mcrae,human
1263,brush,is used on animals,gpt_3_filtered_overlap,gpt
1264,electric_chair,is a machine,gpt_3_filtered,gpt
1265,guinea_pig,eats grass,gpt_3_filtered,gpt
1266,milk,is sold,cslb,human
1267,horse,is trained,gpt_3_filtered_overlap,gpt
1268,accordion,is played with your hands,gpt_3_filtered_overlap,gpt
1269,corn,is sweet,gpt_3_unfiltered,gpt
1270,chandelier,is electrical,gpt_3_filtered_overlap,gpt
1271,swordfish,lives in the sea,gpt_3_filtered,gpt
1272,avocado,tastes sweet,gpt_3_filtered_overlap,gpt
1273,dress,has a skirt,cslb,human
1274,stapler,is large,gpt_3_filtered,gpt
1275,peacock,is used for food,gpt_3_filtered_overlap,gpt
1276,tray,has a flat bottom,gpt_3_filtered,gpt
1277,crank,is used to move,gpt_3_filtered,gpt
1278,chicken1,has a beak,mcrae,human
1279,raccoon,is a scavenger,gpt_3_filtered_overlap,gpt
1280,beer,is cold,gpt_3_filtered,gpt
1281,lobster,has eyes,mcrae,human
1282,flute,is used for classical music,gpt_3_unfiltered,gpt
1283,ostrich,does live in hot countries,cslb,human
1284,prune,has a pit,mcrae,human
1285,monkey,is brown,cslb,human
1286,sheep,makes noises,gpt_3_filtered_overlap,gpt
1287,calculator,is used in business,gpt_3_unfiltered,gpt
1288,vulture,eats,mcrae,human
1289,spaghetti,is eaten by boiling,gpt_3_filtered,gpt
1290,ambulance,drives on roads,gpt_3_filtered_overlap,gpt
1291,pig,is smelly,gpt_3_filtered,gpt
1292,breakfast,is eaten with toast,gpt_3_unfiltered,gpt
1293,bean,is eaten with dips,gpt_3_filtered_overlap,gpt
1294,rifle,is loud,mcrae,human
1295,slime,has a brain,gpt_3_unfiltered,gpt
1296,trombone,used by people,mcrae,human
1297,mouthpiece,protects the mouth,gpt_3_filtered,gpt
1298,saffron,is used in making perfume,gpt_3_unfiltered,gpt
1299,tape_(scotch),is long,mcrae,human
1300,soda,is made from water and carbon dioxide,gpt_3_unfiltered,gpt
1301,hedgehog,is alive,cslb,human
1302,sandpaper,is used to smooth surfaces,gpt_3_filtered_overlap,gpt
1303,rolling_pin,is smooth,gpt_3_filtered,gpt
1304,cockerel,is a chicken,cslb,human
1305,cardinal,is found in africa,gpt_3_filtered,gpt
1306,squeegee,is used to clean the floor,gpt_3_unfiltered,gpt
1307,toad,is a reptile,gpt_3_filtered_overlap,gpt
1308,station_wagon,is used to carry passengers,gpt_3_unfiltered,gpt
1309,eagle,is a mammal,gpt_3_filtered_overlap,gpt
1310,grinder,has cheese in it,gpt_3_filtered,gpt
1311,sheet,covers the body,gpt_3_filtered,gpt
1312,brownie,is a cake,gpt_3_unfiltered,gpt
1313,coconut,has a stalk,gpt_3_filtered,gpt
1314,chain,does lock,cslb,human
1315,jeep,is used to transport goods,gpt_3_filtered_overlap,gpt
1316,onion,has a strong flavour,cslb,human
1317,lamb,is a farm animal,gpt_3_filtered_overlap,gpt
1318,jelly,is red,cslb,human
1319,cheetah,is a runner,gpt_3_filtered,gpt
1320,camel,is used to ride,gpt_3_filtered,gpt
1321,coin,made of silver,mcrae,human
1322,harmonica,is used in jazz music,gpt_3_filtered_overlap,gpt
1323,yam,like a potato,mcrae,human
1324,harp,made of wood,cslb,human
1325,mask,is religious,cslb,human
1326,coconut,grows in trees,gpt_3_filtered,gpt
1327,lantern,has a bulb,gpt_3_filtered_overlap,gpt
1328,alligator,is dangerous,mcrae,human
1329,envelope,requires an address,mcrae,human
1330,gyroscope,is used to measure speed,gpt_3_unfiltered,gpt
1331,pineapple,is exotic,cslb,human
1332,doorstop,is shaped like a triangle,gpt_3_unfiltered,gpt
1333,nectarine,tastes sweet,mcrae,human
1334,panther,a predator,mcrae,human
1335,camel,has fur,gpt_3_filtered_overlap,gpt
1336,potato,has different colors,gpt_3_filtered_overlap,gpt
1337,comb,is thin,gpt_3_unfiltered,gpt
1338,oven,made of metal,mcrae,human
1339,wasp,is black,gpt_3_filtered_overlap,gpt
1340,boxing_gloves,has a thumb hole,gpt_3_unfiltered,gpt
1341,lamppost,is made of steel,gpt_3_unfiltered,gpt
1342,gavel,is used to punish people,gpt_3_unfiltered,gpt
1343,wall,found in houses,mcrae,human
1344,cloak,made of leather,cslb,human
1345,eucalyptus,has koalas,cslb,human
1346,water_filter,removes germs,gpt_3_unfiltered,gpt
1347,splinter,comes from a tree,gpt_3_filtered,gpt
1348,roller,is used for grass,gpt_3_filtered,gpt
1349,skirt,is sexy,cslb,human
1350,pothole,has water on the bottom of it,gpt_3_unfiltered,gpt
1351,pillow,is for sleep,cslb,human
1352,gun,a weapon,mcrae,human
1353,road_sign,is small,gpt_3_filtered,gpt
1354,flamingo,has long legs,gpt_3_filtered_overlap,gpt
1355,bookmark,has different designs,gpt_3_unfiltered,gpt
1356,trolley,used on tracks,mcrae,human
1357,barrel,is found in the country,gpt_3_filtered_overlap,gpt
1358,sellotape,does lose sticking ability,cslb,human
1359,cake,made with sugar,mcrae,human
1360,armchair,is for one person,cslb,human
1361,bear,is black,mcrae,human
1362,mantle,has a firebox,gpt_3_filtered,gpt
1363,prune,is sticky,gpt_3_filtered_overlap,gpt
1364,dunebuggy,has 4 wheels,mcrae,human
1365,eggshell,is hard,gpt_3_filtered,gpt
1366,fishnet_stockings,has a black pattern,gpt_3_unfiltered,gpt
1367,spade,has a wooden handle,cslb,human
1368,washboard,has a wooden frame,gpt_3_filtered,gpt
1369,duck,is an animal,gpt_3_filtered_overlap,gpt
1370,icicle,is found in the northern hemisphere,gpt_3_unfiltered,gpt
1371,lasagna,is a food,gpt_3_unfiltered,gpt
1372,lamp,has a switch,mcrae,human
1373,hummingbird,has wings,cslb,human
1374,pickax,is an instrument,gpt_3_filtered,gpt
1375,ashtray,is round,mcrae,human
1376,snowman,has buttons,gpt_3_filtered,gpt
1377,cloak,is worn in winter,gpt_3_filtered_overlap,gpt
1378,chisel,a tool,mcrae,human
1379,boots,is brown,mcrae,human
1380,crib,has a blanket,gpt_3_filtered,gpt
1381,carnation,has roots,cslb,human
1382,lime,has branches,gpt_3_filtered_overlap,gpt
1383,heron,has a neck,cslb,human
1384,battery,is found in homes,gpt_3_unfiltered,gpt
1385,coyote,a dog,mcrae,human
1386,cherry,a fruit,mcrae,human
1387,tape,is used for home use,gpt_3_filtered,gpt
1388,seaweed,floats in water,gpt_3_filtered_overlap,gpt
1389,sweater,is worn by people,gpt_3_filtered_overlap,gpt
1390,dice,is played with,cslb,human
1391,wall,has a back and front,gpt_3_unfiltered,gpt
1392,tongs,is used to grab hot items,gpt_3_unfiltered,gpt
1393,housefly,is black,mcrae,human
1394,violin,has frets,gpt_3_filtered_overlap,gpt
1395,cilantro,is used as a spice,gpt_3_filtered,gpt
1396,parking_meter,is used to pay fines,gpt_3_unfiltered,gpt
1397,cheetah,hunts,gpt_3_filtered_overlap,gpt
1398,necklace,is used to decorate the neck,gpt_3_unfiltered,gpt
1399,rocket,has leaves,gpt_3_unfiltered,gpt
1400,cow,has a nose,cslb,human
1401,ladder,has a bottom,gpt_3_filtered,gpt
1402,wine,is fermented,cslb,human
1403,horse,is large,mcrae,human
1404,ear,has flesh,cslb,human
1405,tricycle,is slow,mcrae,human
1406,compost,is dark brown,gpt_3_unfiltered,gpt
1407,brownie,has a crispy top,gpt_3_unfiltered,gpt
1408,tweezers,has prongs,cslb,human
1409,flask,is used to store things,gpt_3_filtered,gpt
1410,pistachio,has four legs,gpt_3_unfiltered,gpt
1411,skateboard,is used for transportation,gpt_3_filtered_overlap,gpt
1412,centrifuge,is found in hospitals,gpt_3_unfiltered,gpt
1413,centipede,is found in forests,cslb,human
1414,eraser,is used by teachers,gpt_3_filtered,gpt
1415,orange,is high in vitamin c,gpt_3_unfiltered,gpt
1416,turban,is worn on heads,gpt_3_filtered,gpt
1417,blimp,flies,gpt_3_filtered,gpt
1418,typewriter,has buttons,cslb,human
1419,truck,a vehicle,mcrae,human
1420,lime,is bumpy,cslb,human
1421,fork,part of table setting,mcrae,human
1422,seaplane,is used by the navy,gpt_3_filtered,gpt
1423,bra,is used to push up breasts,cslb,human
1424,plate,is white,mcrae,human
1425,tank1,is green,mcrae,human
1426,binder,is used to keep papers in order,gpt_3_unfiltered,gpt
1427,balloon,has a weight,gpt_3_filtered_overlap,gpt
1428,onions,causes bad breath,mcrae,human
1429,crepe,is eaten for dessert,gpt_3_filtered,gpt
1430,blackberry,grows in clusters,gpt_3_unfiltered,gpt
1431,wrench,used for tightening,mcrae,human
1432,goose,has feathers,mcrae,human
1433,spoon,is common,cslb,human
1434,screen1,has different uses,gpt_3_filtered,gpt
1435,poster,has a title,gpt_3_filtered,gpt
1436,carrot,does help you to see in the dark,cslb,human
1437,tape_(scotch),used on presents,mcrae,human
1438,grapefruit,has a peel,gpt_3_filtered_overlap,gpt
1439,chain,is used for discipline,gpt_3_filtered,gpt
1440,worm,is small,mcrae,human
1441,wheelbarrow,used for holding things,mcrae,human
1442,microscope,has a tube,gpt_3_filtered_overlap,gpt
1443,iron,has a cord to plug in,gpt_3_unfiltered,gpt
1444,mango,is orange inside,cslb,human
1445,tricycle,a bike,mcrae,human
1446,hawk,is a bird,cslb,human
1447,peacock,is a colorful bird,gpt_3_unfiltered,gpt
1448,toilet,has a seat,gpt_3_filtered_overlap,gpt
1449,vegetable,grows from seeds,gpt_3_unfiltered,gpt
1450,gyro,is made of beef,gpt_3_filtered,gpt
1451,washboard,is used to clean floors,gpt_3_filtered,gpt
1452,salami,is small,gpt_3_unfiltered,gpt
1453,petri_dish,is used to store bacteria,gpt_3_unfiltered,gpt
1454,alligator,lives in swamps,mcrae,human
1455,weed,has a value,gpt_3_unfiltered,gpt
1456,latch,opens,gpt_3_unfiltered,gpt
1457,tulip,is colorful,gpt_3_filtered,gpt
1458,card,is nice to receive,cslb,human
1459,lip_balm,is used in cold weather,gpt_3_unfiltered,gpt
1460,copier,makes copies,gpt_3_filtered,gpt
1461,ladybug,is used to eat pests,gpt_3_unfiltered,gpt
1462,leotard,is used by dancers,cslb,human
1463,guitar,used in bands,mcrae,human
1464,can_opener,has a wheel,cslb,human
1465,turkey,is domesticated,gpt_3_filtered_overlap,gpt
1466,bridge,is long,mcrae,human
1467,llama,is cute,cslb,human
1468,spoon,does contain,cslb,human
1469,espresso,has a color,gpt_3_unfiltered,gpt
1470,grape,used for raisins,mcrae,human
1471,barn,is red,mcrae,human
1472,kettle,is a metal object,gpt_3_filtered_overlap,gpt
1473,french_horn,has a valve,gpt_3_unfiltered,gpt
1474,cauliflower,is eaten in winter,gpt_3_filtered_overlap,gpt
1475,rattlesnake,has a tongue,mcrae,human
1476,funnel,has a wide opening,gpt_3_filtered,gpt
1477,tuna,is fast,cslb,human
1478,gun,used for protection,mcrae,human
1479,grapefruit,has sections,mcrae,human
1480,penguin,does live on icebergs,cslb,human
1481,ball,has a shape of a circle,gpt_3_filtered_overlap,gpt
1482,limousine,is a car,cslb,human
1483,dryer,dries your clothes,gpt_3_unfiltered,gpt
1484,blower,is used in cooking,gpt_3_filtered,gpt
1485,seatbelt,prevenes death,gpt_3_unfiltered,gpt
1486,unicycle,is used by adults,gpt_3_filtered_overlap,gpt
1487,cheetah,lives in Africa,mcrae,human
1488,rhubarb,is found in the country,gpt_3_filtered_overlap,gpt
1489,dragonfly,has big eyes,cslb,human
1490,lamb,has curly hair,gpt_3_filtered_overlap,gpt
1491,porthole,is clear,gpt_3_unfiltered,gpt
1492,cabbage,is green,mcrae,human
1493,apple_tree,has leaves,gpt_3_filtered,gpt
1494,hatbox,is used for transportation,gpt_3_filtered,gpt
1495,tray,is square,mcrae,human
1496,crayfish,has eyes,gpt_3_unfiltered,gpt
1497,rock,is small,cslb,human
1498,boots,is for men,cslb,human
1499,bouquet,is given to someone you love,gpt_3_unfiltered,gpt
