index,concept_id,feature,name,source
1151,brush,is used on animals,gpt_3_filtered_overlap,gpt
1152,toolbox,is portable,gpt_3_filtered,gpt
1153,trumpet,has a mouth-piece,mcrae,human
1154,cigarette,produces smoke,mcrae,human
1155,mixer,used for making cakes,mcrae,human
1156,trunk,is used to keep things in,gpt_3_filtered,gpt
1157,fan,is yellow,gpt_3_filtered,gpt
1158,rhubarb,has green leaves,cslb,human
1159,dove,is pretty,cslb,human
1160,straw1,is fed to animals,gpt_3_unfiltered,gpt
1161,walnut,is brown,gpt_3_unfiltered,gpt
1162,milkshake,has chocolate,gpt_3_filtered,gpt
1163,telephone,has a dial,cslb,human
1164,triangle,is black,gpt_3_unfiltered,gpt
1165,straightjacket,is used for discipline,gpt_3_filtered,gpt
1166,pole,is used to climb poles,gpt_3_unfiltered,gpt
1167,container,is made of glass,gpt_3_filtered,gpt
1168,bomb,has different sizes,gpt_3_filtered_overlap,gpt
1169,grater,has holes,cslb,human
1170,jelly,is red,cslb,human
1171,nutcracker,has a wooden handle,gpt_3_unfiltered,gpt
1172,hash,is illegal in some countries,gpt_3_unfiltered,gpt
1173,ginger,has a strong taste,gpt_3_filtered,gpt
1174,crab,has six legs,cslb,human
1175,pelican,has a beak,mcrae,human
1176,cougar,has a long tail,mcrae,human
1177,computer,is used to write letters,gpt_3_filtered,gpt
1178,certificate,is a document,cslb,human
1179,balloon,is round,gpt_3_filtered_overlap,gpt
1180,toilet,is found in bathrooms,gpt_3_filtered_overlap,gpt
1181,tape_(scotch),is sticky,mcrae,human
1182,flute,is musical,gpt_3_filtered_overlap,gpt
1183,apron,is used by cooks,cslb,human
1184,cockroach,lives in the ground,gpt_3_filtered_overlap,gpt
1185,chandelier,is used in bedrooms,gpt_3_filtered_overlap,gpt
1186,rocket,is heavy,gpt_3_filtered_overlap,gpt
1187,cedar,grows in forests,mcrae,human
1188,crayon,has a color,gpt_3_filtered_overlap,gpt
1189,filing_cabinet,has a label,gpt_3_unfiltered,gpt
1190,crane,is used to build buildings,gpt_3_filtered,gpt
1191,saw,has a metal blade,gpt_3_filtered,gpt
1192,bus,holds many people,gpt_3_filtered_overlap,gpt
1193,coffeemaker,is an appliance,gpt_3_filtered,gpt
1194,pipe2,is used for air,gpt_3_filtered,gpt
1195,shopping_basket,is rectangular,gpt_3_unfiltered,gpt
1196,raincoat,is used in rainy weather,gpt_3_unfiltered,gpt
1197,axe,has a sharp blade,gpt_3_filtered_overlap,gpt
1198,necklace,is used to decorate the neck,gpt_3_unfiltered,gpt
1199,shortbread,has a base,gpt_3_filtered,gpt
1200,tree_trunk,is white,gpt_3_unfiltered,gpt
1201,parakeet,has a beak,mcrae,human
1202,napkin,used for cleaning,mcrae,human
1203,shoe_polish,is used with shoe polish sticks,gpt_3_unfiltered,gpt
1204,drill,has a drill bit,gpt_3_filtered_overlap,gpt
1205,pitchfork,has a stick,gpt_3_unfiltered,gpt
1206,frisbee,is white,gpt_3_filtered,gpt
1207,ostrich,lays eggs,gpt_3_filtered_overlap,gpt
1208,ice-cream_cone,has a soft texture,gpt_3_unfiltered,gpt
1209,hawk,has legs,cslb,human
1210,eraser,is shaped like a cylinder,gpt_3_filtered,gpt
1211,drum,has a hole,gpt_3_filtered_overlap,gpt
1212,hole,has a shape of an oval,gpt_3_filtered,gpt
1213,missile,requires fuel,gpt_3_unfiltered,gpt
1214,bean,has a shell,gpt_3_unfiltered,gpt
1215,tray,is used to serve drinks,gpt_3_filtered_overlap,gpt
1216,turtle,lives in the sea,gpt_3_filtered_overlap,gpt
1217,tricycle,is used to transport goods,gpt_3_filtered_overlap,gpt
1218,menu,has ink,cslb,human
1219,skirt,is worn for formal occasions,gpt_3_filtered_overlap,gpt
1220,string_cheese,is found in a box,gpt_3_unfiltered,gpt
1221,banjo,is used in country music,gpt_3_unfiltered,gpt
1222,otter,has legs,cslb,human
1223,coconut,has an eye,gpt_3_filtered_overlap,gpt
1224,camcorder,is used to make movies,gpt_3_filtered,gpt
1225,doorknob,is a household item,gpt_3_unfiltered,gpt
1226,catapult,a weapon,mcrae,human
1227,palm_tree,is found near the sea,gpt_3_unfiltered,gpt
1228,leotards,is colourful,mcrae,human
1229,bomb,has a fuse,cslb,human
1230,prawn,is fished,cslb,human
1231,raspberry,is sweet,gpt_3_filtered_overlap,gpt
1232,tarantula,is an invertebrate,cslb,human
1233,hoe,is used to make holes in the ground,gpt_3_filtered_overlap,gpt
1234,train,travels on tracks,gpt_3_unfiltered,gpt
1235,tray,has different shapes and sizes,gpt_3_filtered_overlap,gpt
1236,rocking_chair,has four legs,cslb,human
1237,trombone,is in an orchestra,cslb,human
1238,textbook,has questions,cslb,human
1239,honeycomb,is comb - shaped,gpt_3_unfiltered,gpt
1240,goose,has feathers,mcrae,human
1241,grapefruit,is round,mcrae,human
1242,mail,is a piece of paper,gpt_3_filtered,gpt
1243,rattle,is used for entertainment,gpt_3_filtered_overlap,gpt
1244,rocking_horse,is used to pretend,gpt_3_filtered,gpt
1245,houseboat,is small,cslb,human
1246,magpie,does make sound,cslb,human
1247,truck,has a driver 's seat,gpt_3_filtered_overlap,gpt
1248,saxophone,is played with your mouth,gpt_3_filtered_overlap,gpt
1249,camisole,worn under shirts,mcrae,human
1250,tomato,is grown in gardens,gpt_3_filtered_overlap,gpt
1251,spinach,has a stem,gpt_3_filtered_overlap,gpt
1252,tea,has sugar,cslb,human
1253,quiche,is made with flour,gpt_3_filtered,gpt
1254,chain,is used for discipline,gpt_3_filtered,gpt
1255,kettle,is a metal object,gpt_3_filtered_overlap,gpt
1256,rat,is a pet,gpt_3_filtered_overlap,gpt
1257,oak,is brown,mcrae,human
1258,trumpet,does make music,cslb,human
1259,chip,has a logo on it,gpt_3_filtered,gpt
1260,tent,is made of material,gpt_3_filtered_overlap,gpt
1261,rope,has different lengths,gpt_3_filtered_overlap,gpt
1262,thermometer,is a medical instrument,gpt_3_filtered_overlap,gpt
1263,ruler,has a flat edge,gpt_3_filtered_overlap,gpt
1264,bikini,is made of spandex,gpt_3_filtered,gpt
1265,bow_(weapon),used for archery,mcrae,human
1266,parakeet,has wings,cslb,human
1267,eyepiece,has a size,gpt_3_filtered,gpt
1268,bow_(weapon),a weapon,mcrae,human
1269,crane,is yellow,cslb,human
1270,stick,has bark,cslb,human
1271,cart,used by pushing,mcrae,human
1272,foam,is white,gpt_3_unfiltered,gpt
1273,biscuit,is edible,gpt_3_filtered,gpt
1274,grape,used for raisins,mcrae,human
1275,penguin,has wings,mcrae,human
1276,frog,is eaten,cslb,human
1277,tank1,is used for transportation of soldiers,gpt_3_filtered,gpt
1278,bowler_hat,is worn on the head,gpt_3_unfiltered,gpt
1279,piano,is made of wood,gpt_3_filtered_overlap,gpt
1280,bok_choy,is eaten cooked,gpt_3_filtered,gpt
1281,fox,is a pet,gpt_3_unfiltered,gpt
1282,scoreboard,is a sign,gpt_3_unfiltered,gpt
1283,pony,has hair,gpt_3_filtered_overlap,gpt
1284,strainer,is used for pasta,gpt_3_filtered_overlap,gpt
1285,donkey,has long ears,cslb,human
1286,tuxedo,is made of wool,gpt_3_unfiltered,gpt
1287,box,is a container,cslb,human
1288,rat,is a pet,gpt_3_filtered_overlap,gpt
1289,rifle,has a safety catch,cslb,human
1290,surfboard,is fast,cslb,human
1291,pulpit,has no organs,gpt_3_unfiltered,gpt
1292,prune,tastes sweet,mcrae,human
1293,parrot,has colorful feathers,gpt_3_unfiltered,gpt
1294,tarantula,has fur,cslb,human
1295,violin,is long,gpt_3_filtered_overlap,gpt
1296,bench,is used to sit on in parks,gpt_3_unfiltered,gpt
1297,camel,has long legs,gpt_3_filtered,gpt
1298,javelin,is used for sport,gpt_3_filtered,gpt
1299,church,is quiet,mcrae,human
1300,faucet,used for regulating,mcrae,human
1301,robe,found in bathrooms,mcrae,human
1302,grapevine,is found in vineyards,gpt_3_unfiltered,gpt
1303,cheese,is soft,mcrae,human
1304,cookie_sheet,has a flat bottom,gpt_3_unfiltered,gpt
1305,videocassette,is erased,gpt_3_filtered,gpt
1306,peach,is juicy,mcrae,human
1307,bellows,does blow,cslb,human
1308,hammer,is used to drive in nails,gpt_3_filtered,gpt
1309,bucket,is a container,cslb,human
1310,souffle,is soft,gpt_3_filtered,gpt
1311,spareribs,has ribs,gpt_3_filtered,gpt
1312,bullet,has a cartridge,cslb,human
1313,ruler,is used in schools,gpt_3_filtered_overlap,gpt
1314,ant,has 6 legs,mcrae,human
1315,key,has a loop,gpt_3_filtered_overlap,gpt
1316,firecracker,has a trigger,gpt_3_unfiltered,gpt
1317,mango,is yellowish green,gpt_3_unfiltered,gpt
1318,cigar,is used to smoke tobacco,gpt_3_filtered_overlap,gpt
1319,nose,does breathe,cslb,human
1320,pistol,is heavy,mcrae,human
1321,turkey,is domesticated,gpt_3_filtered_overlap,gpt
1322,oatmeal,is cooked on the stove,gpt_3_filtered,gpt
1323,carrot,is long,gpt_3_filtered_overlap,gpt
1324,manhole,is used to cover manholes in the street,gpt_3_unfiltered,gpt
1325,pepper2,has a hole,gpt_3_filtered,gpt
1326,branch,is flexible,gpt_3_unfiltered,gpt
1327,kettle,is black,gpt_3_filtered_overlap,gpt
1328,tugboat,made of plastic,cslb,human
1329,bullet,is small,gpt_3_filtered_overlap,gpt
1330,stick,is a vegetable,gpt_3_filtered_overlap,gpt
1331,basement,used for storage,mcrae,human
1332,earring,is used by women,gpt_3_filtered,gpt
1333,goalpost,has two uprights,gpt_3_unfiltered,gpt
1334,metronome,is made of plastic,gpt_3_filtered,gpt
1335,crane,has wheels,gpt_3_filtered,gpt
1336,racehorse,runs fast,gpt_3_filtered,gpt
1337,dog,eats,gpt_3_filtered_overlap,gpt
1338,speedboat,is light,cslb,human
1339,drill,is useful,cslb,human
1340,hearse,is used for the dead,gpt_3_unfiltered,gpt
1341,chandelier,is ornate,gpt_3_filtered_overlap,gpt
1342,blinder,is found on the head,gpt_3_filtered,gpt
1343,badge,has a shiny surface,gpt_3_unfiltered,gpt
1344,javelin,has a sharp point,gpt_3_unfiltered,gpt
1345,sunflower,has a centre,cslb,human
1346,nose,does breathe,cslb,human
1347,melon,is eaten in salads,gpt_3_filtered,gpt
1348,tackle,is used for bait,gpt_3_filtered,gpt
1349,harp,is used for classical music,gpt_3_unfiltered,gpt
1350,revolving_door,has a frame,gpt_3_unfiltered,gpt
1351,piecrust,has a filling,gpt_3_filtered,gpt
1352,turntable,is used in homes,gpt_3_filtered,gpt
1353,house,has doors,mcrae,human
1354,hyena,has a tail,gpt_3_filtered_overlap,gpt
1355,exhaust_pipe,is used for the exhaust system,gpt_3_unfiltered,gpt
1356,trolley,is used to move goods,gpt_3_filtered,gpt
1357,biscuit,has eggs,gpt_3_filtered,gpt
1358,spear,is dangerous,mcrae,human
1359,housefly,is black,mcrae,human
1360,clamp,used for surgery,mcrae,human
1361,umbrella,has ribs,gpt_3_filtered_overlap,gpt
1362,hammer,is used to make furniture,gpt_3_filtered_overlap,gpt
1363,cape,is red,cslb,human
1364,fork,has a point,cslb,human
1365,rock,has a smooth surface,gpt_3_filtered_overlap,gpt
1366,strainer,is like a sieve,cslb,human
1367,seal,is a sea animal,gpt_3_filtered,gpt
1368,potato,has different sizes,gpt_3_filtered_overlap,gpt
1369,sauce,has a yellow color,gpt_3_filtered,gpt
1370,speaker,is portable,gpt_3_filtered,gpt
1371,tuna,is fast,cslb,human
1372,sardine,is eaten by humans,cslb,human
1373,crystal_ball,is used by holding and looking into to tell the future,gpt_3_unfiltered,gpt
1374,apple,grows in the summer,gpt_3_filtered_overlap,gpt
1375,monkey,is brown,cslb,human
1376,jeep,has a windshield,gpt_3_filtered_overlap,gpt
1377,horn,makes noise,gpt_3_unfiltered,gpt
1378,parka,a jacket,mcrae,human
1379,plunger,is made of hard plastic,gpt_3_filtered,gpt
1380,seagull,has eyes,cslb,human
1381,cup,is filled with liquid,gpt_3_filtered_overlap,gpt
1382,staple,has a pointy end,gpt_3_filtered,gpt
1383,urn,made of metal,mcrae,human
1384,pocketknife,is used for wood,gpt_3_unfiltered,gpt
1385,copier,makes copies,gpt_3_filtered,gpt
1386,crayfish,has eyes,gpt_3_unfiltered,gpt
1387,coconut,has a stalk,gpt_3_filtered,gpt
1388,crowbar,is a weapon,cslb,human
1389,mailbox,is a container,gpt_3_unfiltered,gpt
1390,turtle,is an animal,gpt_3_filtered,gpt
1391,truck,is green,gpt_3_filtered,gpt
1392,nut,is found in the ground,gpt_3_filtered,gpt
1393,apple,tastes good,gpt_3_filtered,gpt
1394,faucet,is used to clean dishes,gpt_3_filtered,gpt
1395,clam,is found in sand,gpt_3_filtered_overlap,gpt
1396,hedgehog,is found in forests,cslb,human
1397,bed,has a frame,cslb,human
1398,mug,is used to drink tea,gpt_3_unfiltered,gpt
1399,inhaler,is used to inhale medication,gpt_3_unfiltered,gpt
1400,dolphin,lives in the ocean,gpt_3_filtered_overlap,gpt
1401,shark,has a long nose,gpt_3_filtered,gpt
1402,chair,used by sitting on,mcrae,human
1403,souffle,is made from eggs,gpt_3_unfiltered,gpt
1404,chisel,has a flat blade,gpt_3_filtered_overlap,gpt
1405,magpie,does squeak,cslb,human
1406,walker1,is used by people,gpt_3_filtered,gpt
1407,clam,is an animal,gpt_3_unfiltered,gpt
1408,shovel,is used for planting trees,gpt_3_filtered_overlap,gpt
1409,dollhouse,has furniture,gpt_3_filtered,gpt
1410,sandal,is made in china,gpt_3_unfiltered,gpt
1411,cup,made of china,mcrae,human
1412,pillow,has filling,mcrae,human
1413,ant,lives in ground,mcrae,human
1414,rifle,used for killing,mcrae,human
1415,wheelchair,is used by old people,gpt_3_unfiltered,gpt
1416,trousers,has 2 legs,mcrae,human
1417,trident,is used to stab,gpt_3_unfiltered,gpt
1418,tattoo,is used by soldiers,gpt_3_filtered,gpt
1419,carrot,is round,gpt_3_filtered,gpt
1420,hummingbird,has a short lifespan,gpt_3_unfiltered,gpt
1421,pipe1,is associated with gangsters,gpt_3_unfiltered,gpt
1422,motorcycle,has a frame,gpt_3_filtered_overlap,gpt
1423,emerald,a birth stone,mcrae,human
1424,granite,comes from mines,gpt_3_filtered,gpt
1425,chimp,walks,mcrae,human
1426,missile,is launched,mcrae,human
1427,tripod,is used to take pictures and videos in the dark,gpt_3_unfiltered,gpt
1428,squid,is a carnivore,gpt_3_filtered_overlap,gpt
1429,taxi,is used to carry passengers,gpt_3_filtered_overlap,gpt
1430,rhubarb,is eaten as dessert,cslb,human
1431,cigar,is thin,gpt_3_filtered_overlap,gpt
1432,calf1,is found on farms,cslb,human
1433,tortoise,does crawl,cslb,human
1434,lamb,has curly hair,gpt_3_filtered_overlap,gpt
1435,grapefruit,is bitter,gpt_3_filtered_overlap,gpt
1436,combination_lock,is used to open doors,gpt_3_unfiltered,gpt
1437,cage,is made of metal,gpt_3_filtered_overlap,gpt
1438,cardinal,is found in africa,gpt_3_filtered,gpt
1439,seahorse,does swim upright,cslb,human
1440,margarita,contains alcohol,gpt_3_filtered,gpt
1441,fridge,is cool,cslb,human
1442,petal,has a top,gpt_3_filtered,gpt
1443,cilantro,is used by chefs,gpt_3_unfiltered,gpt
1444,tights,does come in colours,cslb,human
1445,pigeon,is eaten,cslb,human
1446,ironing_board,is used by women,gpt_3_unfiltered,gpt
1447,grenade,is used for fighting,cslb,human
1448,trousers,does cover legs,cslb,human
1449,parsley,does flavour,cslb,human
1450,blouse,a shirt,mcrae,human
1451,peas,is a seed,cslb,human
1452,key,is gold,mcrae,human
1453,mouse1,likes cheese,mcrae,human
1454,beehive,found in trees,mcrae,human
1455,sugar,is white,cslb,human
1456,brush,is used to make hair look good,gpt_3_filtered_overlap,gpt
1457,coleslaw,is a vegetable,gpt_3_filtered,gpt
1458,camel,a mammal,mcrae,human
1459,shovel,has an end,mcrae,human
1460,potpie,has a flaky crust,gpt_3_unfiltered,gpt
1461,taco,has a spicy filling,gpt_3_unfiltered,gpt
1462,lip_balm,is used in cold weather,gpt_3_unfiltered,gpt
1463,curb,is found in towns,gpt_3_unfiltered,gpt
1464,tortilla,is used for mexican food,gpt_3_filtered,gpt
1465,slide,is found on playgrounds,gpt_3_unfiltered,gpt
1466,shrimp,is pink,mcrae,human
1467,bucket,is made of different materials,gpt_3_filtered,gpt
1468,nectarine,is red,cslb,human
1469,ambulance,does go on roads,cslb,human
1470,shawl,does wrap around,cslb,human
1471,marmalade,is made from raspberries,gpt_3_unfiltered,gpt
1472,veil,is used for prayer,gpt_3_filtered_overlap,gpt
1473,peach,tastes sweet,gpt_3_filtered_overlap,gpt
1474,nacho,is triangular,gpt_3_filtered,gpt
1475,duck,migrates,mcrae,human
1476,jacket,is worn by people,gpt_3_filtered_overlap,gpt
1477,tongs,is not expensive,gpt_3_filtered_overlap,gpt
1478,mongoose,is found in africa,gpt_3_filtered,gpt
1479,gorilla,is largest,gpt_3_filtered_overlap,gpt
1480,camel,does carry,cslb,human
1481,cigarette_butt,has a value,gpt_3_filtered,gpt
1482,thimble,is worn on the finger,gpt_3_filtered_overlap,gpt
1483,flute,is thin,cslb,human
1484,wrench,used for loosening bolts,mcrae,human
1485,thermometer,has a case,gpt_3_unfiltered,gpt
1486,lamb,is a farm animal,cslb,human
1487,chandelier,is hung from the ceiling,gpt_3_filtered_overlap,gpt
1488,freezer,has ice inside,mcrae,human
1489,oak,is slow-growing,cslb,human
1490,shotgun,is a gun,cslb,human
1491,shed,found outdoors,mcrae,human
1492,caterpillar,has a hard shell,gpt_3_unfiltered,gpt
1493,sultana,is food,cslb,human
1494,screwdriver,is useful,cslb,human
1495,eagle,is used to fly,gpt_3_filtered_overlap,gpt
1496,chair,has four legs,gpt_3_filtered_overlap,gpt
1497,raspberry,is soft,gpt_3_filtered_overlap,gpt
1498,caramel,has cream,gpt_3_unfiltered,gpt
1499,cake,is eaten at celebrations,gpt_3_filtered_overlap,gpt
