feature,changed_feature
it is worn on the finger,is worn on the finger
it has a band,has a band
it is worn on the hand,is worn on the hand
it has a gemstone,has a gemstone
it is made of metal,is made of metal
it has a stone,has a stone
it is worn on the finger,is worn on the finger
it can be sized,can be sized
it has a hole,has a hole
it is worn by monks,is worn by monks
it has sleeves,has sleeves
it is worn on the body,is worn on the body
it is white,is white
it is made of cotton,is made of cotton
it is worn under clothes,is worn under clothes
it is a piece of clothing,is a piece of clothing
it is long,is long
it covers the body,covers the body
it has a hood,has a hood
it is hard,is hard
it is heavy,is heavy
it is found on the ground,is found on the ground
it is solid,is solid
it comes in different colors,comes in different colors
it is found in nature,is found in nature
it breaks,breaks
it is made of stone,is made of stone
it has fins,has fins
it is shaped like a cone,is shaped like a cone
it has a nose,has a nose
it has a tail,has a tail
it is a rocket,is a rocket
it is launched from a pad,is launched from a pad
it travels into space,travels into space
it is a vehicle,is a vehicle
it has an engine,has an engine
it has a payload,has a payload
it is fast,is fast
it is made of fibers,is made of fibers
it is used for climbing,is used for climbing
it is long,is long
it is used for tying things up,is used for tying things up
it has knots,has knots
it is made of hemp,is made of hemp
it is used for sailing,is used for sailing
it has a core,has a core
it is used in boats,is used in boats
it is flexible,is flexible
it is strong,is strong
it is made of wood,is made of wood
it is used for measuring,is used for measuring
it has numbers,has numbers
it is long,is long
it has a handle,has a handle
it is used in schools,is used in schools
it is thin,is thin
it has a flat edge,has a flat edge
it is used to sand wood,is used to sand wood
it is rough,is rough
it is made of cloth,is made of cloth
it is used to smooth surfaces,is used to smooth surfaces
it is used to make wood smooth,is used to make wood smooth
it is made of paper,is made of paper
it is used to make wood smooth,is used to make wood smooth
it comes in sheets,comes in sheets
it is a type of fish,is a type of fish
it comes in a can,comes in a can
it is eaten with crackers,is eaten with crackers
it is a canned food,is a canned food
it is eaten as a snack,is eaten as a snack
it is a canned food,is a canned food
it comes from the ocean,comes from the ocean
it is eaten as a snack,is eaten as a snack
it has bones,has bones
it has fins,has fins
it is played with your mouth,is played with your mouth
it is made of metal,is made of metal
it is played with your fingers,is played with your fingers
it is played with a bow,is played with a bow
it has keys,has keys
it has a reed,has a reed
it has buttons,has buttons
it has a neck,has a neck
it is played in bands,is played in bands
it is played in jazz,is played in jazz
it is long,is long
it is worn around the neck,is worn around the neck
it is used for warmth,is used for warmth
it is made of wool,is made of wool
it is long,is long
it can be worn in winter,can be worn in winter
it can be worn in fall,can be worn in fall
it is a piece of clothing,is a piece of clothing
it is used for keeping warm,is used for keeping warm
it can be used as a shawl,can be used as a shawl
it is worn by women,is worn by women
they are used to cut,are used to cut
they are metal,are metal
they are used for crafts,are used for crafts
they are sharp,are sharp
they have handles,have handles
they are used for sewing,are used for sewing
they have blades,have blades
it is used to drive screws,is used to drive screws
it is used to pry things open,is used to pry things open
it has a handle,has a handle
it has a tip,has a tip
it is used with screws,is used with screws
it is used with bolts,is used with bolts
it is used for construction,is used for construction
it has a head,has a head
it has a shaft,has a shaft
it is used for tightening,is used for tightening
it is white,is white
it is a bird,is a bird
it has wings,has wings
it flies,flies
it eats fish,eats fish
it is associated with the ocean,is associated with the ocean
it is found on beaches,is found on beaches
it is found near water,is found near water
it has a beak,has a beak
it has feathers,has feathers
it is found in flocks,is found in flocks
it is a mammal,is a mammal
it lives in the water,lives in the water
it is brown,is brown
it has a tail,has a tail
it has whiskers,has whiskers
it has flippers,has flippers
it is aquatic,is aquatic
it eats fish,eats fish
it is cuddly,is cuddly
it is related to the walrus,is related to the walrus
it is green,is green
it is slimy,is slimy
it is harvested,is harvested
it is eaten in salads,is eaten in salads
it grows in water,grows in water
it is aquatic,is aquatic
it is an aquatic plant,is an aquatic plant
it is a plant,is a plant
it has a stem,has a stem
it has leaves,has leaves
it has nodes,has nodes
it is edible,is edible
it has spores,has spores
it is worn on the shoulders,is worn on the shoulders
it is made of silk,is made of silk
it is worn by women,is worn by women
it is long,is long
it is light,is light
it has fringes,has fringes
it is worn for warmth,is worn for warmth
it has a pattern,has a pattern
it is white,is white
it has wool,has wool
it is a farm animal,is a farm animal
it has horns,has horns
it is fluffy,is fluffy
it drinks water,drinks water
it eats grass,eats grass
it has hooves,has hooves
it lives on farms,lives on farms
it is a mammal,is a mammal
it is small,is small
it has a tail,has a tail
it is round,is round
it is made of metal,is made of metal
it is covered in paint,is covered in paint
it has a handle,has a handle
it has a design,has a design
it is used in battle,is used in battle
it protects you,protects you
it is associated with knights,is associated with knights
it is used in sports,is used in sports
it has sails,has sails
it has a crew,has a crew
it has a captain,has a captain
it has a boat,has a boat
it is large,is large
it travels on water,travels on water
it is used for transportation,is used for transportation
it is fast,is fast
it is made of cotton,is made of cotton
it is white,is white
it has a collar,has a collar
it has buttons,has buttons
it has sleeves,has sleeves
it is worn on the upper body,is worn on the upper body
it is a piece of clothing,is a piece of clothing
it is used for keeping warm,is used for keeping warm
it is worn on the outside,is worn on the outside
it is used to dig,is used to dig
it is used to scoop,is used to scoop
it has a handle,has a handle
it has a metal blade,has a metal blade
it is used for digging,is used for digging
it is made of metal,is made of metal
it has a wooden handle,has a wooden handle
it is used for gardening,is used for gardening
it is used for construction work,is used for construction work
it is pink,is pink
it is a crustacean,is a crustacean
it has a shell,has a shell
it lives in water,lives in water
it is a sea creature,is a sea creature
it has a tail,has a tail
it has pincers,has pincers
it has antennae,has antennae
it has eyes,has eyes
it is edible and its babies are called shrimplets,is edible and its babies are called shrimplets
it is made of metal,is made of metal
it has a faucet,has a faucet
it has a drain,has a drain
it is used for washing dishes,is used for washing dishes
it is found in kitchens,is found in kitchens
it is used for rinsing dishes,is used for rinsing dishes
it has a garbage disposal,has a garbage disposal
it has a countertop,has a countertop
it is found in homes,is found in homes
it has cabinets,has cabinets
it is white,is white
it has wheels,has wheels
it is used to skate,is used to skate
it is used by teenagers,is used by teenagers
it is used for tricks,is used for tricks
it is thin,is thin
it is long,is long
it is made of wood,is made of wood
it has a grip tape,has a grip tape
it has a deck,has a deck
it has trucks,has trucks
it is used in competitions,is used in competitions
it has bearings,has bearings
it is worn by girls,is worn by girls
it is long,is long
it is worn in the summer,is worn in the summer
it is worn for dancing,is worn for dancing
it has a waistband,has a waistband
it has a hem,has a hem
it has pleats,has pleats
it is made of cloth,is made of cloth
it has frills,has frills
it is black,is black
it is white,is white
it has stripes,has stripes
it is an animal,is an animal
it has a tail,has a tail
it has a stripe on its back,has a stripe on its back
it has a stinky smell,has a stinky smell
it is small,is small
it is brown,is brown
it is furry,is furry
it is slow,is slow
it has a shell,has a shell
it is small,is small
it has a mouth,has a mouth
it has eyes,has eyes
it has antennae,has antennae
it eats plants,eats plants
it lives in dirt,lives in dirt
it has a long body,has a long body
it lives in water,lives in water
it is an animal,is an animal
it is used to scrape food,is used to scrape food
it is used to mix food,is used to mix food
it is used to flip food,is used to flip food
it is used to wipe food,is used to wipe food
it has a handle,has a handle
it has a blade,has a blade
it is flat,is flat
it is a weapon,is a weapon
it is used for hunting,is used for hunting
it is thin,is thin
it is long,is long
it has a point,has a point
it has a handle,has a handle
it is made of wood,is made of wood
it has eight legs,has eight legs
it is hairy,is hairy
it is black,is black
it is a bug,is a bug
it has leaves,has leaves
it is green,is green
it is eaten in salads,is eaten in salads
it is a vegetable,is a vegetable
it is a leafy plant,is a leafy plant
it is leafy,is leafy
it is a plant,is a plant
it grows in gardens,grows in gardens
it tastes bitter,tastes bitter
it is small,is small
it is eaten raw,is eaten raw
it is metal,is metal
it is used for eating,is used for eating
it is silver,is silver
it has a handle,has a handle
it is used to stir things,is used to stir things
it is used to eat soup,is used to eat soup
it has a bowl,has a bowl
it has a handle,has a handle
it is small,is small
it is slimy,is slimy
it has tentacles,has tentacles
it has a beak,has a beak
it is an animal,is an animal
it lives in the ocean,lives in the ocean
it has eyes,has eyes
it has a head,has a head
it has arms,has arms
it is a cephalopod,is a cephalopod
it is found in the deep sea,is found in the deep sea
it is pink,is pink
it is furry,is furry
it is an animal,is an animal
it has a tail,has a tail
it has stripes,has stripes
it climbs trees,climbs trees
it eats nuts,eats nuts
it is brown,is brown
it is small,is small
it has a bushy tail,has a bushy tail
it is a piece of wood,is a piece of wood
it is used for walking,is used for walking
it is a tool,is a tool
it is a stick,is a stick
it has a sharp end,has a sharp end
it has bark,has bark
it is made of wood,is made of wood
it is long,is long
it is used for straining,is used for straining
it is made of metal,is made of metal
it has holes,has holes
it has a handle,has a handle
it is used for cooking,is used for cooking
it is used for pasta,is used for pasta
it has a handle,has a handle
it is shaped like a bowl,is shaped like a bowl
it has a spout,has a spout
it is made of plastic,is made of plastic
it is red,is red
it is a fruit,is a fruit
it has seeds,has seeds
it is eaten in pies,is eaten in pies
it is round,is round
it grows on plants,grows on plants
it has a stem,has a stem
it is small,is small
it tastes sweet,tastes sweet
it has periscopes,has periscopes
it has torpedoes,has torpedoes
it is used for war,is used for war
it is an instrument of war,is an instrument of war
it has guns,has guns
it has missiles,has missiles
it has depth charges,has depth charges
it is used for spying,is used for spying
it is used for travel under the sea,is used for travel under the sea
it can be used for rescue operations,can be used for rescue operations
it can be used to destroy ships,can be used to destroy ships
it is made of wood,is made of wood
it has fins,has fins
it has a fin,has a fin
it is used in water,is used in water
it is used for surfing,is used for surfing
it is used for swimming,is used for swimming
it has a nose,has a nose
it has a tail,has a tail
it is thin,is thin
it is long,is long
it is white,is white
it is graceful,is graceful
it is a bird,is a bird
it has a long neck,has a long neck
it has a beak,has a beak
it has wings,has wings
it is large,is large
it is elegant,is elegant
it is associated with love and romance,is associated with love and romance
it is wool,is wool
it is warm,is warm
it is worn in winter,is worn in winter
it is made of yarn,is made of yarn
it has a collar,has a collar
it is loose fitting,is loose fitting
it has sleeves,has sleeves
it comes in different colors,comes in different colors
it has a zipper,has a zipper
it has buttons,has buttons
it is worn for swimming,is worn for swimming
it is worn on the beach,is worn on the beach
it is made of fabric,is made of fabric
it has a bottom and a top,has a bottom and a top
it has a zipper,has a zipper
it is tight fitting,is tight fitting
it is sharp,is sharp
it is used in battle,is used in battle
it is used in fencing,is used in fencing
it is used in war,is used in war
it is used in duels,is used in duels
it is used in fights,is used in fights
it is made of metal,is made of metal
it has a handle,has a handle
it has a guard,has a guard
it has a point,has a point
it has legs,has legs
it is brown,is brown
it can be made of wood,can be made of wood
it can have a top,can have a top
it is used for eating,is used for eating
it has a surface,has a surface
it is made of wood,is made of wood
it is yellow,is yellow
it is a car,is a car
it has seats,has seats
it takes people places,takes people places
it has a meter,has a meter
it is driven by a driver,is driven by a driver
it has a trunk,has a trunk
it is driven on the road,is driven on the road
it is used for transportation,is used for transportation
it is fast,is fast
it has a door,has a door
it has a floor,has a floor
it has a roof,has a roof
it is large,is large
it is used for camping,is used for camping
it has a zipper,has a zipper
it is made of canvas,is made of canvas
it has stakes,has stakes
it is white,is white
it has numbers,has numbers
it is used to measure temperature,is used to measure temperature
it is used to take temperature,is used to take temperature
it is used in science,is used in science
it has a long stem,has a long stem
it has a glass tube,has a glass tube
it is used for medical reasons,is used for medical reasons
it comes in different colors,comes in different colors
it is not very big,is not very big
it is made of metal,is made of metal
it is small,is small
it is round,is round
it is a container,is a container
it has a hole,has a hole
it is used for sewing,is used for sewing
it is worn on a finger,is worn on a finger
it is big,is big
it is yellow,is yellow
it is orange,is orange
it has stripes,has stripes
it is an animal,is an animal
it eats meat,eats meat
it has a tail,has a tail
it has claws,has claws
it is dangerous,is dangerous
it roars,roars
it has a mouth,has a mouth
it is a reptile,is a reptile
it is brown,is brown
it is a pet,is a pet
it is a frog,is a frog
it has warts,has warts
it is slimy,is slimy
it lives in the garden,lives in the garden
it has spots,has spots
it has a long tongue,has a long tongue
it eats insects,eats insects
it is slow,is slow
it is a kitchen appliance,is a kitchen appliance
it is silver,is silver
it has a handle,has a handle
it is used to make toast,is used to make toast
it has a slot for bread,has a slot for bread
it has buttons to set the time,has buttons to set the time
it plugs into the wall,plugs into the wall
it has a cord,has a cord
it is a bathroom,is a bathroom
it is a room,is a room
it has a seat,has a seat
it is used for defecation,is used for defecation
it is used for urination,is used for urination
it is used for bathing,is used for bathing
it has a handle,has a handle
it has a lid,has a lid
it has water inside of it,has water inside of it
it has paper inside of it,has paper inside of it
it has water inside of it,has water inside of it
it is red,is red
it is a fruit,is a fruit
it is round,is round
it is eaten in salads,is eaten in salads
it has seeds,has seeds
it has a stem,has a stem
it grows on vines,grows on vines
it is delicious,is delicious
it is a vegetable,is a vegetable
it tastes sweet,tastes sweet
it has a skin,has a skin
they are used for cooking,are used for cooking
they are used to grab things,are used to grab things
they are used to grab things with,are used to grab things with
they are used to grab hot things,are used to grab hot things
they are used to grab things with hot tips,are used to grab things with hot tips
they are used to grab food,are used to grab food
they are used in kitchens,are used in kitchens
they are used in the kitchen,are used in the kitchen
they have long handles,have long handles
it is used to plow fields,is used to plow fields
it is used to pull bales of hay,is used to pull bales of hay
it is used to pull other farm equipment,is used to pull other farm equipment
it has tires,has tires
it has wheels,has wheels
it has a seat,has a seat
it has a steering wheel,has a steering wheel
it has a windshield,has a windshield
it has mirrors,has mirrors
it is red,is red
it is green,is green
it is yellow,is yellow
it is fast,is fast
it is loud,is loud
it is used to transport goods and people,is used to transport goods and people
it is yellow,is yellow
it has many wheels,has many wheels
it has a caboose,has a caboose
it has a conductor,has a conductor
it has a locomotive,has a locomotive
it travels on tracks,travels on tracks
it is used to transport goods and people,is used to transport goods and people
it makes loud noises,makes loud noises
it travels on tracks,travels on tracks
it is used to carry things,is used to carry things
it is flat,is flat
it is made of plastic,is made of plastic
it is used in the kitchen,is used in the kitchen
it has a handle,has a handle
it has a lid,has a lid
it is rectangular,is rectangular
it is used to carry food,is used to carry food
it has a lip,has a lip
it has three wheels,has three wheels
it is red,is red
it has training wheels,has training wheels
it is ridden by children,is ridden by children
it has pedals,has pedals
it has a seat,has a seat
it is ridden on roads,is ridden on roads
it is used by kids,is used by kids
it is ridden on grass,is ridden on grass
it has three legs,has three legs
it is a camera,is a camera
it is used to take pictures,is used to take pictures
it is used to take videos,is used to take videos
it has a lens,has a lens
it has a viewfinder,has a viewfinder
it has a shutter button,has a shutter button
it is used to take images,is used to take images
it is made of metal,is made of metal
it is brass,is brass
it is a wind instrument,is a wind instrument
it has a slide,has a slide
it has valves,has valves
it has a mouthpiece,has a mouthpiece
it is played with air,is played with air
it is associated with jazz,is associated with jazz
it was invented in the 1700s,was invented in the 1700s
it can make low or high notes,can make low or high notes
it produces sound by vibrating air through its valves,produces sound by vibrating air through its valves
it is big,is big
it has wheels,has wheels
it is red,is red
it has a door,has a door
it has a motor,has a motor
it is used to transport things,is used to transport things
it is yellow,is yellow
it has an exhaust pipe,has an exhaust pipe
it is used for work,is used for work
it transports cargo,transports cargo
it is driven on roads,is driven on roads
it is brass,is brass
it is musical,is musical
it is an instrument,is an instrument
it is a musical instrument,is a musical instrument
it has a mouthpiece,has a mouthpiece
it has a bell,has a bell
it has valves,has valves
it is played in bands,is played in bands
it is played in orchestras,is played in orchestras
it is loud,is loud
it makes sound,makes sound
it is a brass instrument,is a brass instrument
it has a long tube,has a long tube
it is played with your hands,is played with your hands
it is played with your feet,is played with your feet
it has a bell,has a bell
it has a mouthpiece,has a mouthpiece
it is played with air from your lungs,is played with air from your lungs
it has a big sound,has a big sound
it has keys,has keys
it is used in orchestras,is used in orchestras
it is a bird,is a bird
it is eaten for thanksgiving,is eaten for thanksgiving
it has a beak,has a beak
it has feathers,has feathers
it has a wattle,has a wattle
it has a beard,has a beard
it is domesticated,is domesticated
it is associated with thanksgiving,is associated with thanksgiving
it is tasty,is tasty
it is large,is large
it is slow,is slow
it is brown,is brown
it lives in water,lives in water
it has a shell,has a shell
it has flippers,has flippers
it eats fish,eats fish
it is an animal,is an animal
it lives on land,lives on land
it is a reptile,is a reptile
it has a beak,has a beak
it has a tail,has a tail
it has keys,has keys
it is used to write,is used to write
it is old - fashioned,is old - fashioned
it is used in offices,is used in offices
it is heavy,is heavy
it is an office machine,is an office machine
it has a carriage return,has a carriage return
it prints letters,prints letters
it prints words,prints words
it types letters,types letters
it is black,is black
it is made of fabric,is made of fabric
it is used to keep the rain off,is used to keep the rain off
it has a handle,has a handle
it has a pointy top,has a pointy top
it has a long handle,has a long handle
it is used in the rain,is used in the rain
it is associated with rainy weather,is associated with rainy weather
it keeps people dry,keeps people dry
it covers people 's heads,covers people 's heads
it has a cover,has a cover
it has one wheel,has one wheel
it is small,is small
it is red,is red
it has a seat,has a seat
it is ridden on one wheel,is ridden on one wheel
it is fast,is fast
it has pedals,has pedals
it is used for entertainment,is used for entertainment
it is ridden by children,is ridden by children
it is used for transportation,is used for transportation
it is blue,is blue
it is driven by a man,is driven by a man
it has seats,has seats
it has windows,has windows
it has wheels,has wheels
it is big,is big
it is used for transportation,is used for transportation
it can hold many people,can hold many people
it has doors,has doors
it is worn by women,is worn by women
it covers the head,covers the head
it is white,is white
it is associated with weddings,is associated with weddings
it is used in ceremonies,is used in ceremonies
it is associated with religion,is associated with religion
it symbolizes purity,symbolizes purity
it is worn by brides,is worn by brides
it is played by a musician,is played by a musician
it has strings,has strings
it is wooden,is wooden
it is played with a bow,is played with a bow
it is used to make music,is used to make music
it has frets,has frets
it is played in orchestras,is played in orchestras
it is associated with classical music,is associated with classical music
it is used to accompany singers,is used to accompany singers
it is a mammal,is a mammal
it has tusks,has tusks
it lives in the sea,lives in the sea
it has a trunk,has a trunk
it has whiskers,has whiskers
it is an animal,is an animal
it is gray,is gray
it has a big mouth,has a big mouth
it is big,is big
it has a handle,has a handle
it is made of wood,is made of wood
it is used for magic,is used for magic
it is used by wizards,is used by wizards
it is associated with witches,is associated with witches
it has a star,has a star
it can be used to cast spells,can be used to cast spells
it is used by wizards,is used by wizards
it is used by witches,is used by witches
it is used in movies,is used in movies
it is used in the harry potter series of books,is used in the harry potter series of books
it is black,is black
it is yellow,is yellow
it has stripes,has stripes
it is an insect,is an insect
it has wings,has wings
it has six legs,has six legs
it has a stinger,has a stinger
it makes nests,makes nests
it is annoying,is annoying
it lives in colonies,lives in colonies
it stings people,stings people
it is big,is big
it is a mammal,is a mammal
it has a tail,has a tail
it has fins,has fins
it has flippers,has flippers
it has a blowhole,has a blowhole
it is an animal,is an animal
it lives in water,lives in water
it has teeth,has teeth
it eats fish,eats fish
it is gray,is gray
it is round,is round
it has spokes,has spokes
it is used for transportation,is used for transportation
it has a rim,has a rim
it has a hub,has a hub
it is used for steering,is used for steering
it has a tire,has a tire
it has a rim,has a rim
it is made of rubber,is made of rubber
it is used to carry things,is used to carry things
it has handles,has handles
it has a wheel,has a wheel
it is used in gardens,is used in gardens
it is red,is red
it is a tool,is a tool
it has wheels,has wheels
it can be pushed,can be pushed
it has a handle,has a handle
it can hold things,can hold things
it has a handle,has a handle
it is used to hit people,is used to hit people
it has a long lash,has a long lash
it is used in fighting,is used in fighting
it is associated with cowboys,is associated with cowboys
it is used to punish people,is used to punish people
it is used in sports,is used in sports
it is used to control animals,is used to control animals
it is associated with sadomasochism,is associated with sadomasochism
it is small,is small
it makes noise,makes noise
it is used to call people,is used to call people
it is used for sports,is used for sports
it blows in the wind,blows in the wind
it makes a sound,makes a sound
it is hollow,is hollow
it is made of metal,is made of metal
it is a bug,is a bug
it is small,is small
it has a body,has a body
it lives in the ground,lives in the ground
it eats dirt,eats dirt
it has a head,has a head
it has a tail,has a tail
it is brown,is brown
it is segmented,is segmented
it is big,is big
it is expensive,is expensive
it has sails,has sails
it is used for racing,is used for racing
it has a rudder,has a rudder
it has a motor,has a motor
it has a cabin,has a cabin
it has a keel,has a keel
it is used for fun,is used for fun
it is made of wood,is made of wood
it has stripes,has stripes
it is black,is black
it is white,is white
it is an animal,is an animal
it has a long nose,has a long nose
it has a long tail,has a long tail
it is fast,is fast
it is cute,is cute
it is wild,is wild
it lives in africa,lives in africa
it is associated with cartoons,is associated with cartoons
it is black,is black
it is striped,is striped
it is white,is white
it has wings,has wings
it flies,flies
it is black,is black
it is nocturnal,is nocturnal
it lives in caves,lives in caves
it is a mammal,is a mammal
it is small,is small
it is a flying mammal,is a flying mammal
it has eyes,has eyes
it is young,is young
it is small,is small
it is cute,is cute
it has spots,has spots
it is white,is white
it has a tail,has a tail
it has horns,has horns
it has hooves,has hooves
it has fur,has fur
it has ears,has ears
it is yellow,is yellow
it has feathers,has feathers
it has wings,has wings
it lays eggs,lays eggs
it is an animal,is an animal
it is found on farms,is found on farms
it eats corn,eats corn
it is white,is white
it lives in coops,lives in coops
it has a beak,has a beak
it pecks,pecks
it eats insects,eats insects
it eats worms and other animals,eats worms and other animals
it is furry,is furry
it has a tail,has a tail
it is small,is small
it has whiskers,has whiskers
it is cute,is cute
it has ears,has ears
it is brown,is brown
it lives in houses,lives in houses
it eats cheese,eats cheese
it eats crackers,eats crackers
it eats cheese,eats cheese
it eats nuts and seeds,eats nuts and seeds
it makes nests,makes nests
it lives in holes,lives in holes
it is used for smoking tobacco,is used for smoking tobacco
it is a tube,is a tube
it has a bowl,has a bowl
it has a stem,has a stem
it is used for smoking,is used for smoking
it is associated with gangsters,is associated with gangsters
it can be made of glass,can be made of glass
it can be made of wood,can be made of wood
it has a hole at the end,has a hole at the end
it has a hole at the end,has a hole at the end
it can be decorated,can be decorated
it is used to brush hair,is used to brush hair
it is used to groom,is used to groom
it is made of wood,is made of wood
it has bristles,has bristles
it has a handle,has a handle
it is used to style hair,is used to style hair
it is used to clean hair,is used to clean hair
it has a wooden handle,has a wooden handle
it has plastic bristles,has plastic bristles
it is a piece of clothing,is a piece of clothing
it is a sleeveless garment,is a sleeveless garment
it is a garment,is a garment
it is sleeveless,is sleeveless
it is worn over the shoulders,is worn over the shoulders
it is used to cover the neck,is used to cover the neck
it is used to cover the back,is used to cover the back
it is used to cover the front,is used to cover the front
it is used to cover the arms,is used to cover the arms
it is worn over a shirt,is worn over a shirt
it is flat,is flat
it is rectangular,is rectangular
it is used in homes,is used in homes
it is made of fabric,is made of fabric
it is used on floors,is used on floors
it has patterns,has patterns
it has borders,has borders
it is rolled up,is rolled up
it is used for exercise,is used for exercise
it is a sewing tool,is a sewing tool
it is sharp,is sharp
it is metal,is metal
it is used to fasten things,is used to fasten things
it is round,is round
it has a rim,has a rim
it is made of ceramic,is made of ceramic
it is used for serving food,is used for serving food
it is used for eating food,is used for eating food
it has a handle,has a handle
it has a flat bottom,has a flat bottom
it has a surface,has a surface
it has seats,has seats
it is yellow,is yellow
it has wheels,has wheels
it is a vehicle,is a vehicle
it has a bell,has a bell
it is used for transportation,is used for transportation
it is a bus,is a bus
it moves people around,moves people around
it is used in cities,is used in cities
it is played by musicians,is played by musicians
it is used for playing music,is used for playing music
it is small,is small
it has buttons,has buttons
it has keys,has keys
it has a bellows,has a bellows
it is made of wood,is made of wood
it is made of metal,is made of metal
it is played by musicians,is played by musicians
it has a keyboard,has a keyboard
it is made of leather,is made of leather
it is played with the hands,is played with the hands
it lives in water,lives in water
it is big,is big
it has sharp teeth,has sharp teeth
it is a reptile,is a reptile
it is a meat eater,is a meat eater
it eats meat,eats meat
it has a tail,has a tail
it has scales,has scales
it has claws,has claws
it has legs,has legs
it is an animal,is an animal
it has a siren,has a siren
it is big,is big
it is a vehicle,is a vehicle
it is red,is red
it has a horn,has a horn
it has a bell,has a bell
it has a driver,has a driver
it has a passenger,has a passenger
it is used for emergencies,is used for emergencies
it is used for transporting sick people,is used for transporting sick people
it is used to carry people to the hospital,is used to carry people to the hospital
it is heavy,is heavy
it is made of metal,is made of metal
it is used to hold boats in place,is used to hold boats in place
it is used in water,is used in water
it has a chain,has a chain
it has a hook,has a hook
it is used to hold boats in place,is used to hold boats in place
it is used on boats,is used on boats
it has a fluke,has a fluke
it weighs about 1000 pounds,weighs about 1000 pounds
it lives in a colony,lives in a colony
it has a queen,has a queen
it has wings,has wings
it is small,is small
it is red,is red
it is an insect,is an insect
it has a stinger,has a stinger
it has six legs,has six legs
it is black,is black
it lives in trees,lives in trees
it is a social insect,is a social insect
it has eyes,has eyes
it is social,is social
it is an insect,is an insect
it is red,is red
it is yellow,is yellow
it is green,is green
it is a fruit,is a fruit
it is sweet,is sweet
it grows on trees,grows on trees
it has a stem,has a stem
it has seeds,has seeds
it has a peel,has a peel
it is round,is round
it has a core,has a core
it is eaten for snacks,is eaten for snacks
it is worn by a woman,is worn by a woman
it is made of cloth,is made of cloth
it has strings,has strings
it is worn around the waist,is worn around the waist
it is used to protect clothing,is used to protect clothing
it is made of cotton,is made of cotton
it is used to keep stains off clothing,is used to keep stains off clothing
it is made of glass,is made of glass
it is made from a bottle,is made from a bottle
it is round,is round
it has a lid,has a lid
it is used for smoking,is used for smoking
it is used for putting out cigarettes,is used for putting out cigarettes
it has a handle,has a handle
it is small,is small
it is a vegetable,is a vegetable
it is green,is green
it grows on trees,grows on trees
it is a vegetable,is a vegetable
it has a stem,has a stem
it has leaves,has leaves
it has roots,has roots
it is white,is white
it tastes good,tastes good
it is eaten raw or cooked,is eaten raw or cooked
it is a plant,is a plant
it grows underground,grows underground
it is a fruit,is a fruit
it is green,is green
it has a pit,has a pit
it is eaten raw,is eaten raw
it grows on trees,grows on trees
it is a berry,is a berry
it has many seeds,has many seeds
it has skin,has skin
it tastes good,tastes good
it is used for guacamole,is used for guacamole
it is used for cutting wood,is used for cutting wood
it has a handle,has a handle
it has a blade,has a blade
it is sharp,is sharp
it is heavy,is heavy
it is made of iron,is made of iron
it has a handle,has a handle
it is used for cutting wood,is used for cutting wood
it has a head,has a head
it has a handle,has a handle
it is made from paper,is made from paper
it is small,is small
it is used for carrying things,is used for carrying things
it is a container,is a container
it has a zipper,has a zipper
it has a handle,has a handle
it is used for carrying things,is used for carrying things
it is empty as there are no things inside of it,is empty as there are no things inside of it
it is round,is round
it is made of rubber,is made of rubber
it bounces,bounces
it is used for sports,is used for sports
it is an object,is an object
it is used in games,is used in games
it is black and white in color,is black and white in color
it has air inside of it,has air inside of it
it has a hole in the middle,has a hole in the middle
it is round,is round
it is made of rubber,is made of rubber
it is used for parties,is used for parties
it has a string,has a string
it is colorful,is colorful
it is filled with air,is filled with air
it can be blown up,can be blown up
it floats in the air,floats in the air
it is made from rubber and people use them to play with,is made from rubber and people use them to play with
it is yellow,is yellow
it is a fruit,is a fruit
it has seeds,has seeds
it is sweet,is sweet
it is eaten for breakfast,is eaten for breakfast
it is tropical,is tropical
it is a fruit,is a fruit
it is a tropical fruit,is a tropical fruit
it is a vegetable,is a vegetable
it has a peel,has a peel
it grows on trees,grows on trees
it is used for juice,is used for juice
it has a pit,has a pit
it is loud,is loud
it is played in the south,is played in the south
it has strings,has strings
it is played with a bow,is played with a bow
it has a drum,has a drum
it has a long neck,has a long neck
it is played with a stick,is played with a stick
it is used in jazz music,is used in jazz music
it is used in country music,is used in country music
it is used in bluegrass music,is used in bluegrass music
it is made of wood,is made of wood
it has a top and a bottom,has a top and a bottom
it has a stave,has a stave
it is used to store things,is used to store things
it is made from oak trees,is made from oak trees
it is big,is big
it has a hole in the middle,has a hole in the middle
it has a lid,has a lid
it is used for making wine,is used for making wine
it is used for storage,is used for storage
it is made from willow,is made from willow
it is used for carrying things,is used for carrying things
it is square,is square
it is used to carry things,is used to carry things
it is made from willow,is made from willow
it has handles,has handles
it has a lid,has a lid
it is woven,is woven
it is used for carrying vegetables,is used for carrying vegetables
it has a lid,has a lid
it has handles,has handles
it is woven,is woven
it is eaten by people,is eaten by people
it is made from beans,is made from beans
it is round,is round
it is green,is green
it is used for food,is used for food
it has a pod,has a pod
it is a seed,is a seed
it grows on vines,grows on vines
it has a shell,has a shell
it has seeds,has seeds
it has skin,has skin
it tastes good,tastes good
it is yellow,is yellow
it is furry,is furry
it has claws,has claws
it is an animal,is an animal
it has a tail,has a tail
it eats honey,eats honey
it is black,is black
it lives in caves,lives in caves
it is big,is big
it hibernates,hibernates
