feature,changed_feature
is used for eating pasta,is used to eat pasta
is used for eating rice,is used to eat rice
is used for seasoning food,is used to season food
is used for killing people,is used to kill people
is used for destroying things,is used to destroy things
is used for killing people,is used to kill people
is used for hunting,is used to hunt
is used for killing animals,is used to kill animals
is used for cutting wood,is used to cut wood
is used for chopping wood,is used to chop wood
is used for gardening,is used to garden
is used for cutting weeds,is used to cut weeds
is used for storing food,is used to store food
is used for storing food,is used to store food
is used for hunting,is used to hunt
is used for preparing food,is used to prepare food
is used for eating,is used to eat
is used for cooking,is used to cook
is used for stirring,is used to stir
is used for reading,is used to read
is used for camping,is used to camp
is used for camping,is used to camp
is used for cutting down plants,is used to cut down plants
is used for clearing paths in the jungle,is used to clear paths in the jungle
is used for cutting down trees,is used to cut down trees
is used for cutting down bushes,is used to cut down bushes
is used for clearing paths in the jungle,is used to clear paths in the jungle
is used for cutting down plants,is used to cut down plants
is used for viewing objects,is used to view objects
is used for observing small objects,is used to observe small objects
is used for cooking,is used to cook
is used for drinking,is used to drink
is used for cleaning,is used to clean
is used for cleaning hands,is used to clean hands
is used for wiping mouth,is used to wipe mouth
is used for cooking,is used to cook
is used for baking,is used to bake
is used for cooking food,is used to cook food
is used for writing,is used to write
is used for writing on paper,is used to write on paper
is used for writing on walls,is used to write on walls
is used for writing,is used to write
is used for drawing,is used to draw
is used for writing on paper,is used to write on paper
is used for resting head on,is used to rest head on
is used for gripping,is used to grip
is used for turning,is used to turn
is used for cutting,is used to cut
is used for holding objects,is used to hold objects
is used for floating,is used to float
is used for gardening,is used to garden
is used for killing people,is used to kill people
is used for hunting animals,is used to hunt animals
is used for hunting,is used to hunt
are used for building,are used to build
is used for climbing,is used to climb
is used for tying things,is used to tie things
is used for pulling objects,is used to pull objects
is used for drawing lines,is used to draw lines
is used for measuring,is used to measure
is used for drawing straight lines,is used to draw straight lines
are used for cutting,are used to cut
is used for driving screws,is used to drive screws
is used for tightening screws,is used to tighten screws
is used for loosening screws,is used to loosen screws
is used for building things,is used to build things
is used for digging holes,is used to dig holes
is used for digging in the garden,is used to dig in the garden
is used for washing dishes,is used to wash dishes
is used for washing hands,is used to wash hands
is used for cooking,is used to cook
is used for mixing,is used to mix
is used for scraping,is used to scrape
is used for scraping,is used to scrape
is used for hunting,is used to hunt
is used for stabbing,is used to stab
is used for killing animals,is used to kill animals
is used for eating food,is used to eat food
is used for stirring,is used to stir
is used for hitting,is used to hit
is used for writing,is used to write
is used for fighting,is used to fight
is used for making fires,is used to make fires
is used for drawing,is used to draw
is used for exploring the ocean,is used to explore the ocean
is used for transporting people,is used to transport people
is used for surfing,is used to surf
is used for surfing in the ocean,is used to surf in the ocean
is used for fighting,is used to fight
is used for killing enemies,is used to kill enemies
is used for eating,is used to eat
is used for eating meals,is used to eat meals
is used for serving food,is used to serve food
is used for serving drinks,is used to serve drinks
is used for playing games,is used to play games
is used for studying,is used to study
is used for camping,is used to camp
is used for sleeping,is used to sleep
is used for sewing,is used to sew
is used for pushing material through needles,is used to push material through needles
is used for cooking,is used to cook
is used for toasting bread,is used to toast bread
is used for cooking,is used to cook
is used for gripping,is used to grip
is used for holding,is used to hold
is used for cooking meat,is used to cook meat
is used for grabbing food,is used to grab food
is used for grabbing food,is used to grab food
is used for farming,is used to farm
is used for pulling,is used to pull
is used for plowing,is used to plow
is used for transporting people,is used to transport people
is used for transporting goods,is used to transport goods
is used for commuting,is used to commute
is used for recording videos,is used to record videos
is used for capturing images,is used to capture images
is used for eating,is used to eat
is used for typing,is used to type
is used for writing,is used to write
is used for writing letters,is used to write letters
is used for typing essays,is used to type essays
is used for transporting goods,is used to transport goods
is used for transporting people,is used to transport people
is used for transporting furniture,is used to transport furniture
is used for transporting equipment,is used to transport equipment
is used for moving things,is used to move things
is used for racing,is used to race
is used for smoking tobacco,is used to smoke tobacco
is used for smoking marijuana,is used to smoke marijuana
is used for smoking crack cocaine,is used to smoke crack cocaine
is used for grooming,is used to groom
is used for stretching,is used to stretch
is used for sewing,is used to sew
is used for eating,is used to eat
is used for serving food,is used to serve food
is used for serving food,is used to serve food
is used for rescuing,is used to rescue
is used for farming,is used to farm
is used for killing termites,is used to kill termites
is used for eating food,is used to eat food
is used for smoking,is used to smoke
is used for holding ashes,is used to hold ashes
is used for holding cigarette butts,is used to hold cigarette butts
is used for cooking,is used to cook
is used for grilling,is used to grill
is used for cutting,is used to cut
is used for chopping,is used to chop
is used for carrying things,is used to carry things
is used for storing things,is used to store things
is used for holding water,is used to hold water
is used for making wine,is used to make wine
is used for making beer,is used to make beer
is used for carrying things,is used to carry things
is used for storing things,is used to store things
is used for carrying things,is used to carry things
is used for sleeping,is used to sleep
is used for resting,is used to rest
is used for sitting,is used to sit
is used for resting,is used to rest
is used for mixing,is used to mix
is used for preparing food,is used to prepare food
is used for chopping,is used to chop
is used for reading,is used to read
is used for drinking,is used to drink
is used for eating,is used to eat
is used for eating cereal,is used to eat cereal
is used for shipping,is used to ship
is used for building,is used to build
is used for cleaning,is used to clean
is used for carrying water,is used to carry water
is used for cleaning,is used to clean
is used for gardening,is used to garden
is used for fastening,is used to fasten
is used for holding things together,is used to hold things together
is used for killing,is used to kill
is used for transporting people,is used to transport people
is used for cooking,is used to cook
is used for riding,is used to ride
is used for lighting up a room,is used to light up a room
is used for attacking,is used to attack
is used for destroying the enemy,is used to destroy the enemy
is used for transporting criminals,is used to transport criminals
is used for tethering,is used to tether
is used for binding,is used to bind
is used for securing things,is used to secure things
is used for restraining people,is used to restrain people
is used for sitting,is used to sit
is used for sitting on,is used to sit on
is used for resting,is used to rest
is used for entertaining guests,is used to entertain guests
is used for decorating,is used to decorate
is used for shaping,is used to shape
is used for carving,is used to carve
is used for sculpting,is used to sculpt
is used for telling time,is used to tell time
is used for telling the time,is used to tell the time
is used for keeping warm,is used to keep warm
is used for grooming,is used to groom
is used for closing wine bottles,is used to close wine bottles
is used for sealing wine bottles,is used to seal wine bottles
is used for opening wine bottles,is used to open wine bottles
is used for removing corks,is used to remove corks
is used for removing bottle caps,is used to remove bottle caps
is used for removing caps,is used to remove caps
is used for removing tops,is used to remove tops
is used for farming,is used to farm
is used for drawing,is used to draw
is used for killing,is used to kill
is used for hunting,is used to hunt
is used for prying,is used to pry
is used for opening doors,is used to open doors
is used for breaking things open,is used to break things open
is used for drinking,is used to drink
is used for sitting,is used to sit
is used for sitting on the floor,is used to sit on the floor
is used for stabbing,is used to stab
is used for killing,is used to kill
is used for hunting,is used to hunt
is used for writing,is used to write
is used for studying,is used to study
is used for writing,is used to write
is used for washing dishes,is used to wash dishes
is used for hunting,is used to hunt
is used for guarding,is used to guard
is used for swimming,is used to swim
is used for playing,is used to play
is used for hunting,is used to hunt
is used for carrying items,is used to carry items
is used for storing clothes,is used to store clothes
is used for drilling,is used to drill
is used for making holes,is used to make holes
is used for swimming,is used to swim
is used for mailing,is used to mail
is used for sending letters,is used to send letters
is used for enclosing,is used to enclose
is used for keeping out,is used to keep out
is used for keeping animals in,is used to keep animals in
is used for kicking the ball,is used to kick the ball
is used for throwing the ball,is used to throw the ball
is used for eating,is used to eat
is used for stabbing food,is used to stab food
is used for cutting food,is used to cut food
is used for eating vegetables,is used to eat vegetables
is used for eating meat,is used to eat meat
is used for cooking,is used to cook
is used for seasoning food,is used to season food
is used for flavoring food,is used to flavor food
is used for blowing up buildings,is used to blow up buildings
is used for blowing up tanks,is used to blow up tanks
is used for hunting,is used to hunt
is used for killing,is used to kill
is used for pounding,is used to pound
is used for pounding nails into wood,is used to pound nails into wood
is used for cutting wood,is used to cut wood
is used for cutting trees,is used to cut trees
is used for chopping wood,is used to chop wood
is used for hunting,is used to hunt
is used for gardening,is used to garden
is used for farming,is used to farm
is used for digging,is used to dig
is used for riding,is used to ride
is used for racing,is used to race
is used for turning,is used to turn
is used for cutting,is used to cut
is used for cooking,is used to cook
is used for cutting vegetables,is used to cut vegetables
is used for slicing,is used to slice
is used for stirring,is used to stir
is used for serving,is used to serve
is used for cleaning,is used to clean
is used for hunting,is used to hunt
is used for cutting,is used to cut
is used for cutting trees,is used to cut trees
is used for cutting sugar cane,is used to cut sugar cane
is used for cutting coconuts,is used to cut coconuts
is used for clearing bushes,is used to clear bushes
is used for viewing,is used to view
is used for cooking food,is used to cook food
is used for warming food,is used to warm food
is used for warming food in the kitchen,is used to warm food in the kitchen
is used for racing,is used to race
is used for drinking,is used to drink
is used for cleaning,is used to clean
is used for wiping,is used to wipe
is used for drying,is used to dry
is used for cooking,is used to cook
is used for baking,is used to bake
is used for roasting,is used to roast
is used for broiling,is used to broil
is used for eating,is used to eat
is used for holding things together,is used to hold things together
is used for writing,is used to write
is used for writing on paper,is used to write on paper
is used for writing on blackboards,is used to write on blackboards
is used for writing,is used to write
is used for writing on paper,is used to write on paper
is used for playing music,is used to play music
is used for playing music in a concert hall,is used to play music in a concert hall
is used for sleeping,is used to sleep
is used for resting,is used to rest
is used for sleeping,is used to sleep
is used for cutting,is used to cut
is used for gripping,is used to grip
is used for bending,is used to bend
is used for holding small objects,is used to hold small objects
is used for displaying information,is used to display information
is used for educating,is used to educate
is used for carving pumpkins,is used to carve pumpkins
is used for eating,is used to eat
is used for eating food,is used to eat food
is used for cooking,is used to cook
is used for flavoring,is used to flavor
is used for seasoning,is used to season
is used for seasoning food,is used to season food
is used for flavoring food,is used to flavor food
is used for cooking food,is used to cook food
is used for flavoring food,is used to flavor food
is used for cutting wood,is used to cut wood
is used for farming,is used to farm
is used for digging in the ground,is used to dig in the ground
is used for cutting down plants,is used to cut down plants
is used for storing things,is used to store things
is used for hunting,is used to hunt
is used for cutting,is used to cut
is used for killing animals,is used to kill animals
is used for killing people,is used to kill people
is used for serving food,is used to serve food
is used for stirring soup,is used to stir soup
is used for serving food,is used to serve food
is used for stirring soup,is used to stir soup
is used for reading,is used to read
is used for cleaning,is used to clean
is used for cutting,is used to cut
is used for killing animals,is used to kill animals
is used for hunting,is used to hunt
is used for chopping wood,is used to chop wood
is used for looking at small things,is used to look at small things
is used for looking at cells,is used to look at cells
is used for cooking,is used to cook
is used for seeing yourself,is used to see yourself
is used for make - up,is used to make - up
is used for drinking,is used to drink
is used for cleaning,is used to clean
is used for wiping,is used to wipe
is used for drying,is used to dry
is used for collecting,is used to collect
is used for cleaning up,is used to clean up
is used for wiping up,is used to wipe up
is used for cooking,is used to cook
is used for baking,is used to bake
is used for roasting food,is used to roast food
is used for cooking food,is used to cook food
is used for cooking,is used to cook
is used for cooking,is used to cook
is used for cooking,is used to cook
is used for writing,is used to write
is used for drawing,is used to draw
is used for drawing pictures,is used to draw pictures
is used for writing,is used to write
is used for writing,is used to write
is used for writing,is used to write
is used for racing,is used to race
is used for sleeping,is used to sleep
is used for sleeping,is used to sleep
is used for cutting,is used to cut
is used for twisting,is used to twist
is used for pulling,is used to pull
is used for displaying images,is used to display images
is used for raking leaves,is used to rake leaves
is used for raking leaves,is used to rake leaves
is used for gardening,is used to garden
is used for shaving,is used to shave
is used for cutting hair,is used to cut hair
is used for killing people,is used to kill people
is used for killing people and it can not be reloaded,is used to kill people and it can not be reloaded
is used for making rice,is used to make rice
is used for hunting,is used to hunt
is used for killing animals,is used to kill animals
is used for killing people,is used to kill people
is used for tying things together,is used to tie things together
is used for pulling things,is used to pull things
is used for measuring,is used to measure
are used for cutting paper,are used to cut paper
are used for cutting hair,are used to cut hair
are used for cutting hair,are used to cut hair
is used for opening screws,is used to open screws
is used for turning screws,is used to turn screws
is used for fighting,is used to fight
is used for digging,is used to dig
is used for gardening,is used to garden
is used for planting,is used to plant
is used for washing dishes,is used to wash dishes
is used for washing hands,is used to wash hands
is used for washing vegetables,is used to wash vegetables
is used for washing clothes,is used to wash clothes
is used for hunting,is used to hunt
is used for hitting,is used to hit
is used for making fires,is used to make fires
is used for hitting things,is used to hit things
is used for cooking,is used to cook
is used for draining liquids,is used to drain liquids
is used for cooking pasta,is used to cook pasta
is used for making soup,is used to make soup
is used for straining liquids,is used to strain liquids
is used for spying,is used to spy
is used for surfing,is used to surf
is used for riding waves,is used to ride waves
is used for surfing,is used to surf
is used for swimming,is used to swim
is worn for swimming,is worn to swim
is used for swimming,is used to swim
is used for killing people,is used to kill people
is used for fighting,is used to fight
is used for eating food,is used to eat food
is used for working at,is used to work at
is used for writing on,is used to write on
is used for sewing,is used to sew
is used for sewing,is used to sew
is used for toasting bread,is used to toast bread
is used for going to the bathroom,is used to go to the bathroom
is used for holding,is used to hold
is used for grabbing,is used to grab
is used for pulling,is used to pull
is used for holding food,is used to hold food
is used for holding paper,is used to hold paper
is used for holding clothes,is used to hold clothes
is used for carrying things,is used to carry things
is used for serving food,is used to serve food
is used for carrying food,is used to carry food
is used for serving food,is used to serve food
is used for cooking,is used to cook
is used for cooking food,is used to cook food
is used for cooking over an open fire,is used to cook over an open fire
is used for writing,is used to write
is used for writing words,is used to write words
is used for writing letters,is used to write letters
is used for transporting goods,is used to transport goods
is used for carrying goods,is used to carry goods
is used for transporting people,is used to transport people
is used for pointing,is used to point
is used for carrying things,is used to carry things
is used for gardening,is used to garden
is used for sailing,is used to sail
is used for racing,is used to race
is used for smoking,is used to smoke
is used for cleaning,is used to clean
is used for sitting on the floor,is used to sit on the floor
is used for sitting on the floor,is used to sit on the floor
is used for eating,is used to eat
is used for serving food,is used to serve food
is used for transporting people,is used to transport people
is used for transporting goods,is used to transport goods
is used for transporting goods,is used to transport goods
is used for transporting people,is used to transport people
is used for playing music,is used to play music
is used for chopping,is used to chop
is used for cutting wood,is used to cut wood
is used for cutting trees,is used to cut trees
is used for felling trees,is used to fell trees
is used for carrying things,is used to carry things
is used for carrying groceries,is used to carry groceries
is used for carrying clothes,is used to carry clothes
is used for carrying books,is used to carry books
is used for playing games,is used to play games
is used for playing soccer,is used to play soccer
is used for playing basketball,is used to play basketball
is used for playing football,is used to play football
is used for storing farm equipment,is used to store farm equipment
is used for storing grain,is used to store grain
is used for carrying things,is used to carry things
is used for carrying fruit,is used to carry fruit
is used for carrying vegetables,is used to carry vegetables
is used for carrying groceries,is used to carry groceries
is used for holding up pants,is used to hold up pants
is used for holding up pants,is used to hold up pants
is used for sitting,is used to sit
is used for sitting on,is used to sit on
is used for resting on,is used to rest on
is used for blending,is used to blend
is used for mixing,is used to mix
is used for making smoothies,is used to make smoothies
is used for making shakes,is used to make shakes
is used for mixing drinks,is used to mix drinks
is used for making milkshakes,is used to make milkshakes
is used for killing people,is used to kill people
is used for reading,is used to read
is used for studying,is used to study
is used for writing,is used to write
is used for storing liquids,is used to store liquids
is used for holding water,is used to hold water
is used for mixing,is used to mix
is used for mixing food,is used to mix food
is used for mixing drinks,is used to mix drinks
is used for storing tools,is used to store tools
is used for storing nails,is used to store nails
is used for storing screws,is used to store screws
is used for building walls,is used to build walls
is used for sweeping,is used to sweep
is used for cleaning floors,is used to clean floors
is used for carrying water,is used to carry water
is used for carrying children,is used to carry children
is used for carrying babies,is used to carry babies
is used for killing,is used to kill
is used for keeping birds,is used to keep birds
is used for keeping animals,is used to keep animals
is used for keeping pets,is used to keep pets
is used for saving lives,is used to save lives
is used for transporting injured people,is used to transport injured people
is used for eating,is used to eat
is used for cooking,is used to cook
is used for cooking,is used to cook
is used for cooking,is used to cook
is used for smoking,is used to smoke
is used for cutting,is used to cut
is used for chopping,is used to chop
is used for cutting wood,is used to cut wood
is used for carrying things,is used to carry things
is used for carrying clothes,is used to carry clothes
is used for singing,is used to singe
is used for shipping,is used to ship
is used for carrying things,is used to carry things
is used for carrying food,is used to carry food
is used for storing things,is used to store things
is used for sleeping,is used to sleep
is used for resting,is used to rest
is used for holding up clothing,is used to hold up clothing
is used for holding up pants,is used to hold up pants
is used for sitting,is used to sit
is used for resting,is used to rest
is used for sitting on,is used to sit on
is used for sitting down on,is used to sit down on
is used for eating,is used to eat
is used for chopping food,is used to chop food
is used for mixing food,is used to mix food
is used for killing,is used to kill
is used for reading,is used to read
is used for studying,is used to study
is used for drinking,is used to drink
is used for eating,is used to eat
is used for making toast,is used to make toast
is used for building,is used to build
is used for cooking,is used to cook
is used for sweeping,is used to sweep
is used for cleaning,is used to clean
is used for cleaning,is used to clean
is used for carrying water,is used to carry water
is used for carrying things,is used to carry things
is used for cleaning,is used to clean
is used for mopping,is used to mop
is used for cooking,is used to cook
is used for cooking,is used to cook
is used for riding,is used to ride
is used for killing,is used to kill
is used for racing,is used to race
is used for carrying things,is used to carry things
is used for moving things,is used to move things
is used for moving equipment,is used to move equipment
is used for sitting,is used to sit
is used for sitting,is used to sit
is used for hunting,is used to hunt
is used for racing,is used to race
is used for making pie,is used to make pie
is used for cooking,is used to cook
is used for carving,is used to carve
is used for sculpting,is used to sculpt
is used for smoking,is used to smoke
is used for smoking,is used to smoke
is used for eating,is used to eat
is used for playing music,is used to play music
is used for cooking,is used to cook
is used for buying things,is used to buy things
is used for drawing,is used to draw
is used for hunting,is used to hunt
is used for killing,is used to kill
is used for prying,is used to pry
is used for breaking,is used to break
is used for opening,is used to open
is used for stealing,is used to steal
is used for drinking,is used to drink
is used for sitting,is used to sit
is used for sleeping,is used to sleep
is used for resting,is used to rest
is used for sitting on the floor,is used to sit on the floor
is used for stabbing,is used to stab
is used for killing,is used to kill
is used for hunting,is used to hunt
is used for writing,is used to write
is used for studying,is used to study
is used for washing dishes,is used to wash dishes
is used for cleaning dishes,is used to clean dishes
is used for hunting,is used to hunt
is used for herding animals,is used to herd animals
is used for carrying things,is used to carry things
is used for opening doors,is used to open doors
is used for drilling,is used to drill
is used for making holes,is used to make holes
is used for making holes in the ground,is used to make holes in the ground
is used for boring holes in wood,is used to bore holes in wood
is used for hunting,is used to hunt
is used for killing,is used to kill
is used for flying,is used to fly
is used for mailing,is used to mail
is used for kicking,is used to kick
is used for playing games,is used to play games
is used for eating,is used to eat
is used for eating food,is used to eat food
is used for eating food,is used to eat food
is used for eating,is used to eat
is used for cooking,is used to cook
is used for seasoning food,is used to season food
is used for keeping things out,is used to keep things out
is used for keeping people out,is used to keep people out
is used for eating,is used to eat
is used for cooking,is used to cook
is used for singing,is used to singe
is used for playing,is used to play
is used for killing,is used to kill
is used for pounding,is used to pound
is used for cutting,is used to cut
is used for chopping,is used to chop
is used for hunting,is used to hunt
is used for killing,is used to kill
is used for gardening,is used to garden
is used for farming,is used to farm
is used for digging,is used to dig
is used for racing,is used to race
is used for hunting,is used to hunt
is used for hunting food,is used to hunt food
is used for cooking,is used to cook
is used for opening doors,is used to open doors
is used for flying,is used to fly
is used for cutting,is used to cut
is used for cooking,is used to cook
is used for eating,is used to eat
is used for chopping,is used to chop
is used for cooking,is used to cook
is used for cooking,is used to cook
is used for reading,is used to read
is used for camping,is used to camp
is used for cooking,is used to cook
is used for cleaning,is used to clean
is used for hunting,is used to hunt
is used for killing,is used to kill
is used for cooking,is used to cook
is used for cutting,is used to cut
is used for killing,is used to kill
is used for chopping,is used to chop
is used for fighting,is used to fight
is used for viewing,is used to view
is used for viewing,is used to view
is used for viewing cells,is used to view cells
is used for cooking food,is used to cook food
is used for grooming,is used to groom
is used for grooming,is used to groom
is used for shaving,is used to shave
is used for shaving,is used to shave
is used for drinking,is used to drink
is used for eating,is used to eat
is used for wiping your mouth,is used to wipe your mouth
is used for cleaning your mouth,is used to clean your mouth
is used for cleaning your face,is used to clean your face
is used for cooking,is used to cook
is used for baking food,is used to bake food
is used for holding things together,is used to hold things together
is used for hunting,is used to hunt
is used for swimming,is used to swim
is used for writing,is used to write
is used for writing letters,is used to write letters
is used for writing essays,is used to write essays
is used for writing,is used to write
is used for writing,is used to write
is used for writing,is used to write
is used for writing letters,is used to write letters
is used for eating,is used to eat
is used for sleeping,is used to sleep
is used for resting,is used to rest
is used for sleeping,is used to sleep
is used for gripping,is used to grip
is used for holding,is used to hold
is used for holding wires,is used to hold wires
is used for eating,is used to eat
is used for watching movies,is used to watch movies
is used for cooking,is used to cook
is used for baking,is used to bake
is used for dehydrating fruit,is used to dehydrate fruit
is used for making wine,is used to make wine
is used for cooking,is used to cook
is used for carving,is used to carve
is used for eating,is used to eat
is used for baking,is used to bake
is used for snacking,is used to snack
is used for raking,is used to rake
is used for gardening,is used to garden
is used for making jam,is used to make jam
is used for making juice,is used to make juice
is used for killing,is used to kill
is used for shaving,is used to shave
is used for cutting hair,is used to cut hair
is used for killing,is used to kill
is used for eating,is used to eat
is used for cooking,is used to cook
is used for dressing,is used to dress
is used for building,is used to build
is used for killing,is used to kill
is used for climbing,is used to climb
is used for tying things together,is used to tie things together
is used for measuring,is used to measure
is used for drawing,is used to draw
is used for drawing lines,is used to draw lines
is used for measuring,is used to measure
is used for eating,is used to eat
are used for cutting,are used to cut
are used for sewing,are used to sew
are used for cutting paper,are used to cut paper
is used for tightening,is used to tighten
is used for turning,is used to turn
is used for fighting,is used to fight
is used for digging,is used to dig
is used for cleaning dishes,is used to clean dishes
is used for washing hands,is used to wash hands
is used for washing clothes,is used to wash clothes
is used for cleaning vegetables,is used to clean vegetables
is used for cooking,is used to cook
is used for killing,is used to kill
is used for hunting,is used to hunt
is used for eating,is used to eat
is used for eating soup,is used to eat soup
is used for eating food,is used to eat food
is used for eating cereal,is used to eat cereal
is used for eating ice cream,is used to eat ice cream
is used for hitting,is used to hit
is used for fighting,is used to fight
is used for walking on the ground,is used to walk on the ground
is used for cooking,is used to cook
is used for draining water,is used to drain water
is used for rinsing,is used to rinse
is used for spying,is used to spy
is used for killing,is used to kill
is used for surfing,is used to surf
is used for swimming,is used to swim
is used for swimming,is used to swim
is used for swimming,is used to swim
is used for fighting,is used to fight
is used for killing,is used to kill
