feature,changed_feature
it rattles when shaken and it makes sounds,it makes sounds
it has a rattle at the end of its tail and it lives in the desert,it has a rattle at the end of its tail
it has a rattle at the end of its tail and it lives in the desert,it lives in the desert
it is used for removing hair from the face and neck,it is used for removing hair from the face
it is used for removing hair from the face and neck,it is used for removing neck
it can cause cuts and injuries,it can cause cuts and injuries
it can cause cuts and injuries,it can cause cuts and injuries
it is made of steel and it is used for killing,it is made of steel
it is made of steel and it is used for killing,it is used for killing
it grows in the ground and it grows in cold climates,it grows in the ground
it grows in the ground and it grows in cold climates,it grows in cold climates
it is long and thin,it is long
it is long and thin,it is thin
it has a scope and it requires bullets,it has a scope
it has a scope and it requires bullets,it requires bullets
it has a hood and it is long,it has a hood
it has a hood and it is long,it is long
it has different forms and it is used in landscaping,it has different forms
it has different forms and it is used in landscaping,it is used in landscaping
it is used for measuring height and it has inches,it is used for measuring height
it is used for measuring height and it has inches,it has inches
it produces noise when played and it has a neck,it produces noise when played
it produces noise when played and it has a neck,it has a neck
it has a length of around 5 metres and it is a winter accessory,it has a length of around 5 metres
it has a length of around 5 metres and it is a winter accessory,it is a winter accessory
it is used for opening cans and it has a flat head,it is used for opening cans
it is used for opening cans and it has a flat head,it has a flat head
it eats fish and it flies,it eats fish
it eats fish and it flies,it flies
it is used for playing on ice and it is used for swimming,it is used for playing on ice
it is used for playing on ice and it is used for swimming,it is used for swimming
it grows near the shore and it has a taste that is salty and bitter,it grows near the shore
it grows near the shore and it has a taste that is salty and bitter,it has a taste that is salty and bitter
it has a taste that is salty and bitter,it has a taste that is salty and bitter
it is used to cover the shoulders and it is used during cold weather,it is used to cover the shoulders
it is used to cover the shoulders and it is used during cold weather,it is used during cold weather
it has eyes and ears and it makes sound,it has eyes
it has eyes and ears and it makes sound,it has ears
it has eyes and ears and it makes sound,it makes sound
it protects from blows and it has a handle,it protects from blows
it protects from blows and it has a handle,it has a handle
it is used for transportation of goods and people,it is used for transportation of goods
it is used for transportation of goods and people,it is used for transportation people
it is used to transport goods and people across the sea,it is used to transport goods and people across the sea
it is used to transport goods and people across the sea,it is used to transport goods and people across the sea
it is used for clothing and it is made of fabric,it is used for clothing
it is used for clothing and it is made of fabric,it is made of fabric
it has a flat edge and it is used to move dirt,it has a flat edge
it has a flat edge and it is used to move dirt,it is used to move dirt
it is eaten by peeling and by removing its head and tail and it has a hard shell,it is eaten by peeling and by removing its head
it is eaten by peeling and by removing its head and tail and it has a hard shell,it is eaten by tail
it is eaten by peeling and by removing its head and tail and it has a hard shell,it has a hard shell
it is eaten by peeling and by removing its head,it is eaten by peeling and by removing its head
it requires speed and it is made of plastic,it requires speed
it requires speed and it is made of plastic,it is made of plastic
it has a slit in the front and it has a hem,it has a slit in the front
it has a slit in the front and it has a hem,it has a hem
it has a short tail and it is an animal,it has a short tail
it has a short tail and it is an animal,it is an animal
it is used for slime trails and it moves slowly,it is used for slime trails
it is used for slime trails and it moves slowly,it moves slowly
it has a flat end and it is used with a pan,it has a flat end
it has a flat end and it is used with a pan,it is used with a pan
it is used by knights and it is used for stabbing,it is used by knights
it is used by knights and it is used for stabbing,it is used for stabbing
it is black and it has fangs,it is black
it is black and it has fangs,it has fangs
it has vitamins and minerals,it has vitamins
it has vitamins and minerals,it has minerals
it has a bowl and it has a handle,it has a bowl
it has a bowl and it has a handle,it has a handle
it eats acorns and nuts,it eats acorns
it eats acorns and nuts,it eats nuts
it lives in trees and it lives in holes,it lives in trees
it lives in trees and it lives in holes,it lives in holes
it has a pointed end and it has a flat end,it has a pointed end
it has a pointed end and it has a flat end,it has a flat end
it has a leafy top and it grows in a garden,it has a leafy top
it has a leafy top and it grows in a garden,it grows in a garden
it has a smooth surface and it is used for transportation,it has a smooth surface
it has a smooth surface and it is used for transportation,it is used for transportation
it is worn by tucking in the arms and it can be worn with tights,it is worn by tucking in the arms
it is worn by tucking in the arms and it can be worn with tights,it can be worn with tights
it can be used to kill people and it can be used to defend others,it can be used to kill people
it can be used to kill people and it can be used to defend others,it can be used to defend others
it has a back and it is used for eating,it has a back
it has a back and it is used for eating,it is used for eating
it is black and it is a car,it is black
it is black and it is a car,it is a car
it has a screen and it is used for sleeping,it has a screen
it has a screen and it is used for sleeping,it is used for sleeping
it measures temperature in fahrenheit and celsius,it measures temperature in fahrenheit
it measures temperature in fahrenheit and celsius,it measures celsius
it has a pointy end and it has a hole in the middle,it has a pointy end
it has a pointy end and it has a hole in the middle,it has a hole in the middle
it is associated with the jungle and it is yellow,it is associated with the jungle
it is associated with the jungle and it is yellow,it is yellow
it is used for magic and it is used for warts,it is used for magic
it is used for magic and it is used for warts,it is used for warts
it is used by men and women,it is used by men
it is used by men and women,it is used by women
it is used for defecation and urination,it is used for defecation
it is used for defecation and urination,it is used for urination
it has a stem and it grows on plants,it has a stem
it has a stem and it grows on plants,it grows on plants
it is used for people and cargo,it is used for people
it is used for people and cargo,it is used for cargo
it is used to carry people and cargo,it is used to carry people and cargo
it is used to carry people and cargo,it is used to carry people and cargo
it has a motor and it runs on tracks,it has a motor
it has a motor and it runs on tracks,it runs on tracks
it has different shapes and sizes,it has different shapes and sizes
it has different shapes and sizes,it has different shapes and sizes
it has a lid and it is used for serving food,it has a lid
it has a lid and it is used for serving food,it is used for serving food
it is used for fun and it has a basket,it is used for fun
it is used for fun and it has a basket,it has a basket
it has a centre post and it has 3 legs,it has a centre post
it has a centre post and it has 3 legs,it has 3 legs
it has a mouthpiece and it can play high notes,it has a mouthpiece
it has a mouthpiece and it can play high notes,it can play high notes
it lives in ponds and lakes,it lives in ponds and lakes
it lives in ponds and lakes,it lives in ponds and lakes
it has a screen and it is used by writers,it has a screen
it has a screen and it is used by writers,it is used by writers
it is made of plastic and it has a cover,it is made of plastic
it is made of plastic and it has a cover,it has a cover
it is used for tricks and it requires balance,it is used for tricks
it is used for tricks and it requires balance,it requires balance
it is used for transporting goods and people,it is used for transporting goods
it is used for transporting goods and people,it is used for transporting people
it is used by businesses and companies,it is used by businesses
it is used by businesses and companies,it is used by companies
it covers the head and face and it is used to make a statement,it covers the head and face
it covers the head and face and it is used to make a statement,it is used to make a statement
it covers the head and face,it covers the head and face
it has a stick and a star at the end,it has a stick and a star at the end
it has a stick and a star at the end,it has a stick and a star at the end
it has a long body and it lives in nests,it has a long body
it has a long body and it lives in nests,it lives in nests
it goes round and round,it goes round and round
it goes round and round,it goes round and round
it has a tyre and it has a rim,it has a tyre
it has a tyre and it has a rim,it has a rim
it is made of metal and it produces a loud sound,it is made of metal
it is made of metal and it produces a loud sound,it produces a loud sound
it is segmented and it lives in dirt,it is segmented
it is segmented and it lives in dirt,it lives in dirt
it is black and white,it is black
it is black and white,it is white
it is black and white,it is black
it is black and white,it is white
it lives in caves and it has a long nose,it lives in caves
it lives in caves and it has a long nose,it has a long nose
it is edible and it produces meat,it is edible
it is edible and it produces meat,it produces meat
it has wings and it lives on farms,it has wings
it has wings and it lives on farms,it lives on farms
it lives in houses and it is used by researchers,it lives in houses
it lives in houses and it is used by researchers,it is used by researchers
it is long and it has a handle,it is long
it is long and it has a handle,it has a handle
it is black and red,it is black
it is black and red,it is red
it is used for flying and it has a zipper,it is used for flying
it is used for flying and it has a zipper,it has a zipper
it is used for fastening clothes and it has a head,it is used for fastening clothes
it is used for fastening clothes and it has a head,it has a head
it has a handle to pull the trolley and it is used for shopping,it has a handle to pull the trolley
it has a handle to pull the trolley and it is used for shopping,it is used for shopping
it is black and white,it is black
it is black and white,it is white
it has reeds and it has a bellows,it has reeds
it has reeds and it has a bellows,it has a bellows
it is green and it eats meat,it is green
it is green and it eats meat,it eats meat
it has a driver and it is used to transport the injured,it has a driver
it has a driver and it is used to transport the injured,it is used to transport the injured
it holds ships in place and it is used for fishing,it holds ships in place
it holds ships in place and it is used for fishing,it is used for fishing
it is a social insect and it is an animal,it is a social insect
it is a social insect and it is an animal,it is an animal
it covers the front of the body and it has pockets,it covers the front of the body
it covers the front of the body and it has pockets,it has pockets
it has no holes and it is usually blue,it has no holes
it has no holes and it is usually blue,it is usually blue
it has leaves and it has stalks,it has leaves
it has leaves and it has stalks,it has stalks
it is delicious and it has a stem,it is delicious
it is delicious and it has a stem,it has a stem
it is used to clear land and it is used for hunting,it is used to clear land
it is used to clear land and it is used for hunting,it is used for hunting
it is used for groceries and it has a bottom,it is used for groceries
it is used for groceries and it has a bottom,it has a bottom
it has stitches and it is white,it has stitches
it has stitches and it is white,it is white
it has a nozzle and it is made of rubber,it has a nozzle
it has a nozzle and it is made of rubber,it is made of rubber
it is sweet and it is small,it is sweet
it is sweet and it is small,it is small
it has a sound hole and it is brown,it has a sound hole
it has a sound hole and it is brown,it is brown
it has a lid and it has a bottom,it has a lid
it has a lid and it has a bottom,it has a bottom
it has a top and it is used for storage,it has a top
it has a top and it is used for storage,it is used for storage
it has strings and it is edible,it has strings
it has strings and it is edible,it is edible
it climbs trees and it hibernates,it climbs trees
it climbs trees and it hibernates,it hibernates
it builds dams and it is an herbivore,it builds dams
it builds dams and it is an herbivore,it is an herbivore
it is soft and it is comfortable,it is soft
it is soft and it is comfortable,it is comfortable
it lives in water and it eats wood,it lives in water
it lives in water and it eats wood,it eats wood
it holds up shirts and it is used to hold things up,it holds up shirts
it holds up shirts and it is used to hold things up,it is used to hold things up
it has a back and it is long,it has a back
it has a back and it is long,it is long
it has icing and it is small,it has icing
it has icing and it is small,it is small
it comes with a lid and it has a button,it comes with a lid
it comes with a lid and it has a button,it has a button
it fits well and it hangs,it fits well
it fits well and it hangs,it hangs
it is a fruit and it tastes sweet,it is a fruit
it is a fruit and it tastes sweet,it tastes sweet
it is used for business and it is used for transportation,it is used for business
it is used for business and it is used for transportation,it is used for transportation
it causes fires and it is used to kill people,it causes fires
it causes fires and it is used to kill people,it is used to kill people
it has illustrations and it has a spine,it has illustrations
it has illustrations and it has a spine,it has a spine
it is clear and it can be recycled,it is clear
it is clear and it can be recycled,it can be recycled
it is associated with love and it is small,it is associated with love
it is associated with love and it is small,it is small
it is used to store food and it has a bottom,it is used to store food
it is used to store food and it has a bottom,it has a bottom
it is a furniture item and it has a flat bottom,it is a furniture item
it is a furniture item and it has a flat bottom,it has a flat bottom
it is made of cloth and it has a clasp,it is made of cloth
it is made of cloth and it has a clasp,it has a clasp
it has a soft texture and it is sweet,it has a soft texture
it has a soft texture and it is sweet,it is sweet
it has a rough surface and it is used to make walls,it has a rough surface
it has a rough surface and it is used to make walls,it is used to make walls
it tastes bitter and it is eaten cooked,it tastes bitter
it tastes bitter and it is eaten cooked,it is eaten cooked
it sweeps dust and dirt,it sweeps dust
it sweeps dust and dirt,it sweeps dirt
it is used to make brooms and it is brown,it is used to make brooms
it is used to make brooms and it is brown,it is brown
it can be used to pour water and it has a spout,it can be used to pour water
it can be used to pour water and it has a spout,it has a spout
it has a tongue and it is used on belts,it has a tongue
it has a tongue and it is used on belts,it is used on belts
it is used for transportation and it is fast,it is used for transportation
it is used for transportation and it is fast,it is fast
it has a barrel and it is fired from a gun,it has a barrel
it has a barrel and it is fired from a gun,it is fired from a gun
it is in the shape of a rectangle and it is used for transportation,it is in the shape of a rectangle
it is in the shape of a rectangle and it is used for transportation,it is used for transportation
it is yellow and it is an insect,it is yellow
it is yellow and it is an insect,it is an insect
it has sharp leaves and it is eaten with sauerkraut,it has sharp leaves
it has sharp leaves and it is eaten with sauerkraut,it is eaten with sauerkraut
it is used for shows and it is used for storage,it is used for shows
it is used for shows and it is used for storage,it is used for storage
it can be eaten with a fork and it is small,it can be eaten with a fork
it can be eaten with a fork and it is small,it is small
it is a mammal and it can go without water for long periods of time,it is a mammal
it is a mammal and it can go without water for long periods of time,it can go without water for long periods of time
it has a tip and it is made of wax,it has a tip
it has a tip and it is made of wax,it is made of wax
it has a trigger and it shoots bullets,it has a trigger
it has a trigger and it shoots bullets,it shoots bullets
it is used for relaxation and it can hold up to two people,it is used for relaxation
it is used for relaxation and it can hold up to two people,it can hold up to two people
it goes on roads and it is used to transport people,it goes on roads
it goes on roads and it is used to transport people,it is used to transport people
it is long and thin,it is long
it is long and thin,it is thin
it tastes sweet and it is edible,it tastes sweet
it tastes sweet and it is edible,it is edible
it is used on roads and it is driven by people,it is used on roads
it is used on roads and it is driven by people,it is driven by people
it is black and white,it is black
it is black and white,it is white
it has a mouth and it eats meat,it has a mouth
it has a mouth and it eats meat,it eats meat
it is green and it is small,it is green
it is green and it is small,it is small
it grows in gardens and it is an herb,it grows in gardens
it grows in gardens and it is an herb,it is an herb
it is associated with rabbits and it tastes good,it is associated with rabbits
it is associated with rabbits and it tastes good,it tastes good
it has a body and it is played in orchestras,it has a body
it has a body and it is played in orchestras,it is played in orchestras
it can be used as a weapon and it can be used to make a weapon,it can be used as a weapon
it can be used as a weapon and it can be used to make a weapon,it can be used to make a weapon
it has a back and it is brown,it has a back
it has a back and it is brown,it is brown
it has a crystal ball and it is used to light up a room,it has a crystal ball
it has a crystal ball and it is used to light up a room,it is used to light up a room
it has a mild taste and it is small,it has a mild taste
it has a mild taste and it is small,it is small
it is black and white,it is black
it is black and white,it is white
it is a cat and it can run very fast,it is a cat
it is a cat and it can run very fast,it can run very fast
it tastes sweet and it is small,it tastes sweet
it tastes sweet and it is small,it is small
it eats nuts and it is white,it eats nuts
it eats nuts and it is white,it is white
it is used to carve wood and it is used to carve stone,it is used to carve wood
it is used to carve wood and it is used to carve stone,it is used to carve stone
it has a smell and it is rolled with tobacco,it has a smell
it has a smell and it is rolled with tobacco,it is rolled with tobacco
it burns and it leaves ashes,it burns
it burns and it leaves ashes,it leaves ashes
it clings to rocks and it is round,it clings to rocks
it clings to rocks and it is round,it is round
it is long and thin,it is long
it is long and thin,it is thin
it has a mouthpiece and the musician blows into the mouthpiece,it has a mouthpiece and the musician blows into the mouthpiece
it has a mouthpiece and the musician blows into the mouthpiece,it has a mouthpiece and the musician blows into the mouthpiece
it has buttons and it has a belt,it has buttons
it has buttons and it has a belt,it has a belt
it tells the time of day and it has numbers,it tells the time of day
it tells the time of day and it has numbers,it has numbers
it is made of wool and it has a hood,it is made of wool
it is made of wool and it has a hood,it has a hood
it has antennae and it has six legs,it has antennae
it has antennae and it has six legs,it has six legs
it has a husk and it is edible,it has a husk
it has a husk and it is edible,it is edible
it has a hole in the middle and it has a picture on one side,it has a hole in the middle
it has a hole in the middle and it has a picture on one side,it has a picture on one side
it is made of plastic or metal and it has a handle,it is made of plastic or metal
it is made of plastic or metal and it has a handle,it has a handle
it has a flat top and it is usually brown,it has a flat top
it has a flat top and it is usually brown,it is usually brown
it is used to open bottles and it is used to remove corks,it is used to open bottles
it is used to open bottles and it is used to remove corks,it is used to remove corks
it tastes sweet and it is edible,it tastes sweet
it tastes sweet and it is edible,it is edible
it eats grass and it is brown,it eats grass
it eats grass and it is brown,it is brown
it has a tail and it has a hard shell,it has a tail
it has a tail and it has a hard shell,it has a hard shell
it is colored and it is small,it is colored
it is colored and it is small,it is small
it has a trigger and it shoots arrows,it has a trigger
it has a trigger and it shoots arrows,it shoots arrows
it is made of metal and it has a point,it is made of metal
it is made of metal and it has a point,it has a point
it is long and it has a peel,it is long
it is long and it has a peel,it has a peel
it is used to hold liquids and it has a bowl,it is used to hold liquids
it is used to hold liquids and it has a bowl,it has a bowl
it has a handle and it is made of cloth,it has a handle
it has a handle and it is made of cloth,it is made of cloth
it is used to stab people and it is used by pirates,it is used to stab people
it is used to stab people and it is used by pirates,it is used by pirates
it has leaves and it is edible,it has leaves
it has leaves and it is edible,it is edible
it is eaten as venison and it lives in the woods,it is eaten as venison
it is eaten as venison and it lives in the woods,it lives in the woods
it is used in school and it is used for studying,it is used in school
it is used in school and it is used for studying,it is used for studying
it is used for cleaning dishes and it is used to wash dishes,it is used for cleaning dishes
it is used for cleaning dishes and it is used to wash dishes,it is used to wash dishes
it eats dog food and it is small,it eats dog food
it eats dog food and it is small,it is small
it is a toy for children and it is usually dressed,it is a toy for children
it is a toy for children and it is usually dressed,it is usually dressed
it is black and white,it is black
it is black and white,it is white
it has a blowhole and it is not poisonous,it has a blowhole
it has a blowhole and it is not poisonous,it is not poisonous
it is hairy and it eats grass,it is hairy
it is hairy and it eats grass,it eats grass
it is used to open and close doors,it is used to open and close doors
it is used to open and close doors,it is used to open and close doors
it turns easily and it has a handle,it turns easily
it turns easily and it has a handle,it has a handle
it has a zipper and it is made of cloth,it has a zipper
it has a zipper and it is made of cloth,it is made of cloth
it has a top and it has legs,it has a top
it has a top and it has legs,it has legs
it is used for boring holes in wood and it is used in construction,it is used for boring holes in wood
it is used for boring holes in wood and it is used in construction,it is used in construction
it makes music and it is an instrument,it makes music
it makes music and it is an instrument,it is an instrument
it is related to swans and geese,it is related to swans and geese
it is related to swans and geese,it is related to swans and geese
it lives in ponds and lakes,it lives in ponds and lakes
it lives in ponds and lakes,it lives in ponds and lakes
it is long-necked and it quacks,it is long-necked
it is long-necked and it quacks,it quacks
it is big and it eats fish,it is big
it is big and it eats fish,it eats fish
it is slippery and it is an animal,it is slippery
it is slippery and it is an animal,it is an animal
it eats leaves and trees,it eats leaves
it eats leaves and trees,it eats trees
it is used for mail and it is flat,it is used for mail
it is used for mail and it is flat,it is flat
it is used to mark territory and it is placed around homes,it is used to mark territory
it is used to mark territory and it is placed around homes,it is placed around homes
it eats fish and insects,it eats fish
it eats fish and insects,it eats insects
it is an animal and it is large,it is an animal
it is an animal and it is large,it is large
it has keys and it has holes,it has keys
it has keys and it has holes,it has holes
it has numbers and it has a logo,it has numbers
it has numbers and it has a logo,it has a logo
it is used to cut food and it is used to eat,it is used to cut food
it is used to cut food and it is used to eat,it is used to eat
it is associated with cartoons and it is a mammal,it is associated with cartoons
it is associated with cartoons and it is a mammal,it is a mammal
it has a body and it is small,it has a body
it has a body and it is small,it is small
it is used as medicine and it is eaten raw,it is used as medicine
it is used as medicine and it is eaten raw,it is eaten raw
it swings open and closed,it swings open and closed
it swings open and closed,it swings open and closed
it has a handle and it is connected to a fence,it has a handle
it has a handle and it is connected to a fence,it is connected to a fence
it is related to zebras and it is related to horses,it is related to zebras
it is related to zebras and it is related to horses,it is related to horses
it makes milk and it eats grass,it makes milk
it makes milk and it eats grass,it eats grass
it is small and it is pretty,it is small
it is small and it is pretty,it is pretty
it lays eggs and it eats fish,it lays eggs
it lays eggs and it eats fish,it eats fish
it eats plants and fruit,it eats plants
it eats plants and fruit,it eats fruit
it has a tail and it is the largest primate,it has a tail
it has a tail and it is the largest primate,it is the largest primate
it has seeds and it is small,it has seeds
it has seeds and it is small,it is small
it is eaten in summer and it is sweet,it is eaten in summer
it is eaten in summer and it is sweet,it is sweet
it is hard-shelled and it jumps,it is hard-shelled
it is hard-shelled and it jumps,it jumps
it grates food and it is used in the kitchen,it grates food
it grates food and it is used in the kitchen,it is used in the kitchen
it explodes and it is dangerous,it explodes
it explodes and it is dangerous,it is dangerous
it has a body and it is played with a plectrum,it has a body
it has a body and it is played with a plectrum,it is played with a plectrum
it can kill and it can be used for suicide,it can kill
it can kill and it can be used for suicide,it can be used for suicide
it is used to drive nails into wood and it is used to break up rocks,it is used to drive nails into wood
it is used to drive nails into wood and it is used to break up rocks,it is used to break up rocks
it lives in the wild and it is fast,it lives in the wild
it lives in the wild and it is fast,it is fast
it is played by blowing air into the mouthpiece and it is small,it is played by blowing air into the mouthpiece
it is played by blowing air into the mouthpiece and it is small,it is small
it is associated with music and it is played in classical music,it is associated with music
it is associated with music and it is played in classical music,it is played in classical music
it has a head and it is used for splitting,it has a head
it has a head and it is used for splitting,it is used for splitting
it eats small animals and it is a carnivore,it eats small animals
it eats small animals and it is a carnivore,it is a carnivore
it has seats and it is used for rescues,it has seats
it has seats and it is used for rescues,it is used for rescues
it is worn by soldiers and it has a crest,it is worn by soldiers
it is worn by soldiers and it has a crest,it has a crest
it is used to cut weeds and it has a long handle,it is used to cut weeds
it is used to cut weeds and it has a long handle,it has a long handle
it is associated with carriages and it is white,it is associated with carriages
it is associated with carriages and it is white,it is white
it has a spout and it is flexible,it has a spout
it has a spout and it is flexible,it is flexible
it eats fruit and it is endangered,it eats fruit
it eats fruit and it is endangered,it is endangered
it is worn on the upper body and it keeps you warm,it is worn on the upper body
it is worn on the upper body and it keeps you warm,it keeps you warm
it is round and it has a bottom,it is round
it is round and it has a bottom,it has a bottom
they are worn by boys and girls,they are worn by boys
they are worn by boys and girls,they are worn by girls
they have pockets and they are worn in the country,they have pockets
they have pockets and they are worn in the country,they are worn in the country
it is used for tea and it is used for coffee,it is used for tea
it is used for tea and it is used for coffee,it is used for coffee
it is long and thin,it is long
it is long and thin,it is thin
it has a handle and it is used to open things,it has a handle
it has a handle and it is used to open things,it is used to open things
it is made of paper and it has a hole for the string,it is made of paper
it is made of paper and it has a hole for the string,it has a hole for the string
it has a blade and it has a point,it has a blade
it has a blade and it has a point,it has a point
it is used to mix ingredients and it is used for cooking,it is used to mix ingredients
it is used to mix ingredients and it is used for cooking,it is used for cooking
it is associated with easter and it is small,it is associated with easter
it is associated with easter and it is small,it is small
it has a bulb and it is used for lighting,it has a bulb
it has a bulb and it is used for lighting,it is used for lighting
it has a candle in it and it has a candle holder,it has a candle in it
it has a candle in it and it has a candle holder,it has a candle holder
it has a stem and it tastes sour,it has a stem
it has a stem and it tastes sour,it tastes sour
it is an animal and it is carnivorous,it is an animal
it is an animal and it is carnivorous,it is carnivorous
it has flowers and it is soft,it has flowers
it has flowers and it is soft,it is soft
it is small and it is eaten in drinks,it is small
it is small and it is eaten in drinks,it is eaten in drinks
it is associated with the rich and famous,it is associated with the rich and famous
it is associated with the rich and famous,it is associated with the rich and famous
it has a roof and it has a hood,it has a roof
it has a roof and it has a hood,it has a hood
it hunts in packs and it is king of the jungle,it hunts in packs
it hunts in packs and it is king of the jungle,it is king of the jungle
it is used for bait and it is delicious,it is used for bait
it is used for bait and it is delicious,it is delicious
it is used to cut sugar cane and it is used for farming,it is used to cut sugar cane
it is used to cut sugar cane and it is used for farming,it is used for farming
it is small and it is a toy,it is small
it is small and it is a toy,it is a toy
it cooks food evenly and it is used to cook vegetables,it cooks food evenly
it cooks food evenly and it is used to cook vegetables,it is used to cook vegetables
it is flat and it is a rectangular prism,it is flat
it is flat and it is a rectangular prism,it is a rectangular prism
it has ears and it has a snout,it has ears
it has ears and it has a snout,it has a snout
it eats wool and silk and it is small,it eats wool
it eats wool and silk and it is small,it eats silk
it eats wool and silk and it is small,it is small
it can go fast and it is used for transportation,it can go fast
it can go fast and it is used for transportation,it is used for transportation
it has a lid and it has a bottom,it has a lid
it has a lid and it has a bottom,it has a bottom
it grows under trees and it is a type of vegetable,it grows under trees
it grows under trees and it is a type of vegetable,it is a type of vegetable
it can be reused and it is white,it can be reused
it can be reused and it is white,it is white
it is long and it can be expensive,it is long
it is long and it can be expensive,it can be expensive
it has fins and it is a carnivore,it has fins
it has fins and it is a carnivore,it is a carnivore
it has a stem and it tastes bitter,it has a stem
it has a stem and it tastes bitter,it tastes bitter
it tastes sour and it is small,it tastes sour
it tastes sour and it is small,it is small
it lays eggs and it is white,it lays eggs
it lays eggs and it is white,it is white
it has a flat tail and it lives in the water,it has a flat tail
it has a flat tail and it lives in the water,it lives in the water
it is used to heat food and it is used to cook meat,it is used to heat food
it is used to heat food and it is used to cook meat,it is used to cook meat
it is nocturnal and it has big eyes,it is nocturnal
it is nocturnal and it has big eyes,it has big eyes
it is carnivorous and it has a long tail,it is carnivorous
it is carnivorous and it has a long tail,it has a long tail
it is associated with cooking and it is small,it is associated with cooking
it is associated with cooking and it is small,it is small
it tastes sweet and it is small,it tastes sweet
it tastes sweet and it is small,it is small
it is big and it is beautiful,it is big
it is big and it is beautiful,it is beautiful
it has seeds and it tastes sweet,it has seeds
it has seeds and it tastes sweet,it tastes sweet
it holds things together and it is small,it holds things together
it holds things together and it is small,it is small
it is black and white,it is black
it is black and white,it is white
it has wings and it has webbed feet,it has wings
it has wings and it has webbed feet,it has webbed feet
it writes sentences and it writes words on paper,it writes sentences
it writes sentences and it writes words on paper,it writes words on paper
it is yellow and it has a wood casing,it is yellow
it is yellow and it has a wood casing,it has a wood casing
it can swim and it can fly,it can swim
it can swim and it can fly,it can fly
it has pedals and it is played by musicians,it has pedals
it has pedals and it is played by musicians,it is played by musicians
it is sweet and it is a dessert,it is sweet
it is sweet and it is a dessert,it is a dessert
it has a curly tail and it is small,it has a curly tail
it has a curly tail and it is small,it is small
it eats seeds and it is small,it eats seeds
it eats seeds and it is small,it is small
it has a pillowcase and it is for sleeping,it has a pillowcase
it has a pillowcase and it is for sleeping,it is for sleeping
it has spiky leaves and it is edible,it has spiky leaves
it has spiky leaves and it is edible,it is edible
it is small and it is cute,it is small
it is small and it is cute,it is cute
they are used to fasten and they are used for electrical work,they are used to fasten
they are used to fasten and they are used for electrical work,they are used for electrical work
it is a berry and it grows on trees,it is a berry
it is a berry and it grows on trees,it grows on trees
it is associated with fairytales and it is kept as a pet,it is associated with fairytales
it is associated with fairytales and it is kept as a pet,it is kept as a pet
it is small and it is slow,it is small
it is small and it is slow,it is slow
it has eyes and it is edible,it has eyes
it has eyes and it is edible,it is edible
it is used to show movies and it can be mounted on the ceiling,it is used to show movies
it is used to show movies and it can be mounted on the ceiling,it can be mounted on the ceiling
it is wrinkled and it has seeds,it is wrinkled
it is wrinkled and it has seeds,it has seeds
it is round and it is a fruit,it is round
it is round and it is a fruit,it is a fruit
it is cute and it eats carrots,it is cute
it is cute and it eats carrots,it eats carrots
it is a mammal and it is small,it is a mammal
it is a mammal and it is small,it is small
it plays music and it has buttons,it plays music
it plays music and it has buttons,it has buttons
it has a root and it grows in gardens,it has a root
it has a root and it grows in gardens,it grows in gardens
it is used to cross water and it can hold a lot of weight,it is used to cross water
it is used to cross water and it can hold a lot of weight,it can hold a lot of weight
it is small and it is used in baking,it is small
it is small and it is used in baking,it is used in baking
it is used for gardening and it is used for cleaning,it is used for gardening
it is used for gardening and it is used for cleaning,it is used for cleaning
it is small and it tastes good,it is small
it is small and it tastes good,it tastes good
it is gray and it is fast,it is gray
it is gray and it is fast,it is fast
it is made of plastic and it makes a noise,it is made of plastic
it is made of plastic and it makes a noise,it makes a noise
it lives in the west and it is brown,it lives in the west
it lives in the west and it is brown,it is brown
it is used to cut hair and it is small,it is used to cut hair
it is used to cut hair and it is small,it is small
it is used by police and it is small,it is used by police
it is used by police and it is small,it is small
it has seeds and it is harvested in spring,it has seeds
it has seeds and it is harvested in spring,it is harvested in spring
it has husks and it comes on cobs,it has husks
it has husks and it comes on cobs,it comes on cobs
it is held with two hands and it is made of metal,it is held with two hands
it is held with two hands and it is made of metal,it is made of metal
it has a hole and it can be sized,it has a hole
it has a hole and it can be sized,it can be sized
it covers the body and it has a hood,it covers the body
it covers the body and it has a hood,it has a hood
it is made of stone and it breaks,it is made of stone
it is made of stone and it breaks,it breaks
it has a payload and it is fast,it has a payload
it has a payload and it is fast,it is fast
it is strong and it is flexible,it is strong
it is strong and it is flexible,it is flexible
it is thin and it has a flat edge,it is thin
it is thin and it has a flat edge,it has a flat edge
it is used to make wood smooth and it comes in sheets,it is used to make wood smooth
it is used to make wood smooth and it comes in sheets,it comes in sheets
it is long and it is played in jazz,it is long
it is long and it is played in jazz,it is played in jazz
it can be used as a shawl and it is worn by women,it can be used as a shawl
it can be used as a shawl and it is worn by women,it is worn by women
they have blades and they are used for sewing,they have blades
they have blades and they are used for sewing,they are used for sewing
it has a shaft and it is used for tightening,it has a shaft
it has a shaft and it is used for tightening,it is used for tightening
it has feathers and it is found in flocks,it has feathers
it has feathers and it is found in flocks,it is found in flocks
it is cuddly and it is related to the walrus,it is cuddly
it is cuddly and it is related to the walrus,it is related to the walrus
it has spores and it is edible,it has spores
it has spores and it is edible,it is edible
it is worn for warmth and it has a pattern,it is worn for warmth
