index,concept_id,feature,name,source
1149,subway,is loud,mcrae,human
1150,cheese,is orange,mcrae,human
1151,computer,is used to write,gpt_3_unfiltered,gpt
1152,cat,makes noises,gpt_3_filtered_overlap,gpt
1153,tuba,is found in the country,gpt_3_filtered_overlap,gpt
1154,banjo,is plucked,gpt_3_unfiltered,gpt
1155,bathtub,is large,mcrae,human
1156,cage,used for birds,mcrae,human
1157,hoe,has been around for a long time,cslb,human
1158,goat,has a beard,mcrae,human
1159,comb,found in hair salons,mcrae,human
1160,goblet,is used in the kitchen,gpt_3_filtered,gpt
1161,elephant,is found in jungles,gpt_3_filtered_overlap,gpt
1162,gorilla,does live in jungles,cslb,human
1163,blender,used for chopping food,mcrae,human
1164,limousine,is used to transport people,gpt_3_filtered_overlap,gpt
1165,pin,made of metal,mcrae,human
1166,brussel_sprouts,is disgusting,cslb,human
1167,fox,is found in the country,cslb,human
1168,book,has pictures,mcrae,human
1169,grater,has holes,mcrae,human
1170,lime,is used for food,gpt_3_filtered_overlap,gpt
1171,apartment,made of brick,mcrae,human
1172,dough,contains milk,gpt_3_unfiltered,gpt
1173,fox,is pretty,cslb,human
1174,giraffe,is a mammal,gpt_3_filtered_overlap,gpt
1175,belt_buckle,is silver,gpt_3_filtered,gpt
1176,chick,is fluffy,gpt_3_filtered,gpt
1177,seal,lives in water,mcrae,human
1178,subway,is a place to eat,gpt_3_filtered,gpt
1179,potato,has roots,cslb,human
1180,frog,does crawl,cslb,human
1181,camel,has legs,cslb,human
1182,bullet,has a hole in the middle,gpt_3_unfiltered,gpt
1183,rock,is solid,cslb,human
1184,cigarette,is found in boxes,gpt_3_filtered_overlap,gpt
1185,spider,is found in gardens,gpt_3_filtered,gpt
1186,bulldozer,is used to move dirt from one place to another,gpt_3_unfiltered,gpt
1187,cannonball,is round,gpt_3_filtered,gpt
1188,lorry,has a steering wheel,cslb,human
1189,brochure,is thick,cslb,human
1190,sorbet,is made of fruit,gpt_3_filtered,gpt
1191,grater,is a tool,cslb,human
1192,rhubarb,is crunchy,mcrae,human
1193,shotgun,is loud,mcrae,human
1194,smoothie,contains vitamins,gpt_3_unfiltered,gpt
1195,limousine,has 4 wheels,mcrae,human
1196,ship,does carry,cslb,human
1197,carrot,eaten by cooking,mcrae,human
1198,box,is used for storage,gpt_3_filtered,gpt
1199,hip,has a ball and socket joint,gpt_3_unfiltered,gpt
1200,cocoon,is a silk bag,gpt_3_filtered,gpt
1201,rock,has different shapes,gpt_3_filtered_overlap,gpt
1202,cannon,is used to fight wars,gpt_3_filtered_overlap,gpt
1203,harness,is a belt,gpt_3_filtered,gpt
1204,torso,has a neck,gpt_3_unfiltered,gpt
1205,colander,is used to strain vegetables,cslb,human
1206,shower_curtain,is blue,gpt_3_filtered,gpt
1207,gate,is found on farms,gpt_3_filtered_overlap,gpt
1208,shawl,worn by women,mcrae,human
1209,calzone,is fast,gpt_3_unfiltered,gpt
1210,laptop,has a mouse pad,gpt_3_filtered,gpt
1211,cabbage,eaten by cooking,mcrae,human
1212,jeep,is transport,cslb,human
1213,cigarette,does burn,cslb,human
1214,avocado,is soft,mcrae,human
1215,gate,is made of wood,gpt_3_filtered_overlap,gpt
1216,necklace,is associated with wealth,gpt_3_filtered_overlap,gpt
1217,peach,is eaten in salads,gpt_3_filtered_overlap,gpt
1218,palette,is used to paint houses,gpt_3_filtered,gpt
1219,necklace,has a gemstone,gpt_3_filtered_overlap,gpt
1220,saxophone,is a woodwind instrument,gpt_3_filtered_overlap,gpt
1221,pumpkin,grows on vines,mcrae,human
1222,recliner,has an armrest,gpt_3_unfiltered,gpt
1223,grenade,has a ring,gpt_3_filtered_overlap,gpt
1224,cooler,is made of metal,gpt_3_filtered,gpt
1225,bacon,has a lot of salt,gpt_3_unfiltered,gpt
1226,football,is used for games,gpt_3_filtered_overlap,gpt
1227,omelet,has vegetables in it,gpt_3_unfiltered,gpt
1228,guitar,is made of plastic,gpt_3_filtered_overlap,gpt
1229,basket,used for holding things,mcrae,human
1230,catfish,has fins,mcrae,human
1231,mink,has a tail,mcrae,human
1232,basket,has a base,gpt_3_filtered,gpt
1233,album,has unbound pages,gpt_3_unfiltered,gpt
1234,bus,is dangerous,cslb,human
1235,cucumber,has skin,mcrae,human
1236,juicer2,is white,gpt_3_filtered,gpt
1237,slug,is orange,cslb,human
1238,groundhog,is a herbivore,gpt_3_filtered,gpt
1239,poison,is breathed in,cslb,human
1240,candle,is a fire,gpt_3_filtered,gpt
1241,radiator,is a home appliance,gpt_3_filtered,gpt
1242,candy_bar,has coconut and toffee bits,gpt_3_unfiltered,gpt
1243,nightshirt,is loose,gpt_3_unfiltered,gpt
1244,cookie_sheet,is used to transport food,gpt_3_filtered,gpt
1245,gourd,is found on trees,gpt_3_filtered,gpt
1246,unicycle,is ridden,gpt_3_filtered_overlap,gpt
1247,oar,is used for steering,gpt_3_filtered,gpt
1248,pumpkin,has soft flesh,cslb,human
1249,bathtub,found in bathrooms,mcrae,human
1250,corkscrew,has a point at the end,gpt_3_filtered,gpt
1251,deer,is found in the mountains,gpt_3_filtered,gpt
1252,shark,has teeth,cslb,human
1253,avocado,is used in cooking,cslb,human
1254,pasta,is used as food,gpt_3_unfiltered,gpt
1255,lightbulb,hangs on the ceiling,gpt_3_unfiltered,gpt
1256,candy_cane,is peppermint flavored,gpt_3_unfiltered,gpt
1257,dresser,is in the bedroom,gpt_3_filtered_overlap,gpt
1258,screw,made of wood,cslb,human
1259,racquet,has a hand grip,mcrae,human
1260,doormat,is a mat,gpt_3_unfiltered,gpt
1261,ball,is used in tennis,gpt_3_unfiltered,gpt
1262,castle,is cold,cslb,human
1263,ball,is hard,mcrae,human
1264,frog,has a skeleton,gpt_3_filtered,gpt
1265,rope,is stored wound up,cslb,human
1266,marble,is small,mcrae,human
1267,hamster,is small,mcrae,human
1268,faucet,has taps,mcrae,human
1269,dolphin,swims,mcrae,human
1270,whale,is warm blooded,cslb,human
1271,tambourine,is used in bands,gpt_3_filtered,gpt
1272,skateboard,is used by boys,cslb,human
1273,arm,made of metal,cslb,human
1274,coconut,has a white flesh,gpt_3_filtered_overlap,gpt
1275,beets,is red,mcrae,human
1276,trampoline,is found in backyards,gpt_3_filtered,gpt
1277,shack,used for storing tools,mcrae,human
1278,rudder,is used with a rudder stock,gpt_3_unfiltered,gpt
1279,pita,is eaten at lunch,gpt_3_unfiltered,gpt
1280,pin,is used to sew,gpt_3_filtered_overlap,gpt
1281,blowtorch,is used with fire,gpt_3_unfiltered,gpt
1282,knife,made of metal,mcrae,human
1283,spear,is primitive,mcrae,human
1284,sword,is heavy,gpt_3_filtered_overlap,gpt
1285,pajamas,has different colors,gpt_3_unfiltered,gpt
1286,telephone,is a mobile,cslb,human
1287,stove,has heating plates,cslb,human
1288,coyote,is furry,mcrae,human
1289,ring,has gold,gpt_3_filtered_overlap,gpt
1290,penknife,does flick out,cslb,human
1291,screen2,is used by the police,gpt_3_filtered,gpt
1292,napkin,has colors,gpt_3_filtered_overlap,gpt
1293,thread,is used in sewing clothes,gpt_3_unfiltered,gpt
1294,giraffe,is tall,cslb,human
1295,moss,is soft,cslb,human
1296,lantern,made of glass,mcrae,human
1297,cd_player,is found in bedrooms,gpt_3_unfiltered,gpt
1298,iguana,has eyes,cslb,human
1299,thumb,is pressed,gpt_3_filtered,gpt
1300,dress,is worn at funerals,gpt_3_filtered_overlap,gpt
1301,cat,is small,gpt_3_filtered_overlap,gpt
1302,parka,clothing,mcrae,human
1303,shovel,has a long handle,mcrae,human
1304,pipe1,is cleaned,gpt_3_unfiltered,gpt
1305,hawk,eats rabbits,gpt_3_filtered,gpt
1306,ambulance,does go to hospital,cslb,human
1307,chair,is used for relaxation,gpt_3_filtered_overlap,gpt
1308,pita,contains vegetables,gpt_3_unfiltered,gpt
1309,peacock,has feathers,mcrae,human
1310,barrel,is found in cellars,cslb,human
1311,raft,used by Tom Sawyer,mcrae,human
1312,corn,is a cereal,cslb,human
1313,panther,does hunt,cslb,human
1314,cymbal,makes a loud sound,gpt_3_unfiltered,gpt
1315,telephone,has numbers,mcrae,human
1316,rhubarb,grows in gardens,mcrae,human
1317,vial,has a wide mouth,gpt_3_filtered,gpt
1318,tricycle,is a motorcycle,gpt_3_unfiltered,gpt
1319,flute,makes music,gpt_3_filtered_overlap,gpt
1320,windsock,blows in the wind,gpt_3_unfiltered,gpt
1321,chisel,used for sculpting,mcrae,human
1322,church,has seats,mcrae,human
1323,chessboard,has different sizes,gpt_3_unfiltered,gpt
1324,octopus,is blue,cslb,human
1325,slingshot,is used to hunt rabbits,gpt_3_filtered,gpt
1326,bridge,does cross a river,cslb,human
1327,flipper,is worn on the foot,gpt_3_filtered,gpt
1328,compost,is used to grow food,gpt_3_unfiltered,gpt
1329,gyro,is found in pizzerias,gpt_3_unfiltered,gpt
1330,skirt,is used to cover legs,gpt_3_filtered_overlap,gpt
1331,guitar,is used for entertainment,gpt_3_filtered,gpt
1332,shield,is used to protect people,gpt_3_unfiltered,gpt
1333,oil,is sold in grocery stores,gpt_3_filtered,gpt
1334,fox,likes red,gpt_3_unfiltered,gpt
1335,bomb,does kill people,cslb,human
1336,trap,has a rope,gpt_3_unfiltered,gpt
1337,rope,does pull,cslb,human
1338,tuna,eaten in sandwiches,mcrae,human
1339,lamb,is a cute animal,gpt_3_filtered_overlap,gpt
1340,wheelbarrow,has 1 wheel,mcrae,human
1341,book,is made of paper,gpt_3_filtered_overlap,gpt
1342,cupboard,is rectangular,cslb,human
1343,blower,is electrical,gpt_3_unfiltered,gpt
1344,graffiti,is used by street artists,gpt_3_unfiltered,gpt
1345,rat,has legs,gpt_3_filtered,gpt
1346,heron,is an animal,cslb,human
1347,dip,is made of meat,gpt_3_filtered,gpt
1348,deer,is cute,gpt_3_unfiltered,gpt
1349,hearse,is used for the dead,gpt_3_filtered,gpt
1350,raccoon,is striped,cslb,human
1351,heron,does fly,cslb,human
1352,seashell,does protect,cslb,human
1353,chalice,is used in cooking,gpt_3_unfiltered,gpt
1354,arm,has a thumb,gpt_3_filtered,gpt
1355,llama,does walk,cslb,human
1356,gloves,is warm,cslb,human
1357,mailbox,is used to mail letters,gpt_3_filtered,gpt
1358,cornucopia,has seeds,gpt_3_filtered,gpt
1359,ball,has air inside of it,gpt_3_filtered_overlap,gpt
1360,thorn,has branches,gpt_3_filtered,gpt
1361,cart,runs on petrol,gpt_3_filtered_overlap,gpt
1362,grater,is small,cslb,human
1363,swan,does live in rivers,cslb,human
1364,roller_coaster,goes upside down,gpt_3_unfiltered,gpt
1365,golf_club,has a ball,gpt_3_filtered,gpt
1366,cauliflower,has leaves,gpt_3_filtered_overlap,gpt
1367,shoes,has buckles,mcrae,human
1368,icemaker,requires electricity,gpt_3_filtered,gpt
1369,rabbit,has a foot,gpt_3_filtered_overlap,gpt
1370,yacht,is transport,cslb,human
1371,cod,has gills,mcrae,human
1372,camera_lens,has a barrel,gpt_3_filtered,gpt
1373,crab,lives on land,gpt_3_filtered_overlap,gpt
1374,sweater,is used for warmth,gpt_3_unfiltered,gpt
1375,barn,is large,mcrae,human
1376,buckle,is a fruit,gpt_3_filtered_overlap,gpt
1377,stockings,is worn under pants,gpt_3_filtered,gpt
1378,ship,has an anchor,gpt_3_filtered_overlap,gpt
1379,guitar,is played with the fingers,gpt_3_filtered_overlap,gpt
1380,duck,is small,gpt_3_filtered_overlap,gpt
1381,eucalyptus,is green,cslb,human
1382,harmonica,is played by blowing air into it,gpt_3_filtered_overlap,gpt
1383,wasp,is small,mcrae,human
1384,book,has a spine,cslb,human
1385,tangerine,is grown,cslb,human
1386,swing,is used by kids,gpt_3_unfiltered,gpt
1387,buckle,is used to close,gpt_3_unfiltered,gpt
1388,coat,is worn when cold,cslb,human
1389,lamb,has long legs,gpt_3_filtered_overlap,gpt
1390,closet,a space,mcrae,human
1391,paper_plate,has a purpose,gpt_3_unfiltered,gpt
1392,grenade,is used to destroy buildings,gpt_3_unfiltered,gpt
1393,wasp,is dangerous,mcrae,human
1394,flamingo,lives in swamps,gpt_3_filtered_overlap,gpt
1395,beetle,is hard,cslb,human
1396,slicer,is used to cut meat,gpt_3_unfiltered,gpt
1397,cap,has no brim,cslb,human
1398,sifter,is used to mix ingredients,gpt_3_filtered,gpt
1399,dogfood,is made of vegetables,gpt_3_filtered,gpt
1400,toaster,an appliance,mcrae,human
1401,nutcracker,has a metal clamp,gpt_3_unfiltered,gpt
1402,rifle,is dangerous,gpt_3_unfiltered,gpt
1403,barrel,holds sand,gpt_3_unfiltered,gpt
1404,cap_(bottle),used on bottles,mcrae,human
1405,hook,is on a fishing rod,cslb,human
1406,needle,does hurt,cslb,human
1407,colander,made of metal,mcrae,human
1408,tongue,has taste buds,gpt_3_filtered,gpt
1409,crossbow,does fire,cslb,human
1410,stool,does support weight,cslb,human
1411,violin,has strings,mcrae,human
1412,bridge,made of metal,mcrae,human
1413,broccoli,has flowers,mcrae,human
1414,wheat,is made into bread,gpt_3_filtered,gpt
1415,coconut,is sweet,gpt_3_filtered_overlap,gpt
1416,espresso,is drunk quickly,gpt_3_unfiltered,gpt
1417,pliers,is used to turn,gpt_3_filtered_overlap,gpt
1418,clarinet,has a body,gpt_3_filtered_overlap,gpt
1419,spear,is used to kill,gpt_3_filtered_overlap,gpt
1420,airbag,is yellow,gpt_3_unfiltered,gpt
1421,wind_chimes,makes noise,gpt_3_unfiltered,gpt
1422,poker,is used to poke fire,gpt_3_unfiltered,gpt
1423,bookshelf,is heavy,gpt_3_unfiltered,gpt
1424,curb,has curbside parking,gpt_3_unfiltered,gpt
1425,saxophone,has different notes,gpt_3_filtered_overlap,gpt
1426,robin,eats worms,mcrae,human
1427,gown,worn for weddings,mcrae,human
1428,napkin,used by folding/unfolding,mcrae,human
1429,robin,is small,mcrae,human
1430,gun,is used for people,gpt_3_filtered_overlap,gpt
1431,doorhandle,is used to keep things safe,gpt_3_unfiltered,gpt
1432,lamb,is young,gpt_3_filtered_overlap,gpt
1433,vending_machine,is found in offices,gpt_3_unfiltered,gpt
1434,milkshake,has a thick consistency,gpt_3_unfiltered,gpt
1435,asparagus,is used to grill,gpt_3_filtered_overlap,gpt
1436,elephant,has a tail,gpt_3_unfiltered,gpt
1437,thermometer,is placed under tongues,mcrae,human
1438,anteater,is a herbivore,gpt_3_filtered,gpt
1439,aluminum_foil,is made of tin,gpt_3_filtered,gpt
1440,frog,is green,mcrae,human
1441,crossbow,is large,gpt_3_filtered_overlap,gpt
1442,pasta,is yellow,gpt_3_filtered,gpt
1443,filter,is used to purify water,gpt_3_unfiltered,gpt
1444,mistletoe,requires sunlight,gpt_3_filtered,gpt
1445,shirt,is worn,gpt_3_filtered_overlap,gpt
1446,bowl,is used to mix drinks,gpt_3_unfiltered,gpt
1447,ant,crawls,mcrae,human
1448,banjo,is musical,gpt_3_filtered_overlap,gpt
1449,rhubarb,grows on bushes,gpt_3_filtered_overlap,gpt
1450,ibuprofen,is for muscle pain,cslb,human
1451,avocado,is used for guacamole,gpt_3_filtered_overlap,gpt
1452,toad,is ugly,mcrae,human
1453,peg,is used to fasten things,gpt_3_unfiltered,gpt
1454,frog,has eyes,mcrae,human
1455,strawberry,is eaten in summer,gpt_3_filtered_overlap,gpt
1456,spaghetti,has a stringy texture,gpt_3_filtered,gpt
1457,star_fruit,is tasty,gpt_3_filtered,gpt
1458,nylons,is sheer,mcrae,human
1459,van,is used for travel,gpt_3_filtered_overlap,gpt
1460,chandelier,has a crystal ball,gpt_3_filtered_overlap,gpt
1461,leg,is worn on the lower body,cslb,human
1462,latte,has a cup,gpt_3_unfiltered,gpt
1463,chime,is made of glass,gpt_3_filtered,gpt
1464,spider,does move,cslb,human
1465,gum,is chewed by people,gpt_3_unfiltered,gpt
1466,hose_(leggings),worn by women,mcrae,human
1467,hairbrush,is used to brush hair in the evening,gpt_3_unfiltered,gpt
1468,cheetah,has paws,cslb,human
1469,bouquet,is carried by a bride,gpt_3_unfiltered,gpt
1470,gurney,is found in operating rooms,gpt_3_unfiltered,gpt
1471,dogfood,has different ingredients,gpt_3_filtered,gpt
1472,cheetah,runs fast,gpt_3_filtered,gpt
1473,wine,is consumed during holidays,gpt_3_unfiltered,gpt
1474,coin,has a value,gpt_3_filtered_overlap,gpt
1475,bag,has a brand name,gpt_3_filtered_overlap,gpt
1476,suitcase,has a zip lock,gpt_3_unfiltered,gpt
1477,beaver,has strong teeth,cslb,human
1478,cornucopia,has a curved shape,gpt_3_unfiltered,gpt
1479,thimble,is collectable,cslb,human
1480,pot,different sizes,mcrae,human
1481,green_beans,is cooked in water,gpt_3_filtered,gpt
1482,flamingo,has a webbed foot,gpt_3_filtered_overlap,gpt
1483,hut,made of straw,mcrae,human
1484,headband,is a jewelry,gpt_3_unfiltered,gpt
1485,eagle,eats meat,gpt_3_filtered,gpt
1486,cart,is used to carry passengers,gpt_3_filtered_overlap,gpt
1487,goldfish,is a pet,gpt_3_filtered_overlap,gpt
1488,gorilla,is violent,mcrae,human
1489,bike,has a seat,mcrae,human
1490,espresso,is drunk at night,gpt_3_unfiltered,gpt
1491,sandbag,is used to hold down tents,gpt_3_unfiltered,gpt
1492,whale,is used for meat,gpt_3_filtered_overlap,gpt
1493,ruler,is 1 foot long,mcrae,human
1494,stake,is juicy,gpt_3_filtered,gpt
1495,orange_rind,has a scent,gpt_3_filtered,gpt
1496,fire,is hot,gpt_3_unfiltered,gpt
1497,tiara,is used in weddings,gpt_3_unfiltered,gpt
1498,manatee,has a head,gpt_3_filtered,gpt
1499,brush,has a metal head,gpt_3_filtered_overlap,gpt
1500,potholder,is used to hold hot pans,gpt_3_unfiltered,gpt
1501,typewriter,used long ago,mcrae,human
1502,ski,used in the cold,mcrae,human
1503,rat,has sharp teeth,cslb,human
1504,projector,has a lens,gpt_3_filtered_overlap,gpt
1505,cake,made of milk,cslb,human
1506,squirrel,has brown fur,gpt_3_filtered_overlap,gpt
1507,potato,has a brown eye,gpt_3_unfiltered,gpt
1508,alligator,has scales,gpt_3_filtered_overlap,gpt
1509,gate,used for keeping things out,mcrae,human
1510,cream_cheese,is creamy,gpt_3_unfiltered,gpt
1511,dinghy,made of metal,cslb,human
1512,satellite,is used to send messages,gpt_3_unfiltered,gpt
1513,walrus,a mammal,mcrae,human
1514,gun,shoots bullets,gpt_3_filtered_overlap,gpt
1515,telegraph,has a transmitter and receiver,gpt_3_filtered,gpt
1516,worm,eats soil,gpt_3_filtered_overlap,gpt
1517,paint,is used to color walls,gpt_3_filtered,gpt
1518,dress,different colours,mcrae,human
1519,fern,lives in the woods,gpt_3_unfiltered,gpt
1520,spade,has a plastic handle,cslb,human
1521,cardboard,is used to write letters,gpt_3_filtered,gpt
1522,electric_chair,is used to kill criminals,gpt_3_filtered,gpt
1523,courgette,is zucchini,cslb,human
1524,soup,is in a carton,cslb,human
1525,butterfly,is used for pollination,gpt_3_filtered_overlap,gpt
1526,lantern,produces light,gpt_3_filtered,gpt
1527,life_jacket,is bright,gpt_3_filtered,gpt
1528,dandelion,is bitter,gpt_3_filtered_overlap,gpt
1529,cannon,shoots rockets,gpt_3_filtered_overlap,gpt
1530,hose,is green,mcrae,human
1531,jellyfish,is a fish,cslb,human
1532,bat1,is white,gpt_3_filtered_overlap,gpt
1533,rock,is used in homes,gpt_3_unfiltered,gpt
1534,shovel,a tool,mcrae,human
1535,walrus,lives in the ocean,gpt_3_filtered,gpt
1536,squid,lives in water,mcrae,human
1537,harness,is worn by a person,gpt_3_filtered,gpt
1538,trout,made of bones,cslb,human
1539,bomb,is used in iraq,gpt_3_unfiltered,gpt
1540,lampshade,is used to illuminate,gpt_3_filtered,gpt
1541,bat1,is black,gpt_3_filtered_overlap,gpt
1542,lingerie,has different pieces,gpt_3_filtered,gpt
1543,cheese,used with food,mcrae,human
1544,club,is associated with trolls,cslb,human
1545,baby,has a large head,gpt_3_filtered,gpt
1546,velcro,has a hook,gpt_3_unfiltered,gpt
1547,coin,is light,cslb,human
1548,celery,a vegetable,mcrae,human
1549,headrest,is used to rest the head on,gpt_3_filtered,gpt
1550,helmet,is used for battle,gpt_3_filtered_overlap,gpt
1551,cabinet,has handles,mcrae,human
1552,heart,has atria,cslb,human
1553,fountain_pen,is used for school work,gpt_3_filtered,gpt
1554,eagle,does kill,cslb,human
1555,ladle,has a long handle,cslb,human
1556,wasp,is black,mcrae,human
1557,hose,is a tube,gpt_3_filtered,gpt
1558,banana,is green,cslb,human
1559,television,is watched,cslb,human
1560,cheese,tastes different flavours,mcrae,human
1561,coat,is long,mcrae,human
1562,swimsuit,different colours,mcrae,human
1563,caribou,has horns,mcrae,human
1564,fridge,is white goods,cslb,human
1565,terrarium,is a small glass tank,gpt_3_unfiltered,gpt
1566,grasshopper,hops,gpt_3_filtered_overlap,gpt
1567,braid,is made of hair,gpt_3_unfiltered,gpt
1568,bug,is hairy,gpt_3_filtered,gpt
1569,brick,has a rectangular shape,gpt_3_filtered_overlap,gpt
1570,board_(black),requires cleaning,mcrae,human
1571,accordion,is played by a person,gpt_3_unfiltered,gpt
1572,bone,is any size,cslb,human
1573,trolley,is small,mcrae,human
1574,submarine,is used in army,cslb,human
1575,screw,is used to secure,cslb,human
1576,starling,is black,cslb,human
1577,cup,is used to drink tea,gpt_3_filtered_overlap,gpt
1578,flypaper,is used in the country,gpt_3_filtered,gpt
1579,yacht,has a cabin,cslb,human
1580,pot,is used in cooking,gpt_3_filtered,gpt
1581,trousers,has 2 legs,mcrae,human
1582,leotards,worn for dancing,mcrae,human
1583,cigar,is Cuban,cslb,human
1584,leotard,is colorful,gpt_3_filtered,gpt
1585,tablet,is made by apple,gpt_3_unfiltered,gpt
1586,minivan,has a large trunk,gpt_3_filtered,gpt
1587,stick_insect,is an animal,cslb,human
1588,turnstile,has an entrance,gpt_3_filtered,gpt
1589,seashell,is sharp,cslb,human
1590,tortoise,has a mouth,cslb,human
1591,hose,is made of plastic,gpt_3_filtered_overlap,gpt
1592,mushroom,eaten by cooking,mcrae,human
1593,patch,is worn as a decoration,gpt_3_unfiltered,gpt
1594,thermometer,is used in laboratories,gpt_3_filtered_overlap,gpt
1595,ribbon,is made of cloth,gpt_3_unfiltered,gpt
1596,lavender,is used for decoration,gpt_3_filtered,gpt
1597,stereo,is electrical,mcrae,human
1598,buckle,has a buckle,gpt_3_filtered_overlap,gpt
1599,ramp,is used in houses,gpt_3_unfiltered,gpt
1600,telephone,has a receiver,cslb,human
1601,cat,lives in colonies,gpt_3_filtered,gpt
1602,globe,is used to teach,gpt_3_filtered,gpt
1603,boat,is used for transportation goods,gpt_3_unfiltered,gpt
1604,rickshaw,has a seat for passengers,gpt_3_unfiltered,gpt
1605,brick,is made of clay,gpt_3_filtered_overlap,gpt
1606,bucket,is used for construction work,gpt_3_filtered_overlap,gpt
1607,potato,is a root,gpt_3_filtered,gpt
1608,peanut_butter,is a food,gpt_3_unfiltered,gpt
1609,unicycle,has brakes,gpt_3_filtered_overlap,gpt
1610,cucumber,is green,gpt_3_filtered_overlap,gpt
1611,chalice,is gold,gpt_3_filtered,gpt
1612,thimble,worn on fingers,mcrae,human
1613,toaster,has settings,gpt_3_filtered,gpt
1614,coffee_pot,has a handle,cslb,human
1615,cushion,is a cushion,gpt_3_filtered,gpt
1616,pony,is white,gpt_3_unfiltered,gpt
1617,clam,has pearls,mcrae,human
1618,grapefruit,is eaten raw,gpt_3_filtered,gpt
1619,card_(greeting),made by Hallmark,mcrae,human
1620,mushroom,is small,mcrae,human
1621,paperclip,has different colors,gpt_3_filtered,gpt
1622,freezer,used for storing meat,mcrae,human
1623,balloon,is made of rubber,gpt_3_filtered_overlap,gpt
1624,sofa,has pillows,mcrae,human
1625,bat2,is flat,cslb,human
1626,pocketknife,has a safety lock,gpt_3_unfiltered,gpt
1627,plum,is used in pies,gpt_3_filtered,gpt
1628,shotgun,a weapon,mcrae,human
1629,jeans,has buttons,mcrae,human
1630,carnation,does smell,cslb,human
1631,gazelle,travels in herds,gpt_3_unfiltered,gpt
1632,mittens,is soft,cslb,human
1633,tiger,is orange,gpt_3_filtered_overlap,gpt
1634,buffet,is served at tables,gpt_3_unfiltered,gpt
1635,tool,is used to shape,gpt_3_filtered,gpt
1636,sardine,is silver,cslb,human
1637,tack,is bent,gpt_3_filtered,gpt
1638,taxi,takes people places,gpt_3_filtered_overlap,gpt
1639,projector,is found in classrooms,gpt_3_filtered_overlap,gpt
1640,chapel,used for worshipping,mcrae,human
1641,wing,has a propeller,gpt_3_filtered,gpt
1642,potpie,is eaten with a fork,gpt_3_filtered,gpt
1643,egg_roll,has rice,gpt_3_unfiltered,gpt
1644,shovel,is made of wood,gpt_3_filtered_overlap,gpt
1645,yacht,has a cabin,gpt_3_filtered_overlap,gpt
1646,gyroscope,spins around,gpt_3_unfiltered,gpt
1647,videocassette,is used to record shows,gpt_3_unfiltered,gpt
1648,footrest,is long,gpt_3_unfiltered,gpt
1649,pretzel,has a soft texture,gpt_3_unfiltered,gpt
1650,platypus,is gray,gpt_3_filtered,gpt
1651,cloak,is made of material,gpt_3_filtered,gpt
1652,mole_(animal),has feet,mcrae,human
1653,limousine,has a large trunk,gpt_3_unfiltered,gpt
1654,scallion,has a mild flavor,gpt_3_filtered,gpt
1655,ski_lift,is used for winter sports,gpt_3_unfiltered,gpt
1656,banjo,has five strings,gpt_3_unfiltered,gpt
1657,drum,has different names,gpt_3_filtered_overlap,gpt
1658,flamingo,has a long beak,gpt_3_filtered_overlap,gpt
1659,butter,is used to make dough,gpt_3_unfiltered,gpt
1660,satchel,is worn,cslb,human
1661,cow,a mammal,mcrae,human
1662,lantern,has a wick,gpt_3_filtered_overlap,gpt
1663,leash,is worn on the neck,gpt_3_filtered,gpt
1664,axe,is a tool,gpt_3_filtered_overlap,gpt
1665,jar,is used to preserve food,gpt_3_filtered_overlap,gpt
1666,charcoal,is made of carbon,gpt_3_unfiltered,gpt
1667,owl,is pretty,cslb,human
1668,plum,is eaten raw,cslb,human
1669,cigarette,is wrapped in paper,gpt_3_filtered_overlap,gpt
1670,pansy,has seeds,cslb,human
1671,soccer_ball,has panels,gpt_3_unfiltered,gpt
1672,moose,is used for food,gpt_3_filtered,gpt
1673,skateboard,does skate,cslb,human
1674,clam,is an animal,cslb,human
1675,hammer,is used to hit nails,gpt_3_filtered_overlap,gpt
1676,lettuce,eg - romaine,mcrae,human
1677,jeans,is used in winter,gpt_3_filtered_overlap,gpt
1678,hose,is flexible,cslb,human
1679,sickle,is used to cut leaves,gpt_3_unfiltered,gpt
1680,match,is red,gpt_3_filtered,gpt
1681,frame,is used for art,gpt_3_filtered,gpt
1682,walrus,is used for transportation,gpt_3_filtered_overlap,gpt
1683,pear,has pips,cslb,human
1684,yoyo,has two parts,cslb,human
1685,corsage,is used for flowers,gpt_3_filtered,gpt
1686,sandpaper,is used to scrape,gpt_3_filtered_overlap,gpt
1687,brush,has bristles,mcrae,human
1688,chocolate,is tasty,cslb,human
1689,raccoon,is a rodent,cslb,human
1690,wrist,has fingers,gpt_3_filtered,gpt
1691,jukebox,is old - fashioned,gpt_3_filtered,gpt
1692,violin,has ribs,gpt_3_unfiltered,gpt
1693,mannequin,is used in shops,gpt_3_filtered,gpt
1694,brush,is used to clean hair,gpt_3_filtered,gpt
1695,peeler,has a handle,gpt_3_unfiltered,gpt
1696,woodpecker,an animal,mcrae,human
1697,rocking_chair,is used by an adult or a child,gpt_3_unfiltered,gpt
1698,pig,has four legs,gpt_3_unfiltered,gpt
1699,harness,has a leash,gpt_3_filtered,gpt
1700,chessboard,is used to play,gpt_3_unfiltered,gpt
1701,grenade,has a ring,gpt_3_filtered_overlap,gpt
1702,panther,roars,gpt_3_unfiltered,gpt
1703,nose,has nostrils,cslb,human
1704,badge,tastes sour,gpt_3_filtered,gpt
