feature,changed_feature
it has scales and it has fins,it has scales
it has scales and it has fins,it has fins
it is used to play music and it is found in orchestras,it is used to play music
it is used to play music and it is found in orchestras,it is found in orchestras
it is long and thin,it is long
it is long and thin,it is thin
it is found in shops and it is used to cover the head,it is found in shops
it is found in shops and it is used to cover the head,it is used to cover the head
they are metal and they are used for cutting,they are metal
they are metal and they are used for cutting,they are used for cutting
it has a flat head and it has a pointed end,it has a flat head
it has a flat head and it has a pointed end,it has a pointed end
it is white and it has a beak,it is white
it is white and it has a beak,it has a beak
it is a fish and it is a mammal,it is a fish
it is a fish and it is a mammal,it is a mammal
it is brown and it is used for fertiliser,it is brown
it is brown and it is used for fertiliser,it is used for fertiliser
it has patterns and it is found in wardrobes,it has patterns
it has patterns and it is found in wardrobes,it is found in wardrobes
it is used in battle and it protects,it is used in battle
it is used in battle and it protects,it protects
it is a mammal and it is a farm animal,it is a mammal
it is a mammal and it is a farm animal,it is a farm animal
it has a bridge and it is used for transport,it has a bridge
it has a bridge and it is used for transport,it is used for transport
it is a top and it is worn on the top half of the body,it is a top
it is a top and it is worn on the top half of the body,it is worn on the top half of the body
it is found in the sea and it is found in the sea,it is found in the sea
it is found in the sea and it is found in the sea,it is found in the sea
it is used for gardening and it has a metal blade,it is used for gardening
it is used for gardening and it has a metal blade,it has a metal blade
it has hot and cold water,it has hot and cold water
it has hot and cold water,it has hot and cold water
it has a plug and it has a basin,it has a plug
it has a plug and it has a basin,it has a basin
it is used for fun and it is used for competition,it is used for fun
it is used for fun and it is used for competition,it is used for competition
it lives in the wild and it eats meat,it lives in the wild
it lives in the wild and it eats meat,it eats meat
it can be worn over trousers and it is used for dancing,it can be worn over trousers
it can be worn over trousers and it is used for dancing,it is used for dancing
it has eyes and it has a mouth,it has eyes
it has eyes and it has a mouth,it has a mouth
it is used for fishing and it has a spearhead,it is used for fishing
it is used for fishing and it has a spearhead,it has a spearhead
it is used to mix things and it is used to scrape things,it is used to mix things
it is used to mix things and it is used to scrape things,it is used to scrape things
it is found in places such as the garden and it is found in houses,it is found in places such as the garden
it is found in places such as the garden and it is found in houses,it is found in houses
it has a beak and it has ink,it has a beak
it has a beak and it has ink,it has ink
it is found in pies and it is healthy,it is found in pies
it is found in pies and it is healthy,it is healthy
it has a long body and it has a short tail,it has a long body
it has a long body and it has a short tail,it has a short tail
it has a bowl and it has a spoon,it has a bowl
it has a bowl and it has a spoon,it has a spoon
it has a hatch and it has a hull,it has a hatch
it has a hatch and it has a hull,it has a hull
it has a stem and it has a flower,it has a stem
it has a stem and it has a flower,it has a flower
it has holes and it is for pouring,it has holes
it has holes and it is for pouring,it is for pouring
it is used for walking and it has bark,it is used for walking
it is used for walking and it has bark,it has bark
it is used in the sea and it is long,it is used in the sea
it is used in the sea and it is long,it is long
it has a wingspan and it is found in lakes,it has a wingspan
it has a wingspan and it is found in lakes,it is found in lakes
it has a bottom and it is for swimming,it has a bottom
it has a bottom and it is for swimming,it is for swimming
it has a collar and it has buttons,it has a collar
it has a collar and it has buttons,it has buttons
it has a point and it is used for cutting,it has a point
it has a point and it is used for cutting,it is used for cutting
it has a top and it is used for eating,it has a top
it has a top and it is used for eating,it is used for eating
it has a driver and it has a radio,it has a driver
it has a driver and it has a radio,it has a radio
it has a scale and it is used to take temperature,it has a scale
it has a scale and it is used to take temperature,it is used to take temperature
it is for camping in and it has a window,it is for camping in
it is for camping in and it has a window,it has a window
it has a lid and it is made of metal,it has a lid
it has a lid and it is made of metal,it is made of metal
it is made of metal and it is found in bedrooms,it is made of metal
it is made of metal and it is found in bedrooms,it is found in bedrooms
it has a brown body and it has a warty back,it has a brown body
it has a brown body and it has a warty back,it has a warty back
it has a nose and it has a mouth,it has a nose
it has a nose and it has a mouth,it has a mouth
it is used to make toast and it has a lever,it is used to make toast
it is used to make toast and it has a lever,it has a lever
it is edible and it grows on plants,it is edible
it is edible and it grows on plants,it grows on plants
they are used in cooking and they are used to hold things,they are used in cooking
they are used in cooking and they are used to hold things,they are used to hold things
it has gears and it is used in farming,it has gears
it has gears and it is used in farming,it is used in farming
it has a handle and it is used to carry plates,it has a handle
it has a handle and it is used to carry plates,it is used to carry plates
it is made of steel and it is an engine,it is made of steel
it is made of steel and it is an engine,it is an engine
it is used for shopping and it is used for going to school,it is used for shopping
it is used for shopping and it is used for going to school,it is used for going to school
it has a steering wheel and it is used to transport goods,it has a steering wheel
it has a steering wheel and it is used to transport goods,it is used to transport goods
it has a bell and it is played by musicians,it has a bell
it has a bell and it is played by musicians,it is played by musicians
it has a mount and it is used to take pictures,it has a mount
it has a mount and it is used to take pictures,it is used to take pictures
it is found in orchestras and bands and it is used to play music,it is found in orchestras
it is found in orchestras and bands and it is used to play music,it is found in bands
it is found in orchestras and bands and it is used to play music,it is used to play music
it is used to type documents and it has a printer,it is used to type documents
it is used to type documents and it has a printer,it has a printer
it is found in the sea and it can swim,it is found in the sea
it is found in the sea and it can swim,it can swim
it has white and brown meat,it has white and brown meat
it has white and brown meat,it has white and brown meat
it has claws and it has feathers,it has claws
it has claws and it has feathers,it has feathers
it is used for comedy and it is used in circuses,it is used for comedy
it is used for comedy and it is used in circuses,it is used in circuses
it is for music and it has a long tube,it is for music
it is for music and it has a long tube,it has a long tube
it has a cover and it has a tip,it has a cover
it has a cover and it has a tip,it has a tip
it has a hole and it has material,it has a hole
it has a hole and it has material,it has material
it is for the strings and it is for the violin,it is for the strings
it is for the strings and it is for the violin,it is for the violin
it has seats and it is used to carry goods,it has seats
it has seats and it is used to carry goods,it is used to carry goods
it has a trunk and it is found in the sea,it has a trunk
it has a trunk and it is found in the sea,it is found in the sea
it has a handle and it is used to cast spells,it has a handle
it has a handle and it is used to cast spells,it is used to cast spells
it is yellow and it has a sting,it is yellow
it is yellow and it has a sting,it has a sting
it lives in water and it has a skeleton,it lives in water
it lives in water and it has a skeleton,it has a skeleton
it is found on a bicycle and it is used to move,it is found on a bicycle
it is found on a bicycle and it is used to move,it is used to move
it is flexible and it has knots,it is flexible
it is flexible and it has knots,it has knots
it has no eyes and it has no ears,it has no eyes
it has no eyes and it has no ears,it has no ears
it is useful and it is used to move things,it is useful
it is useful and it is used to move things,it is used to move things
it floats and it is used for holidays,it floats
it floats and it is used for holidays,it is used for holidays
it is small and it makes a noise,it is small
it is small and it makes a noise,it makes a noise
it is black and white,it is black
it is black and white,it is white
it has a long back and it has spots on its skin,it has a long back
it has a long back and it has spots on its skin,it has spots on its skin
it is used for sport and it lives in trees,it is used for sport
it is used for sport and it lives in trees,it lives in trees
it lives in the country and it lives in farms,it lives in the country
it lives in the country and it lives in farms,it lives in farms
it has four legs and it has a tail,it has four legs
it has four legs and it has a tail,it has a tail
it is found in houses and it eats,it is found in houses
it is found in houses and it eats,it eats
it is used to groom and it is used to clean,it is used to groom
it is used to groom and it is used to clean,it is used to clean
it has a bowl and it has tobacco,it has a bowl
it has a bowl and it has tobacco,it has tobacco
it is made of cotton and it is put in front of a fire,it is made of cotton
it is made of cotton and it is put in front of a fire,it is put in front of a fire
it is made of fabric and it has a collar,it is made of fabric
it is made of fabric and it has a collar,it has a collar
it is for transporting goods and it is used on railway platforms,it is for transporting goods
it is for transporting goods and it is used on railway platforms,it is used on railway platforms
it is small and it is used for sewing,it is small
it is small and it is used for sewing,it is used for sewing
it has a bellows and it has a keyboard,it has a bellows
it has a bellows and it has a keyboard,it has a keyboard
it is for holding food and it has a foot,it is for holding food
it is for holding food and it has a foot,it has a foot
it is old fashioned and it is made of wood,it is old fashioned
it is old fashioned and it is made of wood,it is made of wood
it is dried fruit and it is sweet,it is dried fruit
it is dried fruit and it is sweet,it is sweet
it has a handle and it is made of fabric,it has a handle
it has a handle and it is made of fabric,it is made of fabric
it does collect leaves and it has a wooden handle,it does collect leaves
it does collect leaves and it has a wooden handle,it has a wooden handle
it is a pest and it has an extended life span,it is a pest
it is a pest and it has an extended life span,it has an extended life span
it is round and it has a skin,it is round
it is round and it has a skin,it has a skin
it has scales and it has an arrow shaped tongue,it has scales
it has scales and it has an arrow shaped tongue,it has an arrow shaped tongue
it has stalks and it has flowers,it has stalks
it has stalks and it has flowers,it has flowers
it cuts hair and it is used to shave,it cuts hair
it cuts hair and it is used to shave,it is used to shave
it is used in war and it is used by police,it is used in war
it is used in war and it is used by police,it is used by police
it is long ranged and it is made of metal,it is long ranged
it is long ranged and it is made of metal,it is made of metal
it has a seed and it is grown in water,it has a seed
it has a seed and it is grown in water,it is grown in water
it is long and flowing,it is long
it is long and flowing,it is flowing
it is made of fabric and it is used for warmth,it is made of fabric
it is made of fabric and it is used for warmth,it is used for warmth
it has a shape and it has a texture,it has a shape
it has a shape and it has a texture,it has a texture
it is a small fish and it has scales,it is a small fish
it is a small fish and it has scales,it has scales
it has a metal edge and it is used for drawing,it has a metal edge
it has a metal edge and it is used for drawing,it is used for drawing
it is used by climbers and it is made of hemp,it is used by climbers
it is used by climbers and it is made of hemp,it is made of hemp
it is a weapon and it is used in sport,it is a weapon
it is a weapon and it is used in sport,it is used in sport
it does abrade and it has a coating,it does abrade
it does abrade and it has a coating,it has a coating
it is played by blowing into the mouthpiece and it is made of brass,it is played by blowing into the mouthpiece
it is played by blowing into the mouthpiece and it is made of brass,it is made of brass
it is long and thin,it is long
it is long and thin,it is thin
it is used for warmth and it has a pattern,it is used for warmth
it is used for warmth and it has a pattern,it has a pattern
they have handles and they are used to cut fabric,they have handles
they have handles and they are used to cut fabric,they are used to cut fabric
it can stay underwater for long periods of time and it is an aquatic mammal,it can stay underwater for long periods of time
it can stay underwater for long periods of time and it is an aquatic mammal,it is an aquatic mammal
it does not have leaves and it is found in the intertidal zone,it does not have leaves
it does not have leaves and it is found in the intertidal zone,it is found in the intertidal zone
it has a white body and it has wings,it has a white body
it has a white body and it has wings,it has wings
it is long and it has a pattern,it is long
it is long and it has a pattern,it has a pattern
it does have wool and it is domesticated,it does have wool
it does have wool and it is domesticated,it is domesticated
it has a grip and it is heavy,it has a grip
it has a grip and it is heavy,it is heavy
it is found in the sea and it does have claws,it is found in the sea
it is found in the sea and it does have claws,it does have claws
it has a kicktail and it is used for tricks,it has a kicktail
it has a kicktail and it is used for tricks,it is used for tricks
it does have a front and it is light coloured,it does have a front
it does have a front and it is light coloured,it is light coloured
it has a waistband and it is worn under a dress,it has a waistband
it has a waistband and it is worn under a dress,it is worn under a dress
it is black and white,it is black
it is black and white,it is white
it does hiss and it does walk,it does hiss
it does hiss and it does walk,it does walk
it has a blade and it is made of wood,it has a blade
it has a blade and it is made of wood,it is made of wood
it has a mast and it is used for transport,it has a mast
it has a mast and it is used for transport,it is used for transport
it is used to wash dishes and hands,it is used to wash dishes and hands
it is used to wash dishes and hands,it is used to wash dishes and hands
it is used for cleaning and it has a standpipe,it is used for cleaning
it is used for cleaning and it has a standpipe,it has a standpipe
it is brown and it is slimy,it is brown
it is brown and it is slimy,it is slimy
it is long ranged and it is made of wood,it is long ranged
it is long ranged and it is made of wood,it is made of wood
it has a handle and it is made of wood,it has a handle
it has a handle and it is made of wood,it is made of wood
it is black and it does have a body,it is black
it is black and it does have a body,it does have a body
it is used to eat soup and it is silver,it is used to eat soup
it is used to eat soup and it is silver,it is silver
it has a stalk and it has a flower,it has a stalk
it has a stalk and it has a flower,it has a flower
it can dive and it can go under water,it can dive
it can dive and it can go under water,it can go under water
it has a pointy end and it has bark,it has a pointy end
it has a pointy end and it has bark,it has bark
it has a handle and it is used for cooking,it has a handle
it has a handle and it is used for cooking,it is used for cooking
it is small and it has a smell,it is small
it is small and it has a smell,it has a smell
it is found in the deep sea and it has a mantle,it is found in the deep sea
it is found in the deep sea and it has a mantle,it has a mantle
it is brown and it does look cute,it is brown
it is brown and it does look cute,it does look cute
it is long and thin,it is long
it is long and thin,it is thin
it has a leash and it has a leash,it has a leash
it has a leash and it has a leash,it has a leash
it is white and black,it is white
it is white and black,it is black
it is graceful and elegant,it is graceful
it is graceful and elegant,it is elegant
it does swim and it is found in europe,it does swim
it does swim and it is found in europe,it is found in europe
it is worn on the beach and it is a garment,it is worn on the beach
it is worn on the beach and it is a garment,it is a garment
it needs skill to use and it has a sharp edge,it needs skill to use
it needs skill to use and it has a sharp edge,it has a sharp edge
it has long sleeves and it is made of wool,it has long sleeves
it has long sleeves and it is made of wool,it is made of wool
it is solid and it does have a surface,it is solid
it is solid and it does have a surface,it does have a surface
it has doors and it does take you places,it has doors
it has doors and it does take you places,it does take you places
it has a flysheet and it is waterproof,it has a flysheet
it has a flysheet and it is waterproof,it is waterproof
it is used for protection and it is used in the hand,it is used for protection
it is used for protection and it is used in the hand,it is used in the hand
it has markings on the side and it is used to measure body temperature,it has markings on the side
it has markings on the side and it is used to measure body temperature,it is used to measure body temperature
it has an oval-shaped body and it is brown,it has an oval-shaped body
it has an oval-shaped body and it is brown,it is brown
it is a carnivore and it is found in india,it is a carnivore
it is a carnivore and it is found in india,it is found in india
it is round and it is red,it is round
it is round and it is red,it is red
it has a cord and it is plugged in,it has a cord
it has a cord and it is plugged in,it is plugged in
it is for washing and it is found in the bathroom,it is for washing
it is for washing and it is found in the bathroom,it is found in the bathroom
it has a cab and it has four wheels,it has a cab
it has a cab and it has four wheels,it has four wheels
it has a jaw and it has a pair,it has a jaw
it has a jaw and it has a pair,it has a pair
it does run and it is used for long journeys,it does run
it does run and it is used for long journeys,it is used for long journeys
it is made of plastic and it is made of metal,it is made of plastic
it is made of plastic and it is made of metal,it is made of metal
it is used by children and it has two wheels,it is used by children
it is used by children and it has two wheels,it has two wheels
it is long and it has a long tube,it is long
it is long and it has a long tube,it has a long tube
it has a head and it is used for stable shots,it has a head
it has a head and it is used for stable shots,it is used for stable shots
it does have a head and it is an animal,it does have a head
it does have a head and it is an animal,it is an animal
it does lay eggs and it is a reptile,it does lay eggs
it does lay eggs and it is a reptile,it is a reptile
it has a bonnet and it is used for transporting goods,it has a bonnet
it has a bonnet and it is used for transporting goods,it is used for transporting goods
it is long and it has a wide bell,it is long
it is long and it has a wide bell,it has a wide bell
it is used in military bands and it can play low notes,it is used in military bands
it is used in military bands and it can play low notes,it can play low notes
it has a carriage return and it is used for typing,it has a carriage return
it has a carriage return and it is used for typing,it is used for typing
it has a flat end and it is used to shelter oneself,it has a flat end
it has a flat end and it is used to shelter oneself,it is used to shelter oneself
it has a handlebar and it is used for sport,it has a handlebar
it has a handlebar and it is used for sport,it is used for sport
it has seats and it is used for transporting goods,it has seats
it has seats and it is used for transporting goods,it is used for transporting goods
it is white and it has a lace trim,it is white
it is white and it has a lace trim,it has a lace trim
it has a curved body and it is used in music,it has a curved body
it has a curved body and it is used in music,it is used in music
it is black and yellow,it is black
it is black and yellow,it is yellow
it is fast and it is an insect,it is fast
it is fast and it is an insect,it is an insect
it has a handle and it is made of wood,it has a handle
it has a handle and it is made of wood,it is made of wood
it does have hair and it does not have a backbone,it does have hair
it does have hair and it does not have a backbone,it does not have a backbone
it is useful and it has a center,it is useful
it is useful and it has a center,it has a center
it has a tray and it is made of metal,it has a tray
it has a tray and it is made of metal,it is made of metal
it is used in sport and it has a lash,it is used in sport
it is used in sport and it has a lash,it has a lash
it does wriggle and it is an invertebrate,it does wriggle
it does wriggle and it is an invertebrate,it is an invertebrate
it is used for music and it has a hole,it is used for music
it is used for music and it has a hole,it has a hole
it is found in the tropics and it is a mammal,it is found in the tropics
it is found in the tropics and it is a mammal,it is a mammal
it is fast and it has a keel,it is fast
it is fast and it has a keel,it has a keel
it has a tail and it is a mammal,it has a tail
it has a tail and it is a mammal,it is a mammal
it has black and white stripes,it has black and white stripes
it has black and white stripes,it has black and white stripes
it has four legs and it has a long neck,it has four legs
it has four legs and it has a long neck,it has a long neck
it lays eggs and it has a beak,it lays eggs
it lays eggs and it has a beak,it has a beak
it does gnaw and it does live in the wild,it does gnaw
it does gnaw and it does live in the wild,it does live in the wild
it can be used wet or dry and it has a long wooden handle,it can be used wet or dry
it can be used wet or dry and it has a long wooden handle,it has a long wooden handle
it has a bowl and a stem,it has a bowl and a stem
it has a bowl and a stem,it has a bowl and a stem
it has a colour and it is made of cotton,it has a colour
it has a colour and it is made of cotton,it is made of cotton
it does have a hood and it does have a collar,it does have a hood
it does have a hood and it does have a collar,it does have a collar
it is used for eating and it has a border,it is used for eating
it is used for eating and it has a border,it has a border
it is old fashioned and it is used with a sewing machine,it is old fashioned
it is old fashioned and it is used with a sewing machine,it is used with a sewing machine
it is used in shops and it has a steering wheel,it is used in shops
it is used in shops and it has a steering wheel,it has a steering wheel
it is made of metal and it has reeds,it is made of metal
it is made of metal and it has reeds,it has reeds
it has a long body and it lives in water,it has a long body
it has a long body and it lives in water,it lives in water
it has a driver and it has flashing lights,it has a driver
it has a driver and it has flashing lights,it has flashing lights
it does have antennae and it does live in a nest,it does have antennae
it does have antennae and it does live in a nest,it does live in a nest
it is used to hold boats and ships,it is used to hold boats and ships
it is used to hold boats and ships,it is used to hold boats and ships
it is an object used in the sea and it has a handle,it is an object used in the sea
it is an object used in the sea and it has a handle,it has a handle
it is sweet and it is associated with autumn,it is sweet
it is sweet and it is associated with autumn,it is associated with autumn
it is a household object and it has an opening,it is a household object
it is a household object and it has an opening,it has an opening
it is associated with spring and it is nutritious,it is associated with spring
it is associated with spring and it is nutritious,it is nutritious
it has a stone and it is used in cooking,it has a stone
it has a stone and it is used in cooking,it is used in cooking
it has a blade and it is used in the forest,it has a blade
it has a blade and it is used in the forest,it is used in the forest
it is used to carry things in and it can be carried on the shoulder,it is used to carry things in
it is used to carry things in and it can be carried on the shoulder,it can be carried on the shoulder
it is an object and it is used in sport,it is an object
it is an object and it is used in sport,it is used in sport
it is edible and it is sold in supermarkets,it is edible
it is edible and it is sold in supermarkets,it is sold in supermarkets
it has frets and it has strings,it has frets
it has frets and it has strings,it has strings
it has a bottom and it has a spout,it has a bottom
it has a bottom and it has a spout,it has a spout
it has a string and it is associated with fun,it has a string
it has a string and it is associated with fun,it is associated with fun
it has a handle and it has a rim,it has a handle
it has a handle and it has a rim,it has a rim
it has seeds and it is used in cooking,it has seeds
it has seeds and it is used in cooking,it is used in cooking
it has big teeth and it is carnivorous,it has big teeth
it has big teeth and it is carnivorous,it is carnivorous
it eats wood and plants and it is found in canada,it eats wood
it eats wood and plants and it is found in canada,it eats plants
it eats wood and plants and it is found in canada,it is found in canada
it has hard wings and it has a long body,it has hard wings
it has hard wings and it has a long body,it has a long body
it has blankets and it is used for resting,it has blankets
it has blankets and it is used for resting,it is used for resting
it is used to hold up trousers and it is a piece of clothing,it is used to hold up trousers
it is used to hold up trousers and it is a piece of clothing,it is a piece of clothing
it has a switch and it is used for cooking,it has a switch
it has a switch and it is used for cooking,it is used for cooking
it has a long seat and it has a back,it has a long seat
it has a long seat and it has a back,it has a back
it has a neckline and it is associated with summer,it has a neckline
it has a neckline and it is associated with summer,it is associated with summer
it has chocolate on top and it has a hole in the middle,it has chocolate on top
it has chocolate on top and it has a hole in the middle,it has a hole in the middle
it is associated with wine and it has a label,it is associated with wine
it is associated with wine and it has a label,it has a label
it has a stone and it is a fruit,it has a stone
it has a stone and it is a fruit,it is a fruit
it is used for sport and recreation,it is used for sport
it is used for sport and recreation,it is used for recreation
it has a hull and it has a crew,it has a hull
it has a hull and it has a crew,it has a crew
it has chapters and it is a source of entertainment,it has chapters
it has chapters and it is a source of entertainment,it is a source of entertainment
it has flowers and it has different kinds of flowers,it has flowers
it has flowers and it has different kinds of flowers,it has different kinds of flowers
it is used to kill people and it has a fuse,it is used to kill people
it is used to kill people and it has a fuse,it has a fuse
it is used for serving food and eating,it is used for serving food
it is used for serving food and eating,it is used for serving eating
it has a foot and it has a body,it has a foot
it has a foot and it has a body,it has a body
it is found in lingerie shops and it is used to hold up clothing,it is found in lingerie shops
it is found in lingerie shops and it is used to hold up clothing,it is used to hold up clothing
it is used to store things and it has many drawers,it is used to store things
it is used to store things and it has many drawers,it has many drawers
it has a soft centre and it has a flavour,it has a soft centre
it has a soft centre and it has a flavour,it has a flavour
it has a square shape and it is used in construction,it has a square shape
it has a square shape and it is used in construction,it is used in construction
it is associated with halloween and it has a long handle,it is associated with halloween
it is associated with halloween and it has a long handle,it has a long handle
it is made of metal and it is used to carry sand,it is made of metal
it is made of metal and it is used to carry sand,it is used to carry sand
it is used in salads and it is grown in gardens,it is used in salads
it is used in salads and it is grown in gardens,it is grown in gardens
it has a tongue and it has a hole,it has a tongue
it has a tongue and it has a hole,it has a hole
it is used in summer and it is a vehicle,it is used in summer
it is used in summer and it is a vehicle,it is a vehicle
it does use petrol and it does travel on roads,it does use petrol
it does use petrol and it does travel on roads,it does travel on roads
it is dangerous and it can kill,it is dangerous
it is dangerous and it can kill,it can kill
it has compound eyes and it has a hard exoskeleton,it has compound eyes
it has compound eyes and it has a hard exoskeleton,it has a hard exoskeleton
it is round and it is a member of the mustard family,it is round
it is round and it is a member of the mustard family,it is a member of the mustard family
it has a hoop and it has a ball,it has a hoop
it has a hoop and it has a ball,it has a ball
it is sweet and it is associated with birthday parties,it is sweet
it is sweet and it is associated with birthday parties,it is associated with birthday parties
it can go without water for a long time and it can travel long distances without water,it can go without water for a long time
it can go without water for a long time and it can travel long distances without water,it can travel long distances without water
it is associated with fire and it has a container,it is associated with fire
it is associated with fire and it has a container,it has a container
it has a long barrel and it is used to kill people,it has a long barrel
it has a long barrel and it is used to kill people,it is used to kill people
it is attached to a plane and it is associated with summer,it is attached to a plane
it is attached to a plane and it is associated with summer,it is associated with summer
it is found in asia and africa,it is found in asia
it is found in asia and africa,it is found in africa
it is a butterfly and it has a hard outer shell,it is a butterfly
it is a butterfly and it has a hard outer shell,it has a hard outer shell
it is tall and it is green,it is tall
it is tall and it is green,it is green
it does purr and it does meow,it does purr
it does purr and it does meow,it does meow
it can carry goods and it has a storage space,it can carry goods
it can carry goods and it has a storage space,it has a storage space
it does grow underground and it is a source of vitamins,it does grow underground
it does grow underground and it is a source of vitamins,it is a source of vitamins
it is big and it has a long tailpiece,it is big
it is big and it has a long tailpiece,it has a long tailpiece
it is crunchy and it can be eaten raw,it is crunchy
it is crunchy and it can be eaten raw,it can be eaten raw
it is used in industry and it is used by humans,it is used in industry
it is used in industry and it is used by humans,it is used by humans
it has a seat and it has legs,it has a seat
it has a seat and it has legs,it has legs
it is made to be seen from below and it is associated with christmas,it is made to be seen from below
it is made to be seen from below and it is associated with christmas,it is associated with christmas
it is made of milk and it is made of milk and bacteria,it is made of milk
it is made of milk and it is made of milk and bacteria,it is made of milk
it is made of milk and it is made of milk and bacteria,it is made of bacteria
it has long legs and it hunts animals,it has long legs
it has long legs and it hunts animals,it hunts animals
it is sharp and it has a cutting edge,it is sharp
it is sharp and it has a cutting edge,it has a cutting edge
it has a wrapper and it has a band,it has a wrapper
it has a wrapper and it has a band,it has a band
it is chewed and it is smoked,it is chewed
it is chewed and it is smoked,it is smoked
it has seeds and it is associated with summer,it has seeds
it has seeds and it is associated with summer,it is associated with summer
it is brown and it is a pest,it is brown
it is brown and it is a pest,it is a pest
it is edible and it is an animal,it is edible
it is edible and it is an animal,it is an animal
it has a mouthpiece and it plays notes,it has a mouthpiece
it has a mouthpiece and it plays notes,it plays notes
it is made of metal and glass,it is made of metal
it is made of metal and glass,it is made of glass
it makes sounds and it has a mechanism,it makes sounds
it makes sounds and it has a mechanism,it has a mechanism
it can be expensive and it has a hood,it can be expensive
it can be expensive and it has a hood,it has a hood
it is associated with drama and it is worn by an actor,it is associated with drama
it is associated with drama and it is worn by an actor,it is worn by an actor
it is an insect and it lives in sewers,it is an insect
it is an insect and it lives in sewers,it lives in sewers
it has a hairy surface and it is a seed,it has a hairy surface
it has a hairy surface and it is a seed,it is a seed
it has a value and it has a denomination,it has a value
it has a value and it has a denomination,it has a denomination
it has a handle and it has a flat surface,it has a handle
it has a handle and it has a flat surface,it has a flat surface
it has pincers and it can move backwards,it has pincers
it has pincers and it can move backwards,it can move backwards
it is used in animal feed and it has a husk,it is used in animal feed
it is used in animal feed and it has a husk,it has a husk
it is used in art and it is a pencil,it is used in art
it is used in art and it is a pencil,it is a pencil
it has a stem and it comes from portugal,it has a stem
it has a stem and it comes from portugal,it comes from portugal
it is used for leather and it is used for beef,it is used for leather
it is used for leather and it is used for beef,it is used for beef
it has a spiral and it has a point,it has a spiral
it has a spiral and it has a point,it has a point
it has a trigger and it has arrows,it has a trigger
it has a trigger and it has arrows,it has arrows
it is crunchy and it has a skin,it is crunchy
it is crunchy and it has a skin,it has a skin
it has a head and it has a long handle,it has a head
it has a head and it has a long handle,it has a long handle
it has a handle and it has a lid,it has a handle
it has a handle and it has a lid,it has a lid
it is associated with murder and it has a handle,it is associated with murder
it is associated with murder and it has a handle,it has a handle
it has a cover and it has a zipper,it has a cover
it has a cover and it has a zipper,it has a zipper
it is associated with the new year and it has horns,it is associated with the new year
it is associated with the new year and it has horns,it has horns
it has a pump and it washes the dishes,it has a pump
it has a pump and it washes the dishes,it washes the dishes
it is used in an office and it has a computer,it is used in an office
it is used in an office and it has a computer,it has a computer
it has eyes and a mouth,it has eyes
it has eyes and a mouth,it has a mouth
it does have clothes and it does have hair,it does have clothes
it does have clothes and it does have hair,it does have hair
it is found in the wild and it is carnivorous,it is found in the wild
it is found in the wild and it is carnivorous,it is carnivorous
it can dive and it can make sounds,it can dive
it can dive and it can make sounds,it can make sounds
it is found in the middle east and it has a long neck,it is found in the middle east
it is found in the middle east and it has a long neck,it has a long neck
it can be turned from the outside and it can be turned from the inside,it can be turned from the outside
it can be turned from the outside and it can be turned from the inside,it can be turned from the inside
it has a zipper and it has many flounces,it has a zipper
it has a zipper and it has many flounces,it has many flounces
it has a drill bit and it has a motor,it has a drill bit
it has a drill bit and it has a motor,it has a motor
it makes noise and it is associated with ponds,it makes noise
it makes noise and it is associated with ponds,it is associated with ponds
it is made of wood and metal,it is made of wood
it is made of wood and metal,it is made of metal
it has stops and it has many pipes,it has stops
it has stops and it has many pipes,it has many pipes
it is associated with the sky and it is found in the wild,it is associated with the sky
it is associated with the sky and it is found in the wild,it is found in the wild
it has no arms or legs and it has fins,it has no arms or legs
it has no arms or legs and it has fins,it has fins
it has cloves and it is used for seasoning,it has cloves
it has cloves and it is used for seasoning,it is used for seasoning
it has a flap and it has a stamp,it has a flap
it has a flap and it has a stamp,it has a stamp
it makes croaking noises and it is associated with summer,it makes croaking noises
it makes croaking noises and it is associated with summer,it is associated with summer
it has long legs and it is an animal,it has long legs
it has long legs and it is an animal,it is an animal
it has posts and it has gaps,it has posts
it has posts and it has gaps,it has gaps
it is associated with water and it is found in africa,it is associated with water
it is associated with water and it is found in africa,it is found in africa
it is light and it is associated with summer,it is light
it is light and it is associated with summer,it is associated with summer
it is associated with a meal and it is associated with the mouth,it is associated with a meal
it is associated with a meal and it is associated with the mouth,it is associated with the mouth
it is long and it has a narrow tube,it is long
it is long and it has a narrow tube,it has a narrow tube
it is a barrier to entry and it has a handle,it is a barrier to entry
it is a barrier to entry and it has a handle,it has a handle
it is associated with cunning and craftiness and it lives in dens,it is associated with cunning and craftiness
it is associated with cunning and craftiness and it lives in dens,it lives in dens
it is associated with cunning and craftiness,it is associated with cunning and craftiness
it has a coat of hair and it has long ears,it has a coat of hair
it has a coat of hair and it has long ears,it has long ears
it is a ruminant and it is a browser,it is a ruminant
it is a ruminant and it is a browser,it is a browser
it has a mouth and it has fins,it has a mouth
it has a mouth and it has fins,it has fins
it has skin and it can be eaten as a snack,it has skin
it has skin and it can be eaten as a snack,it can be eaten as a snack
it has a tail and it is found in the wild,it has a tail
it has a tail and it is found in the wild,it is found in the wild
it is big and it has juice,it is big
it is big and it has juice,it has juice
it has a big mouth and it is an animal,it has a big mouth
it has a big mouth and it is an animal,it is an animal
it is green and it is found in grass,it is green
it is green and it is found in grass,it is found in grass
