concept,answer,concept_id,run_nr
ball," It is round, it is used for sports, it has air inside, it is used for games, it has a surface, it has a center, it is used by children, it has a hole, it bounces, it is white, it has a shape, it is used for recreation and it is small.What are the properties of",ball,21
balloon," It is colorful, it is round, it is used for parties, it has air inside of it, it floats, it is made of rubber, it has a string attached to it and it is used for entertainment.What are the properties of a banana? It is yellow, it is a fruit, it has a peel, it has seeds",balloon,21
banana," It is yellow, it is a fruit, it has a peel, it is eaten, it has seeds, it is eaten raw, it is sweet, it has a skin, it is used for food and it grows on trees.What are the properties of a bank? It is used for money, it is used for savings, it has",banana,21
banjo," It is used for music, it is played by musicians, it is used for playing music, it has strings, it is used for entertainment, it is associated with bluegrass music, it has a long neck, it has a round body, it has four strings, it is played with a pick, it is held in the lap, it has",banjo,21
barrel," It is used for storing, it is made of wood, it has a lid, it has a spout, it is used for liquids, it is cylindrical, it has staves, it is used for storing food, it is used for storing liquids and it has a capacity.What are the properties of a bear? It lives",barrel,21
basket," It is used for carrying objects, it is used for storage, it has a handle, it is made of woven material, it has a lid, it is used to carry objects, it has a bottom and it is made of woven material.What are the properties of a bat? It is black, it is an animal, it is blind",basket,21
bean," It is brown, it is a legume, it is eaten, it is a vegetable, it is small, it is eaten raw, it has a pod, it is used for food, it grows on trees and it has seeds.What are the properties of a bee? It has wings, it produces honey, it has a stinger,",bean,21
bear," It is a mammal, it has fur, it is brown, it eats fish, it is hunted by people, it is nocturnal, it hibernates, it has claws, it produces offspring and it is large.What are the properties of a person? It has a heart, it has blood, it has a brain, it",bear,21
beaver," It has 4 legs, it is brown, it is hunted by people, it is a mammal, it has teeth, it eats fish, it is an animal and it has paws.What are the properties of a butterfly? It has wings and it is colorful.What are the properties of a cat? It has 4 legs, it is",beaver,21
bed," It is used for sleeping, it is made of wood, it has a mattress, it has a pillow, it is used for rest, it has sheets, it has a blanket, it is soft, it is used for relaxation, it is used for sleeping, it is large and it has a frame.What are the properties of a bee",bed,21
beetle," It has a shell, it is black, it has wings, it is a bug, it has six legs, it is small, it lives on the ground, it flies, it can fly backwards and it has antennae.What are the properties of a bird (animal)? It has feathers, it has wings, it has a beak",beetle,21
belt," It is used for holding up pants, it is used for holding up skirts, it is used for holding up dresses, it is used for holding up shirts, it is used for holding up jackets, it can be worn around the waist, it can be worn around the hips, it can be worn around the chest, it can be worn around the",belt,21
bench," It is used for sitting, it has a back, it is used by people, it is used for seating, it has a seat, it is long, it is located outside, it is used for resting, it has a flat surface and it is made of wood.What are the properties of a bicycle? It has two wheels, it",bench,21
biscuit," It is baked, it is sweet, it is made of flour, it is made of wheat, it is eaten with tea, it is eaten with milk, it is eaten with coffee, it has sugar, it has butter, it has jam, it has chocolate on top, it has cream on top and it has nuts.What are the",biscuit,21
blender," It is used for blending, it is used by cooks, it is used for food, it is used in the kitchen, it is used for cooking, it has an on/off switch, it has a blade, it has a handle, it has a motor, it has a base, it is used for mixing food, it is used to",blender,21
blouse," It is a piece of clothing, it is white, it is worn by girls, it has sleeves, it has buttons, it has a collar, it is worn by women, it has long sleeves, it has short sleeves and it is sleeveless.What are the properties of an elephant? It has tusks, it is grey",blouse,21
blueberry," It is blue, it has a taste, it is small, it is sweet, it is used for food, it is a fruit, it grows on bushes and it is sweet.What are the properties of a book (object)? It has pages, it has writing on the pages, it has a cover, it is made of paper,",blueberry,21
boat," It is used for transportation, it requires a captain, it has sails, it is used by sailors, it is used for transportation of passengers and goods, it has a motor, it has a hull, it requires fuel and it is used for transportation of goods and passengers.What are the properties of a butterfly? It is colorful, it flies",boat,21
bomb," It is dangerous, it is used to kill people, it is explosive, it is used in wartime, it has a short fuse, it explodes when lit, it is dangerous, it can kill people, it has a timer and it is used for warfare.What are the properties of a book? It has pages, it has ink, it",bomb,21
book," It is used for reading, it is a piece of paper, it is used for writing, it is a book, it has pages, it has words, it has letters, it is used for education, it has a cover and it can be read.What are the properties of a butterfly? It has wings, it flies, it is",book,21
bottle," It is plastic, it is clear, it has a cap, it is used for storage, it has a label, it is clear, it is cylindrical, it has a neck, it is made of glass, it is cylindrical, it has a label and it has a lid.What are the properties of a butterfly?",bottle,21
bouquet," It is a flower, it has a vase, it is given as a gift, it is used for decoration, it is for women, it has a stem, it is colorful, it has petals, it is given as a gift, it is from nature and it has leaves.What are the properties of a butterfly? It has",bouquet,21
bowl," It is used for eating, it has a handle, it is used for food, it is round, it has a bottom, it is made of clay, it is white, it has a lid, it is used for mixing food and it is small.What are the properties of a butterfly? It has wings, it has antennas, it",bowl,21
box," It is used for storage, it is rectangular, it has a lid, it is made of wood, it has corners, it has a handle, it is used for shipping, it is empty and it is large.What are the properties of a car (vehicle)? It is used for passengers, it has wheels, it has seats,",box,21
bra," It is worn on the chest, it is used for women, it is white, it is worn under clothes, it has straps, it has padding, it has a clasp and it is used for holding up clothes.What are the properties of a bus? It is used for passengers, it is loud, it has many seats, it has",bra,21
bread," It is white, it is a food, it is a staple food, it is used for sandwiches, it is a carbohydrate, it has many holes, it is made of wheat, it can be used to make toast, it contains yeast and it contains salt.What are the properties of a butterfly? It has wings, it has a long",bread,21
brick," It is rectangular, it is red, it is hard, it is used for buildings, it has a texture, it has a color, it is used for paving roads, it is used for building houses, it has a length, it has a width, it has a height and it is made of clay.What are the properties of a",brick,21
broccoli," It is green, it is a vegetable, it has leaves, it has florets, it is eaten raw, it is bitter, it is healthy, it has seeds, it is a plant, it has stems and it is used in salads.What are the properties of a butterfly? It is colorful, it flies, it has wings",broccoli,21
broom," It is used for sweeping, it is used for cleaning, it is used to clean floors, it is used to clean surfaces, it is used to clean houses, it is used for household chores, it has a handle and it has bristles.What are the properties of a butterfly? It has wings, it is colorful, it has antenna",broom,21
bucket," It is a container, it is used for holding things, it is made of plastic, it has a handle, it has a lid, it is used for holding water, it holds water, it has a spout, it is used for watering plants, it is used for collecting water and it has a handle.What are the properties of",bucket,21
buckle," It is used for belts, it is used for pants, it is metallic, it is shiny, it is used for fastening items, it has a hole in the middle, it has a pin, it has a clasp and it is used for closing things.What are the properties of a calendar? It shows dates, it shows the date",buckle,21
buggy," It is used for transportation, it has wheels, it has seats, it has an engine, it is used by children, it is used for recreational purposes, it is large, it requires drivers, it is yellow, it is used for transportation, it has doors and it has seats.What are the properties of a butterfly? It flies,",buggy,21
bullet," It is used for guns, it is used for weapons, it is made of metal, it is made of lead, it is used for killing, it has no weight, it is dangerous, it has no size, it can be fired from a gun, it has no taste and it can be lethal.What are the properties of a car",bullet,21
bus," It is used for passengers, it is loud, it has many seats, it has seats, it is used for public transportation, it has an engine, it requires drivers, it is a vehicle, it is crowded, it has windows, it has doors, it is yellow, it is used by schools, it has wheels, it is used for",bus,21
butterfly," It is brightly colored, it is found in gardens, it has wings, it is found near flowers, it has antennae, it has a proboscis, it has scales, it is found near water, it has a stinger, it flies, it has compound eyes and it is small.What are the properties of a cat (",butterfly,21
cabbage," It is green, it is a vegetable, it is grown in gardens, it is used for food, it is eaten raw, it has leaves, it has a stem, it has seeds, it is large, it can be eaten raw or cooked, it grows in gardens and it tastes good.What are the properties of a cat? It",cabbage,21
cage," It is a container, it is made of metal, it has a door, it is used for animals, it requires a lock, it has bars, it is used to keep things in and it has a latch.What are the properties of a cat? It is black, it is an animal, it has fur, it eats fish,",cage,21
cake," It is sweet, it is round, it is made of flour, it has frosting, it has layers, it is made of sugar, it has icing, it has a filling, it has sprinkles, it is used for dessert, it has chocolate chips and it is used for celebrations.What are the properties of a car? It",cake,21
camel," It is used for transportation, it has an engine, it is a vehicle, it requires drivers, it is yellow, it is used by schools, it has wheels, it is used for transportation, it requires a fare and it is large.What are the properties of a cat (animal)? It is black, it is an animal, it",camel,21
candle," It is used for light, it is used for decoration, it is used to burn, it burns wax, it burns fuel, it has a flame, it is used for light, it is used for heat, it has a wick and it is made of wax.What are the properties of a car? It requires fuel, it requires",candle,21
cannon," It is used in war, it is used to kill people, it is used to destroy things, it shoots projectiles, it is made of metal, it is loud, it can cause injury and it is used by armies.What are the properties of a chicken? It is used for food, it has feathers, it has wings, it lays",cannon,21
canoe," It is a boat, it is used for transportation, it is used for water, it is used for transportation on water, it is used to carry goods and people on water, it has a paddle, it has oars, it has seats, it has a rudder, it is made of wood and it can be used for fishing.",canoe,21
car," It is a vehicle, it is used for transportation, it has a motor, it has four wheels, it is used for passengers, it has seats, it has doors, it has windows, it has an engine, it requires a driver and it is used for public transportation.What are the properties of a cat? It is black, it",car,21
carrot," It is a vegetable, it is orange, it is a root, it is a food, it is a root vegetable, it is orange in color, it is a food item, it has leaves, it has roots, it has seeds and it is used as an ingredient.What are the properties of a cat (animal)? It is black",carrot,21
cart," It is used for transporting objects, it has wheels, it is used for transportation, it has an engine, it requires a driver, it is a vehicle, it is used for transporting objects, it has seats, it is crowded, it requires a fare and it has a door.What are the properties of a cat (animal)? It is",cart,21
cat," It is black, it is an animal, it has claws, it has fur, it has whiskers, it has sharp teeth, it is small, it is domestic, it meows, it is a mammal, it has four legs and it has ears.What are the properties of a cow? It is black, it is an animal",cat,21
caterpillar," It is brown, it is an insect, it has antennae, it has a hard outer shell, it has hairy legs, it has a soft body, it moves around slowly, it eats leaves, it produces silk, it grows wings, it crawls on the ground, it lives in trees and it is small.What are the properties",caterpillar,21
cauliflower," It is white, it is a vegetable, it is bitter, it is used as food, it has leaves, it has a stalk, it has flowers, it has small seeds, it is used for cooking, it has a stem and it is green.What are the properties of a cat? It is black, it is an animal,",cauliflower,21
celery," It is green, it is a vegetable, it has leaves, it is white, it is eaten raw, it is crunchy, it is associated with rabbits, it has a stalk, it can be eaten raw, it is sometimes used in salads and it is associated with rabbits.What are the properties of a cherry? It is red,",celery,21
cello," It is a musical instrument, it is used for classical music, it has four strings, it is black and white, it has a bow, it has a finger board and it is played with a bow.What are the properties of a chameleon? It is green, it can change color, it has a tongue, it is an",cello,21
chain," It is a tool, it is used to connect things, it is used to secure things, it is used to tie things together, it is used for tethering animals, it can be used as a weapon, it is made of metal, it has links, it has links that are connected by a hole and it can be made of many links",chain,21
chair," It is used for sitting, it is used for seating, it has a seat, it is used for sitting on, it is used for seating people, it has a backrest, it has legs, it is used for sitting on, it is used as a place to sit and it is made of wood.What are the properties of a",chair,21
chandelier," It is used for lighting, it is used for decoration, it has a chain, it has a frame, it is made of glass, it has a light bulb, it hangs from the ceiling, it has a long stem and it is used in the home.What are the properties of a chicken? It is yellow, it has feathers,",chandelier,21
cheese," It is an animal, it is white, it has holes, it has a smell, it is yellow, it is made of milk, it is made of milk byproducts, it is used in cooking, it is used in salads, it has a rind, it is made of milk products and it has a texture.What are the",cheese,21
cheetah," It is fast, it is an animal, it is black and white, it is a carnivore, it lives in savannahs, it eats gazelles, it runs quickly, it has spots, it has a tail, it has claws, it uses its tail to balance while running, it has a body covering of fur, it",cheetah,21
cherry," It is sweet, it is red, it is a fruit, it is small, it has seeds, it is round, it has a pit, it is eaten, it is grown on trees, it has juice and it is small.What are the properties of a computer? It has a screen, it has keys, it has an operating",cherry,21
chipmunk," It is brown, it is small, it has a big head, it is furry, it has a striped tail, it has stripes, it eats nuts, it eats food, it lives in North America, it has cheeks, it is a rodent, it is an animal and it has teeth.What are the properties of a computer? It",chipmunk,21
chisel," It is used for carving, it has a handle, it is used with a hammer, it is used to carve things, it has a blade, it has a point, it is used with wood, it is used for sculpture, it is used to cut things, it has a sharp edge and it is used for sculpting.What are",chisel,21
cigar," It is used for smoking, it is rolled, it is brown, it has tobacco, it is rolled in paper, it is used for pleasure, it has a filter, it has a tip, it can be chewed, it is used for recreation and it has a smell.What are the properties of a cloud? It is white,",cigar,21
cigarette," It is used for smoking, it is made of paper, it is a rolled up paper, it is a tobacco product, it is smoked, it is used for pleasure, it is addictive, it has nicotine, it is smoked for relaxation and it has a filter.What are the properties of a computer? It has a screen, it has",cigarette,21
clam," It lives in water, it is a mollusk, it has a shell, it has a mantle, it lives in the ocean, it has gills, it has a siphon, it is used for food, it is used for pearls, it has a foot and it has a head.What are the properties of a clock",clam,21
clarinet," It is used in music, it is used in orchestras, it is used in bands, it is shiny, it is silver, it has a long neck, it has holes, it has keys, it is made of wood, it has a reed, it produces sound when air passes through the holes of the reed and into the body",clarinet,21
cloak," It is black, it is worn by wizards, it is a robe, it is used for protection, it is worn by witches, it is used for defense, it is worn by wizards and it is used to hide.What are the properties of a clock? It has hands, it has numbers, it has an hour hand, it has",cloak,21
clock," It is used to tell time, it has numbers, it has hands, it is used for telling time, it has a face, it has a dial, it is an object, it measures time, it has numbers and it has a pendulum.What are the properties of a computer? It is used for communication, it has an internet",clock,21
coat," It is used for keeping warm, it is a coat, it has buttons, it has a collar, it is worn for warmth, it is used to protect from cold weather, it has a zipper, it is worn on the outside of clothing, it is used in winter and it has sleeves.What are the properties of a computer? It",coat,21
cockroach," It is small, it is an insect, it has wings, it is black, it flies, it is ugly, it has antennae, it lives in sewers, it has a shell, it has legs, it is white and it has six legs.What are the properties of a computer? It has a keyboard, a monitor and",cockroach,21
coconut," It is brown, it is a nut, it is used for food, it has a hard shell, it grows on trees, it has a hairy exterior, it is used for drinks, it has a white interior and it has a large opening.What are the properties of a cow? It is black and white, it eats grass, it",coconut,21
coin," It is used for currency, it is made of metal, it has a hole in the middle, it is round, it is used for buying things, it has value, it is flat, it has a symbol on its surface and it has value.What are the properties of a computer? It is used for work, it has a keyboard",coin,21
comb," It is used for hair, it has teeth, it is used for grooming, it is used by women, it has a handle, it is used for hair styling, it is made of plastic, it has a handle and it has teeth.What are the properties of a computer? It is used for internet access, it has a monitor,",comb,21
cork," It is a piece of cork, it is used for closing bottles, it is used in wine, it is used in champagne, it is used in liquor, it is used in beer, it is used in medicine, it is used for sealing bottles, it is a type of wood, it is a type of tree and it comes from trees",cork,21
corkscrew," It is used for opening bottles, it is used for wine, it has a handle, it has a spiral, it is used for extracting corks, it is used to open wine bottles, it is used for removing corks, it is used to open wine and it has a spiral.What are the properties of a deer? It lives",corkscrew,21
corn," It is yellow, it is used for food, it is a vegetable, it is used in Mexican food, it is used in tortillas, it is used in soup, it is used in salads, it is used in Mexican cuisine, it has kernels, it has leaves, it has stalks, it is a grain and it grows in fields",corn,21
cow," It is a mammal, it has horns, it is brown, it lives in fields, it is large, it has a tail, it eats grass, it produces milk, it has four legs, it has a mouth and it is used for food.What are the properties of a donkey? It has long ears, it is black and white",cow,21
crab," It is a marine animal, it has claws, it lives in the sea, it is a crustacean, it has a hard shell, it has legs, it has eyes, it has a tail, it is small and it is hunted by people.What are the properties of a crayon? It is used for drawing, it",crab,21
crayon," It is a writing utensil, it is yellow, it is used by children, it is cylindrical, it has a pointy end, it is used for drawing, it is red, it has a wrapper, it is used for coloring and it is small.What are the properties of a dollar? It is a form of",crayon,21
crossbow," It is used for hunting, it is a weapon, it has a bow, it has a string, it has an arrow, it has a trigger, it is used for killing animals and people, it is used for hunting animals and people, it is used for killing animals and people, it has a trigger and the arrow is small.What",crossbow,21
crowbar," It is used for breaking, it is used for prying, it is a tool, it is used to pry open doors, it is used to break into buildings, it is used to break into cars, it is used to break into safes, it is used to break things open, it is made of steel, it has a handle",crowbar,21
cucumber," It is white, it is a vegetable, it has no seeds, it is long, it is green, it is used for food, it has a peel, it has leaves, it has a stem, it grows underground, it is associated with rabbits and it grows on vines.What are the properties of a dog? It has fur,",cucumber,21
cup," It is used for drinking, it is made of ceramic, it is white, it has a handle, it is large, it has a lip, it has a bottom, it has sides, it can hold liquids and it is made of clay.What are the properties of a dog? It barks, it is black, it eats bones",cup,21
cushion," It is used for seating, it is soft, it is used to reduce pressure, it can be placed on a chair, it can be placed on a couch, it can be placed on a bed, it can be used to sit on, it is used to support the back, it is used to support the body, it can be placed on",cushion,21
dagger," It is a weapon, it is used for stabbing, it has a sharp blade, it is used for fighting, it is used for murder, it can be thrown, it has a handle, it is small and it has a point.What are the properties of a dog? It is brown, it has fur, it has four legs,",dagger,21
dandelion," It is yellow, it has seeds, it has petals, it blooms in the summer, it has leaves, it is tall, it has a stem, it is a flower, it produces seeds when it blooms, it grows in fields and it has leaves.What are the properties of a dog? It is brown, it has",dandelion,21
deer," It is brown, it is hunted by people, it has antlers, it has hooves, it lives in forests, it has fur, it is an animal, it has fangs, it eats plants, it is associated with vampires, it has horns, it is small and it has teeth.What are the properties of a dog?",deer,21
desk," It is used for writing, it is used for studying, it has a surface, it has drawers, it has a top, it is used by students, it has legs, it is a piece of furniture and it is used in schools.What are the properties of a dog? It has fur, it has a tail, it has",desk,21
dishwasher," It is used for dishes, it is white, it is used for cleaning, it has an on/off switch, it has a handle, it has a door, it is used by people, it has a control panel, it uses electricity and it is used by women.What are the properties of a dictionary? It is used for words",dishwasher,21
dog," It is a mammal, it is brown, it has paws, it is an animal, it has teeth, it eats meat, it has fur, it has a tail, it barks, it lives in the house, it is domesticated, it is black and white, it has a bark and it lives in the house.What are",dog,21
doll," It is a toy, it has a dress, it has a head, it is a girl's toy, it is made of plastic, it has hair, it has a body, it has eyes, it is used by girls, it is used by children and it requires batteries.What are the properties of a dragon? It lives in caves",doll,21
dolphin," It is a mammal, it has a beak, it is a mammal, it has flippers, it has a tail fin, it is a mammal, it has lungs, it lives in the sea, it is a mammal, it has gills, it has a blowhole and it is a mammal.What are the properties of a",dolphin,21
donkey," It is a kind of animal, it is brown, it is used for transportation, it has long ears, it has a tail, it is used for carrying loads, it is stubborn, it has a long neck and it eats grass.What are the properties of a duck? It is white, it has feathers, it has wings, it",donkey,21
doorknob," It is used to open doors, it has a handle, it is round, it is made of metal, it is used for turning and it is useful.What are the properties of a duck? It is an animal, it has a beak, it has feathers, it has wings, it makes noise, it waddles and it",doorknob,21
dress," It is worn by females, it is used for clothing, it is long, it is used for special occasions, it is white, it has a neckline, it has a collar, it has sleeves, it has a hemline and it is worn by women.What are the properties of a dog? It is an animal, it has",dress,21
dresser," It is used for storage, it has drawers, it is used for clothing, it has a top, it has a bottom, it is made of wood, it has legs, it is used for storing clothing, it is large and it is used in bedrooms.What are the properties of a desk? It is used for writing, it",dresser,21
drill," It is used for drilling, it requires electricity, it is used for making holes, it has a bit, it has a handle, it is used by people, it is used for construction work, it is used by workers, it has a power cord, it has a motor and it has a switch.What are the properties of an elephant",drill,21
drum," It is used for music, it has a head, it is used by musicians, it is loud, it is an instrument, it has a skin, it has a handle, it is used by drummers, it has a stand and it is used for percussion.What are the properties of a fish? It lives in water, it is",drum,21
duck," It has feathers, it has a beak, it has webbed feet, it has wings, it is a bird, it is white, it is yellow, it makes a quacking sound, it has a long neck, it lays eggs, it lives in water and it is small.What are the properties of a fish? It lives",duck,21
eagle," It has a sharp beak, it has claws, it is a bird, it has wings, it is large, it has feathers, it has talons and it is white.What are the properties of a fish? It lives in water, it is cold blooded, it has fins, it has scales, it is an animal and",eagle,21
eel," It is long, it is slimy, it has scales, it lives in water, it is an animal, it has gills, it is dangerous, it has fins, it has a tail, it has jaws, it is a fish and it can swim.What are the properties of a fish? It lives in water, it has",eel,21
elephant," It is grey, it is an animal, it has a trunk, it has tusks, it has a tail, it has a long nose, it is large, it eats plants and it lives in the jungle.What are the properties of a fish? It lives in water, it has gills, it has scales, it has",elephant,21
envelope," It is rectangular, it is white, it is a container, it is a flat object, it has a flap, it has a seal, it is used to send mail, it has a stamp, it contains a letter and it is used for communication.What are the properties of an eraser? It is used to erase pencil marks,",envelope,21
fence," It is made of wood, it is used to keep animals in or out, it is used to protect property, it has a gate, it has posts, it is used to prevent passage, it has a top, it has a bottom, it is used for enclosing space, it is used to enclose property and it is used for decoration",fence,21
flamingo," It is pink, it has a long neck, it has a beak, it is an animal, it has feathers, it is pink, it has an odd shaped body, it has a long neck, it is a bird and it lives in the water.What are the properties of a giraffe? It is black and white, it",flamingo,21
flute," It is made of wood, it has holes, it is used for music, it is used for entertainment, it has a mouthpiece, it is played with your fingers, it is played with your lips, it is played with your nose, it is played with your cheeks, it is played with your teeth, it produces sound when you blow in",flute,21
football," It is used for sports, it is used for entertainment, it is used to play soccer, it has a ball, it has a strap, it is used for recreation, it has many players, it has many teams, it is used in games, it has a handle, it has a long history, it is made of leather or plastic and",football,21
fork," It is used for eating, it has 4 tines, it is used for eating, it has 4 tines, it is made of metal, it has a handle, it is used for eating, it can be used as a weapon, its purpose is to eat with and it is yellow.What are the properties of a gun? It",fork,21
fox," It is a mammal, it is hunted by people, it has 4 legs, it has fur, it is an animal, it has a bushy tail, it has large ears, it is small, it has a pointed muzzle, it lives in forests, it is hunted by hounds and it eats rabbits.What are the properties of a",fox,21
frog," It is green, it is an amphibian, it lives in water, it has webbed feet, it is small, it has a long tongue, it lays eggs, it is a vertebrate, it has a tail, it has a shell, it lives in the water, it has a smooth skin and it has legs.What are",frog,21
garlic," It is used for cooking, it is white, it has cloves, it is an herb, it is used for cooking, it is grown in gardens, it grows underground, it is used for flavoring food, it is a plant, it has leaves and it has roots.What are the properties of a giraffe? It eats leaves,",garlic,21
gate," It is a door, it is closed, it is used for keeping things in and out, it has hinges, it has a lock, it is used for keeping things in and out, it is used for keeping things in and out, it has a frame, it has a lock, it is used for keeping things in and out, it has",gate,21
giraffe," It is a mammal, it has spots, it has a long neck, it has a long tongue, it has a long tail, it has spots, it is grey and it eats leaves.What are the properties of an elephant? It is grey, it is an animal, it has tusks, it is large and it has 4",giraffe,21
goat," It is a mammal, it has horns, it is brown, it has hooves, it has fur, it eats grass, it is a farm animal, it has a beard, it produces milk, it is a quadrupedal herbivore and it produces offspring.What are the properties of a house? It has walls, a roof",goat,21
goldfish," It is a fish, it is small, it lives in water, it has scales, it has fins, it has gills, it can be found in aquariums, it is colorful, it lives in bowls and it is sold as pets.What are the properties of a horse? It is a mammal, it has 4 legs, it",goldfish,21
goose," It is a bird, it has a beak, it has feathers, it has wings, it has a long neck, it has webbed feet, it has a flat bill, it lives on water, it is a waterfowl and it lives in flocks.What are the properties of a horse? It is large, it is",goose,21
gorilla," It is large, it is a primate, it lives in Africa, it has a large nose, it has a long tail, it has fur, it has a large body, it is a mammal, it eats plants and fruits, it is an animal, it has hands and feet, it has a big mouth and it is black.",gorilla,21
grape," It is a fruit, it is round, it has a skin, it is purple, it has seeds, it is on a vine, it is eaten by people, it has a peel and it comes from a vine.What are the properties of a giraffe? It has long legs, it is a mammal, it has spots on its",grape,21
grapefruit," It is a fruit, it is red, it is a citrus fruit, it has a peel, it has a rind, it has seeds, it has juice, it is sour, it is eaten raw, it is a breakfast food and it has skin.What are the properties of a hammer? It is used for pounding nails into wood",grapefruit,21
grasshopper," It is green, it is an insect, it has wings, it hops, it jumps, it has antennae, it has a hard shell, it has a hard exoskeleton, it has compound eyes, it is small and it has six legs.What are the properties of a horse? It is large, it has 4 legs,",grasshopper,21
grater," It is used for food, it is used to grate cheese, it has a handle, it has a handle, it is used for cutting, it has holes and it is used to grate hard food.What are the properties of a horse? It is an animal, it lives in the wild, it has 4 legs, it is brown,",grater,21
grenade," It is dangerous, it is thrown, it explodes, it is an explosive, it is thrown by hand, it has a pin, it is used to kill people, it has a fuse, it kills people, it is small, it has a timer and it is dangerous.What are the properties of a helicopter? It has rotors,",grenade,21
guitar," It is used to play music, it has strings, it has frets, it is used to play music, it has a body, it has a neck, it is made of wood, it has a headstock, it has strings, it is used to play music and it is an instrument.What are the properties of a horse?",guitar,21
gun," It is dangerous, it is used for protection, it is used for hunting, it is used for war, it is used for sport, it is used for murder, it is used by police officers, it can be used to shoot animals, it is used to kill people, it has bullets, it has a trigger and it can be used by",gun,21
hammer," It is used for construction, it is used by carpenters, it is used for pounding nails, it has a handle, it has a head, it is used to drive nails, it is used by carpenters, it is used for carpentry work, it has a wooden handle and it has a metal head.What are the",hammer,21
hamster," It is a rodent, it is small, it is furry, it has a long tail, it has a short tail, it has a small body, it stores food in its cheeks, it has a short nose, it lives in a cage, it eats seeds and nuts, it is a mammal and it has a long tail.What are",hamster,21
harmonica," It is used for music, it is small, it has keys, it is used in blues music, it is played by blues musicians, it produces sounds, it is played in the mouth, it is played by one person, it has holes, it has a mouthpiece, it is used in blues music and it is played by one person.",harmonica,21
harp," It is used for music, it has strings, it is used to make music, it is an instrument, it has a sound box, it is used by musicians and it is played with hands.What are the properties of a horse? It is black, it has hair, it is an animal, it has a long neck, it has",harp,21
hatchet," It is used for chopping, it is used for cutting, it is used for splitting, it has a handle, it has a blade, it is used for woodworking, it has a sharp edge, it is used for cutting wood and it can be sharpened.What are the properties of a horse? It is brown, it has 4",hatchet,21
hawk," It is a bird, it flies, it is black and white, it has a hooked beak and it eats mice and small birds.What are the properties of a horse? It is a mammal, it has 4 legs, it has fur, it has hooves, it has a tail, it has an animal head and it eats grass",hawk,21
helicopter," It is used for transportation, it has a motor, it is a vehicle, it has a rotor, it has a cockpit, it is used for military purposes, it is used for transportation, it requires fuel, it is used by the government, it is used for transportation, it has a door and it has wings.What are the properties",helicopter,21
helmet," It is used for protection, it is a piece of equipment, it is used for sports, it is used for safety, it protects the head, it is hard, it is a piece of armor, it is used for football, it has a visor and it has a chin strap.What are the properties of an egg? It is",helmet,21
hoe," It is used for farming, it is used for digging, it is used for cutting, it is used for planting, it has a handle, it has a blade, it is used for gardening, it has a wooden handle and it has a metal blade.What are the properties of a house? It is used for living, it is made",hoe,21
horse," It is an animal, it has 4 legs, it is large, it has long hair, it is brown, it has a long neck, it has a long tail, it has a mane, it is white, it lives in the country side, it eats hay and grass, it is big, it has hooves and it is black",horse,21
hose," It is used for watering, it is for gardening, it is a tube, it is used for watering plants, it is a tube for water, it is flexible, it has a nozzle, it is used to water plants, it has a spout, it has a trigger and it has a handle.What are the properties of a house",hose,21
hyena," It is black, it is hunted by people, it is a mammal, it has teeth, it is brown, it eats fish, it is an animal, it has paws, it is large, it has feet, it is white, it hibernates, it has claws, it produces offspring, it is dangerous, it lives in forests and",hyena,21
iguana," It is a reptile, it has a tail, it is brown, it lives in trees, it is green, it has a triangular head and it has a long body.",iguana,21
jacket," It is worn on the upper body, it is used in cold weather, it has sleeves, it is made of cloth, it is worn by people, it has a hood, it is used in the winter and it has buttons.What are the properties of a pencil? It is used for writing, it has an eraser, it is",jacket,21
jar," It is used for storage, it is made of glass, it is used for food, it has a lid, it has a handle, it is used for storage, it has a lid, it contains food and it is made of glass.What are the properties of a dog? It has fur, it has four legs, it is brown",jar,21
jeans," It is blue, it is clothing, it is worn by people, it is used for protection, it is used for work, it is worn by men and women, it has pockets, it has a zipper, it has buttons, it is worn by children, it has holes in knees and ankles, it has a belt loop and it has a",jeans,21
jeep," It is used for transportation, it has 4 wheels, it is used for military purposes, it is used for transportation of goods, it has an engine, it is used for transportation and it has a windshield.What are the properties of a motorcycle? It is fast, it is used for recreation, it has 2 wheels, it is used for",jeep,21
kettle," It is used for boiling water, it has a handle, it has a lid, it is red, it is used for heating water, it has a spout, it is used for heating liquids, it is black and it is made of metal.What are the properties of a flower? It has petals, it is red, it",kettle,21
key," It is used to open doors, it is used for turning locks, it is metal, it is used for opening things, it is shiny, it has grooves, it has a hole in the middle, it is small and it has teeth.What are the properties of a hand? It has fingers, it has fingernails, it",key,21
kite," It flies, it is colorful, it has a string, it is made of paper, it is used for entertainment, it requires wind for flight, it has a tail, it is used for recreation, it has a string, it is used for fun and it requires wind.What are the properties of a lion? It lives in Africa,",kite,21
knife," It is used for cutting, it is sharp, it has a blade, it cuts food, it cuts meat, it has a handle, it is used for cooking, it is a weapon and it has a sharp edge.What are the properties of a car? It is used for transportation, it has 4 wheels, it has seats, it",knife,21
ladle," It is used for cooking, it is used in kitchens, it is used by chefs, it is used for cooking soup, it is used for stirring soup, it has a handle, it is made of metal and it has a bowl.What are the properties of a leaf? It is green, it is on trees, it has veins,",ladle,21
